Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,0.01986,-0.018934,0.456167,-0.889471,-0.374185,0.570518,0.035663,0.006601,-0.012955,0.610441,-0.791929,-0.63962,0.429101,0.035211,0.010488,0.030537,-0.461455,0.886576,-0.48755,0.501366,0.957524,stand
1,0.004167,0.019866,-0.018901,0.45617,-0.88947,-0.374189,0.57052,0.035659,0.006581,-0.012947,0.610421,-0.791944,-0.639624,0.429106,0.035212,0.010538,0.030628,-0.461439,0.88658,-0.487602,0.501237,0.957505,stand
2,0.008333,0.019891,-0.018887,0.456155,-0.889478,-0.37419,0.570524,0.03566,0.006524,-0.012895,0.610419,-0.791947,-0.639635,0.429103,0.035215,0.010525,0.030688,-0.461382,0.886608,-0.487647,0.501082,0.957462,stand
3,0.0125,0.019951,-0.01887,0.456175,-0.889467,-0.3742,0.570531,0.035661,0.006525,-0.012828,0.610394,-0.791967,-0.639631,0.429108,0.035219,0.010667,0.030776,-0.461341,0.886625,-0.487708,0.500943,0.957453,stand
4,0.016667,0.019869,-0.01881,0.456189,-0.889462,-0.374203,0.570535,0.035656,0.006483,-0.01276,0.610371,-0.791987,-0.639635,0.429107,0.035216,0.010725,0.030956,-0.461301,0.886639,-0.487766,0.500797,0.957406,stand
5,0.020833,0.019898,-0.018848,0.456174,-0.889469,-0.374202,0.570536,0.035661,0.006487,-0.012983,0.610373,-0.791981,-0.639625,0.429094,0.035185,0.01077,0.030975,-0.461225,0.886677,-0.487815,0.500642,0.957388,stand
6,0.025,0.019869,-0.018833,0.456208,-0.889452,-0.374208,0.570544,0.035657,0.006491,-0.01274,0.610359,-0.791996,-0.639638,0.429113,0.035214,0.010923,0.031158,-0.46117,0.886697,-0.48788,0.500495,0.957375,stand
7,0.029167,0.019927,-0.018756,0.456212,-0.88945,-0.37421,0.570548,0.035657,0.006472,-0.012602,0.610351,-0.792005,-0.639643,0.429118,0.035225,0.010987,0.031289,-0.461123,0.886716,-0.487929,0.500373,0.957355,stand
8,0.033333,0.01988,-0.018746,0.456239,-0.889437,-0.374214,0.570556,0.035658,0.006418,-0.012699,0.61035,-0.792004,-0.639643,0.429103,0.035207,0.011066,0.03145,-0.4611,0.886722,-0.487965,0.500254,0.957313,stand
9,0.0375,0.019984,-0.018788,0.456259,-0.889424,-0.374222,0.570561,0.035652,0.006424,-0.012718,0.610328,-0.79202,-0.639643,0.429107,0.035209,0.011118,0.031533,-0.461065,0.886736,-0.488012,0.500145,0.957293,stand
10,0.041667,0.02007,-0.018736,0.456279,-0.889413,-0.374223,0.570566,0.035653,0.006376,-0.012702,0.610303,-0.792041,-0.639648,0.429113,0.035209,0.011245,0.031664,-0.461055,0.886735,-0.488041,0.500029,0.957265,stand
11,0.045833,0.020068,-0.018702,0.456297,-0.889405,-0.374225,0.57057,0.035648,0.006396,-0.012715,0.610268,-0.792067,-0.63965,0.429105,0.035197,0.011311,0.0318,-0.461014,0.886751,-0.48807,0.499925,0.957228,stand
12,0.05,0.020013,-0.018724,0.456297,-0.889405,-0.374226,0.570582,0.035645,0.006373,-0.012584,0.610266,-0.792071,-0.639657,0.429116,0.035208,0.011363,0.031814,-0.460977,0.886769,-0.488097,0.499819,0.957231,stand
13,0.054167,0.020168,-0.018687,0.456339,-0.889381,-0.374229,0.570584,0.035647,0.006356,-0.012563,0.610238,-0.792093,-0.63966,0.42912,0.035211,0.011558,0.032018,-0.460843,0.886829,-0.488153,0.499732,0.957244,stand
14,0.058333,0.020264,-0.018723,0.456356,-0.889369,-0.374233,0.570594,0.035653,0.006339,-0.012355,0.610202,-0.792124,-0.639668,0.42913,0.035224,0.011632,0.032164,-0.460777,0.886857,-0.488173,0.499631,0.95722,stand
15,0.0625,0.02032,-0.01874,0.45636,-0.889366,-0.374233,0.570605,0.035651,0.006318,-0.01227,0.61018,-0.792143,-0.63967,0.429132,0.035226,0.011682,0.032369,-0.460729,0.886874,-0.488201,0.499527,0.957178,stand
16,0.066667,0.020307,-0.018734,0.456372,-0.88936,-0.374235,0.570612,0.035651,0.006302,-0.012405,0.610196,-0.792128,-0.639671,0.429119,0.035208,0.011685,0.032337,-0.460681,0.8869,-0.488216,0.499439,0.957167,stand
17,0.070833,0.020358,-0.018726,0.45639,-0.88935,-0.374235,0.570619,0.03565,0.006296,-0.012476,0.61017,-0.792147,-0.639671,0.429113,0.035197,0.011676,0.03251,-0.460588,0.886941,-0.488223,0.499347,0.957141,stand
18,0.075,0.020362,-0.018685,0.456429,-0.889331,-0.374241,0.570631,0.035647,0.006244,-0.012402,0.610173,-0.792147,-0.639675,0.429112,0.035196,0.011751,0.032686,-0.460489,0.886986,-0.488236,0.499263,0.957112,stand
