 ,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
800,3.333333,-0.113827,0.281364,0.05447,0.951268,0.284484,0.097673,0.073367,0.035839,-0.014654,-0.043412,0.998307,0.775296,-0.066537,0.038738,0.022839,0.005527,-0.03675,-0.999048,0.550236,0.01574,0.950281,walk
801,3.3375,-0.114592,0.294631,0.055595,0.947085,0.286361,0.097544,0.075178,0.034346,-0.013561,-0.043219,0.998383,0.775341,-0.066432,0.038562,0.022863,0.005888,-0.035595,-0.999087,0.55373,0.014713,0.950807,walk
802,3.341667,-0.115017,0.307271,0.0569,0.94293,0.288414,0.097508,0.076985,0.032608,-0.012775,-0.042907,0.998465,0.77536,-0.066309,0.038452,0.023148,0.006227,-0.034636,-0.999113,0.557095,0.013773,0.951326,walk
803,3.345833,-0.114615,0.320108,0.057377,0.93867,0.290597,0.097512,0.078807,0.030984,-0.012134,-0.04258,0.998539,0.775405,-0.066215,0.038362,0.023186,0.006594,-0.033971,-0.999132,0.560416,0.012948,0.951859,walk
804,3.35,-0.11511,0.332688,0.058177,0.934175,0.293131,0.097547,0.080743,0.029901,-0.011487,-0.04233,0.99859,0.775504,-0.066124,0.038301,0.023295,0.006586,-0.033374,-0.99915,0.563697,0.012139,0.952343,walk
805,3.354167,-0.117586,0.343474,0.060294,0.929819,0.296002,0.097711,0.082863,0.029198,-0.010723,-0.042141,0.998627,0.775635,-0.066035,0.038209,0.023402,0.006851,-0.032732,-0.999167,0.566952,0.011329,0.952802,walk
806,3.358333,-0.122091,0.353084,0.062575,0.925478,0.29923,0.097865,0.085198,0.028729,-0.009845,-0.042071,0.998653,0.775729,-0.065947,0.038062,0.023453,0.006972,-0.032442,-0.999174,0.570189,0.010534,0.953243,walk
807,3.3625,-0.12421,0.362793,0.063487,0.92137,0.302381,0.098075,0.087475,0.028749,-0.009446,-0.042132,0.998654,0.775743,-0.065905,0.037973,0.023439,0.007057,-0.031988,-0.999188,0.573324,0.009771,0.953692,walk
808,3.366667,-0.125889,0.372515,0.064023,0.917216,0.305553,0.098304,0.089847,0.028238,-0.009128,-0.04224,0.998667,0.775712,-0.065888,0.037927,0.023142,0.007443,-0.031757,-0.9992,0.576527,0.009005,0.954108,walk
809,3.370833,-0.126351,0.383038,0.063736,0.912828,0.30891,0.09886,0.092817,0.027491,-0.008934,-0.042252,0.998689,0.775703,-0.065866,0.037895,0.023264,0.007485,-0.031346,-0.99921,0.579611,0.008243,0.954485,walk
810,3.375,-0.127828,0.391547,0.063715,0.909006,0.312277,0.099203,0.095472,0.026641,-0.008784,-0.042162,0.998717,0.775743,-0.065822,0.037894,0.022854,0.007732,-0.03141,-0.999215,0.582775,0.007551,0.95482,walk
811,3.379167,-0.127287,0.400493,0.063608,0.905183,0.315922,0.09961,0.098352,0.025726,-0.008582,-0.041949,0.998752,0.775827,-0.065779,0.037895,0.02271,0.007861,-0.031228,-0.999223,0.585852,0.006829,0.955169,walk
812,3.383333,-0.125973,0.409097,0.062943,0.901559,0.319538,0.099868,0.101165,0.025344,-0.007888,-0.041696,0.998778,0.775934,-0.065709,0.037794,0.022619,0.008196,-0.031336,-0.999219,0.588958,0.006138,0.955499,walk
813,3.3875,-0.124181,0.417367,0.062141,0.898066,0.323465,0.100192,0.104029,0.025316,-0.00744,-0.041487,0.998791,0.775967,-0.065643,0.037703,0.022115,0.008167,-0.031303,-0.999232,0.592016,0.005505,0.955716,walk
814,3.391667,-0.122702,0.424689,0.061622,0.894866,0.327663,0.100576,0.106912,0.024997,-0.007302,-0.041357,0.998805,0.77593,-0.065601,0.037684,0.021762,0.008223,-0.031441,-0.999235,0.595061,0.004903,0.956001,walk
815,3.395833,-0.120972,0.431349,0.06053,0.891986,0.331798,0.100863,0.109537,0.024306,-0.007229,-0.041296,0.998825,0.775891,-0.065565,0.037669,0.021823,0.008638,-0.031485,-0.999229,0.598075,0.004261,0.956299,walk
816,3.4,-0.118271,0.435273,0.06019,0.890465,0.336645,0.101462,0.112482,0.023893,-0.00718,-0.041183,0.99884,0.775891,-0.065535,0.037665,0.021398,0.008726,-0.031706,-0.99923,0.601111,0.003696,0.956522,walk
817,3.404167,-0.117722,0.43928,0.059132,0.888638,0.341381,0.101742,0.115208,0.023847,-0.006925,-0.041053,0.998848,0.775951,-0.065506,0.037624,0.021192,0.009024,-0.031887,-0.999226,0.604122,0.003121,0.956794,walk
818,3.408333,-0.114311,0.444958,0.058199,0.886318,0.346113,0.10222,0.117541,0.024078,-0.006718,-0.040893,0.998851,0.776007,-0.065492,0.0376,0.020678,0.009067,-0.032073,-0.999231,0.607133,0.002628,0.956965,walk
819,3.4125,-0.114195,0.448051,0.059372,0.884695,0.351041,0.102587,0.11968,0.024187,-0.00685,-0.040772,0.998852,0.776018,-0.065491,0.037629,0.020576,0.009211,-0.032222,-0.999226,0.610085,0.002117,0.957249,walk
820,3.416667,-0.113377,0.450644,0.061423,0.883342,0.356376,0.103243,0.121941,0.024781,-0.007278,-0.040687,0.998838,0.775985,-0.065501,0.037685,0.020358,0.009445,-0.032365,-0.999224,0.613018,0.001649,0.957465,walk
821,3.420833,-0.114301,0.450545,0.065178,0.883004,0.361911,0.103919,0.123805,0.024619,-0.007364,-0.040589,0.998845,0.775944,-0.065491,0.037677,0.02015,0.009493,-0.032639,-0.999219,0.616037,0.00114,0.957677,walk
822,3.425,-0.114546,0.450067,0.068398,0.882973,0.367843,0.104754,0.12572,0.024187,-0.00708,-0.040472,0.998863,0.775929,-0.065465,0.037631,0.019923,0.009914,-0.032653,-0.999219,0.618973,0.000655,0.95796,walk
823,3.429167,-0.114627,0.448071,0.071538,0.883728,0.374029,0.105542,0.127454,0.024196,-0.006911,-0.040399,0.998867,0.775943,-0.06545,0.037602,0.019607,0.010088,-0.032925,-0.999215,0.621906,0.00021,0.958181,walk
824,3.433333,-0.114426,0.446762,0.073365,0.884267,0.380374,0.106231,0.129043,0.024548,-0.007048,-0.040346,0.998859,0.77596,-0.065457,0.037626,0.019482,0.010132,-0.032924,-0.999217,0.624802,-0.000224,0.958412,walk
825,3.4375,-0.112138,0.444527,0.07404,0.885629,0.387059,0.106913,0.130448,0.024728,-0.007292,-0.04028,0.998856,0.775969,-0.065464,0.037668,0.019231,0.010692,-0.033008,-0.999213,0.627735,-0.000657,0.958691,walk
826,3.441667,-0.110735,0.442656,0.076011,0.886576,0.394054,0.107862,0.131625,0.02468,-0.007329,-0.040157,0.998862,0.775962,-0.065455,0.037667,0.019002,0.010924,-0.033142,-0.99921,0.630627,-0.001058,0.958938,walk
827,3.445833,-0.107906,0.439392,0.076426,0.88851,0.400946,0.108595,0.132529,0.024618,-0.007331,-0.040088,0.998866,0.775941,-0.065445,0.037658,0.018806,0.011166,-0.032919,-0.999219,0.633473,-0.001479,0.959195,walk
828,3.45,-0.105381,0.43601,0.076744,0.89045,0.408093,0.109384,0.133275,0.024557,-0.007191,-0.040053,0.99887,0.775932,-0.065418,0.037625,0.018434,0.011765,-0.032954,-0.999218,0.636427,-0.001913,0.959532,walk
829,3.454167,-0.104117,0.431998,0.077834,0.892457,0.415401,0.110128,0.133795,0.024575,-0.00713,-0.040068,0.998869,0.775938,-0.065401,0.037611,0.018015,0.011879,-0.032833,-0.999228,0.63925,-0.00231,0.959698,walk
830,3.458333,-0.102692,0.427428,0.078186,0.894789,0.422903,0.110863,0.134042,0.024572,-0.007092,-0.04005,0.99887,0.775956,-0.065383,0.037611,0.017809,0.012434,-0.032789,-0.999226,0.64208,-0.002713,0.960041,walk
831,3.4625,-0.10106,0.423515,0.077255,0.896913,0.430414,0.111429,0.134231,0.024537,-0.007031,-0.039979,0.998874,0.775976,-0.065362,0.037592,0.017353,0.012557,-0.032519,-0.999242,0.644912,-0.003082,0.960305,walk
832,3.466667,-0.104006,0.420078,0.076707,0.898239,0.438038,0.112342,0.134976,0.024178,-0.006906,-0.039914,0.998887,0.775981,-0.065338,0.037581,0.016806,0.012944,-0.032288,-0.999253,0.647736,-0.003525,0.960621,walk
833,3.470833,-0.103107,0.414796,0.076085,0.900847,0.445927,0.112944,0.134858,0.024054,-0.006866,-0.039872,0.998892,0.775971,-0.065322,0.037579,0.016052,0.013376,-0.031933,-0.999272,0.650551,-0.003886,0.960922,walk
834,3.475,-0.103736,0.409117,0.076992,0.903291,0.454031,0.113617,0.134426,0.023799,-0.006694,-0.039871,0.998899,0.775986,-0.065282,0.037539,0.015654,0.013702,-0.031595,-0.999284,0.653358,-0.004274,0.961196,walk
835,3.479167,-0.103712,0.402755,0.077421,0.906112,0.462393,0.114443,0.134007,0.023809,-0.006604,-0.039917,0.998898,0.776023,-0.065235,0.03748,0.014917,0.014043,-0.031293,-0.9993,0.656119,-0.004636,0.961504,walk
836,3.483333,-0.103479,0.395621,0.076842,0.909325,0.470993,0.115278,0.133377,0.023634,-0.006472,-0.039966,0.998901,0.776066,-0.065195,0.037434,0.014103,0.01431,-0.03087,-0.999321,0.658875,-0.005056,0.961827,walk
837,3.4875,-0.103614,0.388401,0.076409,0.912453,0.47965,0.116144,0.132587,0.023419,-0.006536,-0.040084,0.998901,0.776063,-0.065184,0.037456,0.013758,0.014727,-0.030494,-0.999332,0.661576,-0.005374,0.962091,walk
838,3.491667,-0.102651,0.382088,0.075019,0.915338,0.488271,0.11688,0.131772,0.023212,-0.006418,-0.039904,0.998913,0.776054,-0.065174,0.037463,0.012963,0.015221,-0.02996,-0.999351,0.66437,-0.005747,0.962357,walk
839,3.495833,-0.101097,0.373459,0.072867,0.919238,0.497552,0.117556,0.130535,0.023109,-0.006449,-0.039915,0.998915,0.776051,-0.065158,0.037477,0.012139,0.015541,-0.029372,-0.999374,0.667048,-0.006107,0.962678,walk
840,3.5,-0.099652,0.36501,0.073503,0.922732,0.506745,0.118798,0.129167,0.022898,-0.006288,-0.039901,0.998922,0.776061,-0.065132,0.037446,0.011574,0.015764,-0.029135,-0.999384,0.669793,-0.006436,0.962866,walk
841,3.504167,-0.098105,0.357654,0.071477,0.925932,0.515936,0.119641,0.127772,0.022655,-0.006047,-0.039961,0.998926,0.776074,-0.065113,0.037412,0.011035,0.016283,-0.028766,-0.999393,0.672448,-0.006777,0.963097,walk
842,3.508333,-0.097019,0.350553,0.069068,0.92894,0.525046,0.120271,0.126375,0.022206,-0.005691,-0.039939,0.998939,0.776101,-0.065088,0.037353,0.010486,0.016242,-0.028273,-0.999413,0.675139,-0.007114,0.963289,walk
843,3.5125,-0.095906,0.343495,0.066971,0.931841,0.534444,0.12107,0.124777,0.021952,-0.005558,-0.03996,0.998945,0.776121,-0.065074,0.037336,0.009808,0.016546,-0.028052,-0.999421,0.677726,-0.00748,0.963537,walk
844,3.516667,-0.095156,0.335058,0.065243,0.935107,0.544018,0.121838,0.12313,0.022015,-0.005618,-0.039971,0.998943,0.776116,-0.065061,0.03734,0.009453,0.016428,-0.027687,-0.999437,0.68034,-0.007794,0.963725,walk
845,3.520833,-0.09387,0.327943,0.062829,0.93792,0.553596,0.12256,0.121193,0.022002,-0.005545,-0.039991,0.998942,0.776123,-0.065059,0.03733,0.008749,0.016731,-0.027178,-0.999452,0.682973,-0.008061,0.963859,walk
846,3.525,-0.092952,0.319404,0.06143,0.941046,0.563343,0.123287,0.119326,0.021795,-0.00547,-0.040088,0.998944,0.776122,-0.065058,0.037325,0.007725,0.017326,-0.025281,-0.9995,0.685954,-0.00819,0.964144,walk
847,3.529167,-0.091971,0.311015,0.059908,0.944045,0.573232,0.124053,0.117398,0.021535,-0.004669,-0.040244,0.998947,0.776175,-0.065037,0.037212,0.00736,0.017777,-0.024827,-0.999507,0.688595,-0.008449,0.964249,walk
848,3.533333,-0.090161,0.302492,0.058158,0.947094,0.583139,0.124816,0.115335,0.021312,-0.004938,-0.040212,0.998952,0.776144,-0.065037,0.037229,0.006923,0.017794,-0.02425,-0.999524,0.69121,-0.008684,0.964406,walk
849,3.5375,-0.089179,0.293743,0.056705,0.950025,0.593177,0.125604,0.11322,0.021272,-0.004996,-0.040208,0.998952,0.776163,-0.065029,0.037252,0.006619,0.017945,-0.023697,-0.999536,0.693828,-0.008908,0.9645,walk
850,3.541667,-0.088472,0.284982,0.055878,0.952804,0.603392,0.126518,0.111085,0.021202,-0.004943,-0.040247,0.998953,0.776168,-0.06502,0.03725,0.006088,0.017965,-0.023083,-0.999554,0.696495,-0.009097,0.964586,walk
851,3.545833,-0.085752,0.276451,0.054007,0.95567,0.61342,0.127201,0.108856,0.021347,-0.004926,-0.040224,0.99895,0.776188,-0.065002,0.037277,0.005861,0.017877,-0.022685,-0.999566,0.699034,-0.009369,0.964662,walk
852,3.55,-0.084143,0.266765,0.052145,0.958664,0.623812,0.12793,0.106632,0.020611,-0.004528,-0.040283,0.998966,0.776171,-0.065023,0.037243,0.00568,0.017718,-0.022154,-0.999581,0.701647,-0.009534,0.964767,walk
853,3.554167,-0.082274,0.257184,0.050196,0.961545,0.634307,0.128681,0.104352,0.020507,-0.004394,-0.040497,0.99896,0.776187,-0.065026,0.03721,0.004953,0.017927,-0.021596,-0.999594,0.704223,-0.009725,0.964774,walk
854,3.558333,-0.080182,0.246933,0.048629,0.964484,0.644895,0.129486,0.102064,0.021262,-0.00467,-0.040621,0.998938,0.776225,-0.064987,0.037237,0.004652,0.017637,-0.021065,-0.999612,0.70682,-0.009919,0.964854,walk
855,3.5625,-0.078197,0.237597,0.046819,0.967079,0.655503,0.13029,0.099776,0.021136,-0.004583,-0.04069,0.998938,0.776231,-0.06498,0.03724,0.004027,0.017439,-0.020568,-0.999628,0.709396,-0.010112,0.964838,walk
856,3.566667,-0.075888,0.228444,0.044706,0.969565,0.666019,0.131118,0.097444,0.021117,-0.004589,-0.04081,0.998933,0.776229,-0.064975,0.037238,0.004059,0.017257,-0.020144,-0.99964,0.711971,-0.01028,0.964867,walk
857,3.570833,-0.072596,0.220422,0.042814,0.971757,0.67671,0.132097,0.094976,0.021057,-0.004158,-0.040799,0.998937,0.77621,-0.064978,0.037249,0.003366,0.016865,-0.019597,-0.99966,0.714526,-0.010429,0.964813,walk
858,3.575,-0.07287,0.210463,0.041819,0.973985,0.687688,0.1329,0.092741,0.020808,-0.004062,-0.040946,0.998936,0.776231,-0.064968,0.037212,0.002954,0.016542,-0.019216,-0.999674,0.717116,-0.010649,0.964856,walk
859,3.579167,-0.07205,0.200913,0.040131,0.976131,0.698632,0.133711,0.090487,0.020649,-0.003768,-0.041073,0.998936,0.776239,-0.064964,0.037173,0.002709,0.016291,-0.018757,-0.999688,0.719621,-0.010777,0.964732,walk
860,3.583333,-0.067189,0.192298,0.037388,0.97832,0.709462,0.134626,0.088085,0.020661,-0.004047,-0.041026,0.998936,0.776238,-0.064939,0.037216,0.002593,0.015875,-0.018405,-0.999701,0.722174,-0.010879,0.964709,walk
861,3.5875,-0.067695,0.182062,0.03589,0.980297,0.720681,0.135404,0.085941,0.01988,-0.004509,-0.041008,0.998951,0.776173,-0.064924,0.037287,0.00234,0.015565,-0.017919,-0.999716,0.724718,-0.01105,0.964584,walk
862,3.591667,-0.066098,0.172388,0.033873,0.982225,0.731915,0.136205,0.083823,0.019175,-0.004502,-0.041148,0.998959,0.776172,-0.064892,0.03725,0.002304,0.015182,-0.017575,-0.999728,0.727251,-0.011148,0.964553,walk
863,3.595833,-0.064809,0.162557,0.031725,0.984057,0.743082,0.136925,0.081684,0.019068,-0.004217,-0.041277,0.998957,0.77617,-0.06489,0.03722,0.002088,0.014544,-0.017116,-0.999746,0.729767,-0.011312,0.964391,walk
864,3.6,-0.063248,0.153678,0.029746,0.985646,0.75427,0.137685,0.079561,0.018773,-0.003838,-0.041472,0.998956,0.776162,-0.064908,0.037169,0.002024,0.01441,-0.016751,-0.999754,0.732282,-0.011407,0.964316,walk
865,3.604167,-0.062654,0.143699,0.028083,0.987237,0.765548,0.13845,0.077663,0.01846,-0.003732,-0.041549,0.998959,0.776172,-0.064874,0.037153,0.001323,0.014136,-0.016345,-0.999766,0.734846,-0.011513,0.964239,walk
866,3.608333,-0.06081,0.13412,0.026297,0.988748,0.776869,0.139189,0.075751,0.018692,-0.003467,-0.041633,0.998952,0.776204,-0.064868,0.037128,0.001789,0.013363,-0.016089,-0.99978,0.73736,-0.011607,0.9641,walk
867,3.6125,-0.059115,0.123607,0.024636,0.990263,0.788243,0.139941,0.074025,0.017503,-0.002776,-0.041724,0.998972,0.776159,-0.064884,0.037046,0.001479,0.013199,-0.015695,-0.999789,0.739834,-0.011704,0.963964,walk
868,3.616667,-0.057285,0.114576,0.022826,0.991499,0.799457,0.140672,0.072262,0.017243,-0.002732,-0.041693,0.998978,0.776144,-0.064828,0.037019,0.001511,0.012835,-0.01527,-0.9998,0.742364,-0.011773,0.96384,walk
869,3.620833,-0.055529,0.105347,0.021124,0.992659,0.810692,0.141311,0.070664,0.017047,-0.002726,-0.041886,0.998973,0.776177,-0.064824,0.036991,0.001231,0.012295,-0.014955,-0.999812,0.744891,-0.011856,0.963672,walk
870,3.625,-0.051036,0.096347,0.019436,0.993849,0.82179,0.142049,0.06908,0.016642,-0.002601,-0.042024,0.998975,0.776193,-0.064809,0.036973,0.001319,0.012096,-0.014611,-0.999819,0.747371,-0.011895,0.963478,walk
871,3.629167,-0.048567,0.087622,0.017849,0.994809,0.832803,0.142706,0.067462,0.016301,-0.002484,-0.042152,0.998975,0.776193,-0.064795,0.036961,0.001256,0.012038,-0.014258,-0.999825,0.749921,-0.011933,0.963339,walk
872,3.633333,-0.059537,0.074385,0.020848,0.995232,0.845101,0.143263,0.06719,0.016341,-0.002867,-0.042359,0.998965,0.776208,-0.064798,0.036997,0.000912,0.011411,-0.013978,-0.999837,0.752448,-0.012032,0.963217,walk
873,3.6375,-0.062628,0.063706,0.021061,0.995779,0.856592,0.143847,0.066256,0.016382,-0.003493,-0.042208,0.998968,0.776145,-0.064734,0.037094,0.001212,0.011244,-0.013703,-0.999842,0.754916,-0.012038,0.963013,walk
874,3.641667,-0.058318,0.055905,0.019436,0.996542,0.867675,0.144356,0.0647,0.015544,-0.002279,-0.042492,0.998973,0.776212,-0.064746,0.036919,0.001191,0.010818,-0.013473,-0.99985,0.757449,-0.012083,0.96282,walk
875,3.645833,-0.053351,0.049217,0.018218,0.997196,0.878463,0.14477,0.063161,0.015253,-0.002157,-0.042612,0.998973,0.776212,-0.064732,0.036897,0.000888,0.010443,-0.013181,-0.999858,0.759989,-0.012109,0.96266,walk
876,3.65,-0.04722,0.042394,0.0166,0.997846,0.889171,0.144989,0.061588,0.014839,-0.001974,-0.042722,0.998975,0.776209,-0.06472,0.03687,0.001282,0.010471,-0.01286,-0.999862,0.762501,-0.012096,0.962462,walk
877,3.654167,-0.043657,0.034529,0.015969,0.998322,0.900068,0.145305,0.060551,0.014628,-0.00184,-0.042819,0.998974,0.776213,-0.064695,0.036836,0.001153,0.009815,-0.012762,-0.99987,0.765002,-0.012175,0.962283,walk
878,3.658333,-0.042019,0.026993,0.015335,0.998634,0.911081,0.145556,0.059672,0.014418,-0.001713,-0.042963,0.998971,0.776212,-0.064678,0.036816,0.001211,0.009737,-0.012651,-0.999872,0.767582,-0.012126,0.96207,walk
879,3.6625,-0.043676,0.021175,0.013546,0.99873,0.922308,0.146144,0.059514,0.014072,-0.001634,-0.043123,0.998969,0.776221,-0.064665,0.036805,0.001396,0.009048,-0.012315,-0.999882,0.770083,-0.012119,0.961826,walk
880,3.666667,-0.050619,0.005511,0.016982,0.998559,0.932919,0.145796,0.058946,0.013566,-0.001388,-0.043234,0.998972,0.776201,-0.064641,0.036771,0.001225,0.00873,-0.012237,-0.999886,0.772672,-0.01219,0.961685,walk
881,3.670833,-0.043887,0.002458,0.014156,0.998933,0.943856,0.14653,0.058509,0.013212,-0.001271,-0.0432,0.998978,0.776152,-0.064591,0.036753,0.001557,0.008549,-0.012039,-0.99989,0.775163,-0.012161,0.961403,walk
882,3.675,-0.04198,-0.002297,0.01309,0.99903,0.954692,0.146951,0.058407,0.01286,-0.001258,-0.043584,0.998966,0.776245,-0.064621,0.036741,0.001215,0.008107,-0.011841,-0.999896,0.777744,-0.012183,0.961182,walk
883,3.679167,-0.043254,-0.011073,0.013218,0.998915,0.965564,0.147198,0.058457,0.012821,-0.001642,-0.043886,0.998953,0.77624,-0.06462,0.03678,0.001444,0.007578,-0.01168,-0.999902,0.780327,-0.012145,0.960941,walk
884,3.683333,-0.048195,-0.021666,0.01444,0.998499,0.976546,0.147443,0.058832,0.012187,-0.000881,-0.043933,0.99896,0.776239,-0.064593,0.036683,0.002964,0.007753,-0.01144,-0.9999,0.782979,-0.012131,0.960609,walk
885,3.6875,-0.049388,-0.029689,0.014694,0.99823,0.987122,0.14755,0.059056,0.011803,-0.000678,-0.044073,0.998958,0.776243,-0.064574,0.03666,0.002959,0.006319,-0.011234,-0.999913,0.785537,-0.012098,0.960322,walk
886,3.691667,-0.050458,-0.03828,0.014775,0.997883,0.997672,0.147575,0.059402,0.011493,-0.000534,-0.044238,0.998955,0.776248,-0.064567,0.03663,0.003159,0.006139,-0.011106,-0.999915,0.788173,-0.012148,0.960191,walk
887,3.695833,-0.050944,-0.045475,0.014731,0.997557,1.007975,0.14763,0.059809,0.01107,-0.000395,-0.044393,0.998953,0.776259,-0.064554,0.036613,0.003572,0.005642,-0.010811,-0.999919,0.790776,-0.012012,0.959693,walk
888,3.7,-0.052871,-0.051281,0.013418,0.997194,1.017991,0.147701,0.060391,0.010682,-0.000195,-0.044549,0.99895,0.776268,-0.064543,0.036583,0.003919,0.005441,-0.0106,-0.999921,0.793342,-0.01197,0.959588,walk
889,3.704167,-0.053256,-0.061849,0.014368,0.99656,1.028273,0.147772,0.060965,0.010316,2.5e-05,-0.044711,0.998947,0.776282,-0.064539,0.036554,0.004837,0.005083,-0.010433,-0.999921,0.795961,-0.011873,0.959159,walk
890,3.708333,-0.052832,-0.069626,0.014336,0.99607,1.038338,0.147686,0.061597,0.009898,0.000182,-0.044857,0.998944,0.776298,-0.064534,0.036529,0.004702,0.005002,-0.010099,-0.999925,0.79863,-0.01185,0.958841,walk
891,3.7125,-0.052889,-0.077016,0.01462,0.995519,1.04816,0.14756,0.06238,0.009491,0.000462,-0.045102,0.998937,0.776285,-0.064521,0.036525,0.005004,0.004049,-0.00996,-0.99993,0.801278,-0.011761,0.958528,walk
892,3.716667,-0.053644,-0.084512,0.014454,0.994872,1.057992,0.147482,0.063282,0.008851,0.000656,-0.045236,0.998937,0.776277,-0.064509,0.036502,0.005271,0.003506,-0.00961,-0.999934,0.803915,-0.011614,0.958186,walk
893,3.720833,-0.054774,-0.091344,0.013936,0.994214,1.067595,0.147418,0.064349,0.00838,0.000854,-0.045409,0.998933,0.776298,-0.064515,0.036483,0.005783,0.002643,-0.00943,-0.999935,0.80659,-0.011555,0.957815,walk
894,3.725,-0.05551,-0.098154,0.012751,0.99354,1.077007,0.147428,0.065504,0.007996,0.001513,-0.045469,0.998933,0.776343,-0.064507,0.036421,0.006169,0.002183,-0.009131,-0.999937,0.80924,-0.011443,0.957519,walk
895,3.729167,-0.056243,-0.104378,0.011735,0.992877,1.086256,0.147396,0.066802,0.007739,0.001417,-0.04574,0.998922,0.776371,-0.064528,0.036445,0.006253,0.00149,-0.008921,-0.99994,0.811933,-0.011306,0.957153,walk
896,3.733333,-0.056716,-0.111691,0.011369,0.992058,1.095358,0.147276,0.068071,0.007219,0.00169,-0.045886,0.998919,0.776405,-0.064532,0.036406,0.006692,0.000805,-0.008427,-0.999942,0.81461,-0.011208,0.956821,walk
897,3.7375,-0.056979,-0.119181,0.011019,0.991175,1.104269,0.147192,0.069477,0.006833,0.001884,-0.045992,0.998917,0.776438,-0.064543,0.03638,0.006911,0.000407,-0.008108,-0.999943,0.817327,-0.01108,0.956441,walk
898,3.741667,-0.057882,-0.124231,0.009003,0.990523,1.112896,0.147204,0.07099,0.006436,0.00209,-0.046116,0.998913,0.776477,-0.064556,0.036367,0.007582,-0.000709,-0.007908,-0.99994,0.819995,-0.010902,0.956065,walk
899,3.745833,-0.058075,-0.129869,0.006994,0.989804,1.12133,0.147138,0.072548,0.006071,0.002312,-0.046279,0.998907,0.7765,-0.064555,0.036344,0.007758,-0.000554,-0.007449,-0.999942,0.822721,-0.010718,0.955645,walk
900,3.75,-0.058568,-0.135631,0.005505,0.989011,1.129606,0.147011,0.074146,0.005677,0.002565,-0.046436,0.998902,0.776541,-0.064556,0.036328,0.008456,-0.00106,-0.007122,-0.999938,0.825479,-0.010583,0.955238,walk
901,3.754167,-0.058392,-0.141189,0.00403,0.988251,1.137658,0.146859,0.075721,0.005342,0.00285,-0.046613,0.998895,0.776587,-0.06455,0.036325,0.008864,-0.001609,-0.00666,-0.999937,0.828197,-0.010406,0.954856,walk
902,3.758333,-0.058712,-0.146626,0.002747,0.987444,1.145491,0.146675,0.077264,0.004974,0.003058,-0.046791,0.998888,0.776625,-0.064542,0.036321,0.009608,-0.002119,-0.006374,-0.999931,0.830949,-0.010147,0.954311,walk
903,3.7625,-0.059424,-0.151169,0.001154,0.986719,1.153099,0.146478,0.078821,0.004619,0.003348,-0.047031,0.998877,0.776667,-0.064529,0.036316,0.009817,-0.002684,-0.006205,-0.999929,0.833705,-0.009925,0.953929,walk
904,3.766667,-0.059912,-0.156012,-0.000389,0.985937,1.160444,0.14627,0.080267,0.004258,0.003732,-0.047245,0.998867,0.776712,-0.064513,0.036309,0.010463,-0.003298,-0.005788,-0.999923,0.836432,-0.00977,0.953569,walk
905,3.770833,-0.061413,-0.160771,-0.00138,0.985078,1.167631,0.145941,0.081722,0.003957,0.004018,-0.047474,0.998857,0.776758,-0.064503,0.036319,0.011074,-0.003848,-0.005455,-0.999916,0.839207,-0.009574,0.953079,walk
906,3.775,-0.06257,-0.164578,-0.002465,0.984374,1.174538,0.145692,0.083096,0.003558,0.004336,-0.047676,0.998847,0.77681,-0.06449,0.036322,0.011906,-0.004154,-0.005127,-0.999907,0.841994,-0.009252,0.95251,walk
907,3.779167,-0.064654,-0.168458,-0.003547,0.98358,1.181196,0.145393,0.084365,0.003338,0.004704,-0.047924,0.998834,0.776865,-0.06448,0.036315,0.012158,-0.004636,-0.004776,-0.999904,0.844739,-0.008941,0.952032,walk
908,3.783333,-0.06676,-0.171842,-0.004469,0.98285,1.187672,0.145068,0.085563,0.003255,0.005221,-0.048212,0.998818,0.776913,-0.064465,0.036304,0.01242,-0.005365,-0.004398,-0.999899,0.847526,-0.008757,0.951703,walk
909,3.7875,-0.069624,-0.174766,-0.005198,0.982132,1.193926,0.144717,0.086697,0.00272,0.005548,-0.048464,0.998806,0.776968,-0.06444,0.03632,0.013058,-0.005735,-0.003961,-0.99989,0.850258,-0.008459,0.951242,walk
910,3.791667,-0.072076,-0.177414,-0.006265,0.981474,1.199829,0.144402,0.087657,0.002311,0.005949,-0.048723,0.998792,0.777036,-0.064419,0.036331,0.013444,-0.006115,-0.003652,-0.999884,0.853045,-0.008161,0.950833,walk
911,3.795833,-0.074849,-0.179905,-0.007214,0.980806,1.20559,0.144056,0.088574,0.002255,0.00664,-0.048996,0.998774,0.777099,-0.064381,0.036335,0.013564,-0.006582,-0.003268,-0.999881,0.855806,-0.007885,0.950407,walk
