Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.017269,0.008799,-0.416656,0.908858,0.027655,1.264771,0.05362,-0.020397,0.019725,-0.45407,0.890514,-0.195193,1.048969,0.051501,0.003744,-0.025657,0.386506,-0.921922,-0.073123,1.143271,0.976284,stand
1,0.004167,-0.017544,0.008881,-0.416669,0.908846,0.027674,1.264785,0.053624,-0.020354,0.01969,-0.454047,0.890527,-0.195199,1.048962,0.051498,0.003821,-0.025796,0.386317,-0.921997,-0.073405,1.142979,0.976289,stand
2,0.008333,-0.01762,0.008914,-0.416706,0.908827,0.027673,1.264801,0.053632,-0.020307,0.019593,-0.454004,0.890553,-0.195208,1.048965,0.051496,0.003843,-0.025907,0.386171,-0.922055,-0.073722,1.142669,0.97629,stand
3,0.0125,-0.01796,0.008942,-0.41671,0.908818,0.027692,1.264828,0.053639,-0.020247,0.019509,-0.45399,0.890563,-0.195213,1.048964,0.051496,0.003833,-0.025986,0.386112,-0.922078,-0.07402,1.142377,0.976286,stand
4,0.016667,-0.018155,0.008945,-0.41673,0.908805,0.027687,1.264839,0.053639,-0.020174,0.019523,-0.453957,0.890581,-0.195215,1.048969,0.051499,0.003661,-0.026191,0.386262,-0.92201,-0.074368,1.14208,0.976258,stand
5,0.020833,-0.018317,0.008945,-0.416692,0.908819,0.027682,1.264863,0.053645,-0.020149,0.019473,-0.453936,0.890594,-0.195227,1.04897,0.051501,0.003615,-0.026316,0.386104,-0.922073,-0.074728,1.141726,0.976278,stand
6,0.025,-0.018481,0.008932,-0.416668,0.908827,0.027689,1.264883,0.053643,-0.020172,0.019477,-0.453914,0.890604,-0.195232,1.048974,0.051504,0.003578,-0.026411,0.386095,-0.922074,-0.075033,1.141405,0.976276,stand
7,0.029167,-0.018736,0.008943,-0.416648,0.908831,0.027696,1.264905,0.05364,-0.020109,0.019367,-0.453896,0.890617,-0.195235,1.04898,0.051506,0.003641,-0.026437,0.38607,-0.922083,-0.075324,1.141078,0.976279,stand
8,0.033333,-0.018922,0.008949,-0.416625,0.908838,0.027694,1.264919,0.053642,-0.02006,0.019262,-0.453875,0.890631,-0.195248,1.048986,0.051513,0.003651,-0.026533,0.385935,-0.922137,-0.075626,1.140714,0.976284,stand
9,0.0375,-0.019158,0.008984,-0.416602,0.908843,0.027712,1.264932,0.053636,-0.019949,0.019185,-0.453851,0.890648,-0.195257,1.04899,0.051519,0.003666,-0.026489,0.385811,-0.92219,-0.075956,1.14033,0.9763,stand
10,0.041667,-0.019324,0.009044,-0.416577,0.90885,0.027714,1.26494,0.053643,-0.019925,0.019155,-0.453811,0.890669,-0.195272,1.048996,0.051523,0.003749,-0.026476,0.385778,-0.922204,-0.076257,1.139971,0.976289,stand
11,0.045833,-0.019441,0.008986,-0.416569,0.908852,0.027722,1.264952,0.053647,-0.019811,0.019062,-0.453777,0.890691,-0.195285,1.048998,0.051523,0.003763,-0.026569,0.385616,-0.922269,-0.076588,1.139576,0.976261,stand
12,0.05,-0.019587,0.009083,-0.416562,0.908851,0.02773,1.264964,0.053649,-0.019733,0.018965,-0.453757,0.890705,-0.1953,1.048999,0.05153,0.003772,-0.026566,0.385421,-0.922351,-0.076974,1.139163,0.97626,stand
13,0.054167,-0.019621,0.009116,-0.416526,0.908866,0.027739,1.264978,0.053656,-0.019688,0.018922,-0.453717,0.890727,-0.195317,1.049006,0.051535,0.003889,-0.026574,0.385343,-0.922382,-0.077299,1.138776,0.976232,walk
14,0.058333,-0.019744,0.009193,-0.416536,0.908859,0.027749,1.264987,0.053655,-0.019543,0.018751,-0.453711,0.890737,-0.195333,1.049009,0.051535,0.003989,-0.026623,0.385097,-0.922483,-0.077629,1.138372,0.976214,walk
15,0.0625,-0.019885,0.009257,-0.416533,0.908856,0.027757,1.265003,0.053658,-0.019455,0.018664,-0.453683,0.890755,-0.195354,1.04901,0.051537,0.004083,-0.02674,0.384907,-0.922559,-0.077966,1.137964,0.976202,walk
16,0.066667,-0.020038,0.009321,-0.416535,0.908851,0.02777,1.265014,0.053656,-0.019378,0.018662,-0.453663,0.890767,-0.195376,1.049009,0.051537,0.004181,-0.026745,0.384822,-0.922594,-0.078286,1.137546,0.976192,walk
17,0.070833,-0.020197,0.00937,-0.416527,0.908851,0.027774,1.265025,0.053659,-0.019213,0.018562,-0.453646,0.890781,-0.195391,1.049019,0.051552,0.004244,-0.026848,0.38466,-0.922658,-0.078643,1.137109,0.97617,walk
18,0.075,-0.020243,0.009587,-0.416542,0.908841,0.027842,1.264974,0.053681,-0.019183,0.018545,-0.453621,0.890795,-0.195416,1.049013,0.051553,0.004282,-0.02695,0.384495,-0.922724,-0.078988,1.13668,0.976164,walk
19,0.079167,-0.020824,0.009742,-0.416595,0.908802,0.027874,1.26496,0.053727,-0.019073,0.018392,-0.453627,0.890797,-0.195419,1.049018,0.051567,0.004308,-0.027116,0.384338,-0.922784,-0.079367,1.136222,0.976135,walk
20,0.083333,-0.02058,0.009744,-0.416556,0.908825,0.027866,1.264992,0.053686,-0.019069,0.018423,-0.453583,0.890819,-0.19543,1.049024,0.051573,0.004339,-0.027226,0.384194,-0.922841,-0.079736,1.135769,0.976137,walk
21,0.0875,-0.020719,0.00981,-0.41651,0.908842,0.027881,1.265012,0.053681,-0.018961,0.018383,-0.453591,0.890818,-0.19543,1.049006,0.051574,0.004405,-0.027305,0.384127,-0.922866,-0.080085,1.135326,0.976121,walk
22,0.091667,-0.02088,0.009853,-0.416509,0.908838,0.027893,1.265027,0.05369,-0.018889,0.018334,-0.453576,0.890829,-0.195421,1.048994,0.051579,0.003964,-0.02742,0.384146,-0.922857,-0.08053,1.134871,0.976085,walk
23,0.095833,-0.021856,0.009944,-0.416444,0.908844,0.027947,1.265035,0.05373,-0.018865,0.018271,-0.453567,0.890835,-0.195414,1.04898,0.051583,0.004002,-0.027514,0.384033,-0.922901,-0.080915,1.134391,0.976076,walk
24,0.1,-0.022209,0.009982,-0.416388,0.908861,0.02796,1.265045,0.053744,-0.018905,0.018367,-0.453539,0.890847,-0.195409,1.048974,0.051584,0.004019,-0.027651,0.383914,-0.922946,-0.081307,1.133892,0.976054,walk
25,0.104167,-0.022272,0.010038,-0.41635,0.908876,0.027963,1.26506,0.053743,-0.018818,0.018395,-0.453546,0.890844,-0.195397,1.048964,0.051589,0.004136,-0.027818,0.383828,-0.922976,-0.081706,1.133389,0.976042,walk
26,0.108333,-0.022539,0.010054,-0.41631,0.908888,0.02798,1.265071,0.053743,-0.018733,0.018336,-0.453564,0.890838,-0.195394,1.048947,0.05159,0.004196,-0.027877,0.383739,-0.923011,-0.082074,1.132892,0.976016,walk
27,0.1125,-0.022772,0.010104,-0.416262,0.908903,0.027996,1.265091,0.05374,-0.018751,0.018385,-0.453554,0.890842,-0.195393,1.048938,0.051586,0.004049,-0.028102,0.383724,-0.923011,-0.082417,1.132385,0.975997,walk
28,0.116667,-0.02299,0.010095,-0.416205,0.908924,0.028015,1.265105,0.053748,-0.018762,0.018403,-0.453545,0.890846,-0.195391,1.048928,0.051582,0.004142,-0.028092,0.383581,-0.923071,-0.082784,1.131848,0.975976,walk
