Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.008101,-0.015943,0.671295,0.740974,-0.402338,-1.678565,-0.007925,-0.027046,-0.027905,0.625834,0.778988,-0.109763,-1.696896,-0.003494,0.016767,0.01949,-0.686593,-0.726587,-0.264243,-1.684889,0.916712,stand
1,0.004167,-0.008065,-0.015948,0.671303,0.740967,-0.402345,-1.678561,-0.007926,-0.026947,-0.027878,0.625821,0.779003,-0.109766,-1.696899,-0.003489,0.016813,0.019479,-0.686656,-0.726527,-0.264164,-1.68491,0.916709,stand
2,0.008333,-0.008091,-0.015941,0.671318,0.740954,-0.402348,-1.678565,-0.007927,-0.02693,-0.02783,0.625847,0.778984,-0.109765,-1.696904,-0.00349,0.016854,0.019414,-0.68673,-0.726458,-0.264082,-1.684944,0.916716,stand
3,0.0125,-0.008167,-0.016022,0.671332,0.740938,-0.402354,-1.678572,-0.007923,-0.026957,-0.02783,0.625859,0.778973,-0.109761,-1.696899,-0.003485,0.016895,0.019323,-0.686803,-0.726391,-0.26401,-1.684987,0.916723,stand
4,0.016667,-0.00816,-0.016032,0.671309,0.740959,-0.402364,-1.678566,-0.007917,-0.026902,-0.027814,0.625882,0.778957,-0.109763,-1.696897,-0.003491,0.01693,0.019257,-0.68687,-0.726328,-0.263929,-1.68502,0.916735,stand
5,0.020833,-0.008147,-0.016111,0.671316,0.740951,-0.402366,-1.67856,-0.007923,-0.026881,-0.027825,0.625882,0.778958,-0.109762,-1.696901,-0.0035,0.016992,0.019199,-0.68696,-0.726242,-0.263856,-1.685055,0.91674,stand
6,0.025,-0.008207,-0.016123,0.671337,0.740932,-0.402365,-1.678557,-0.007929,-0.026896,-0.027816,0.625874,0.778964,-0.109759,-1.696903,-0.003497,0.017043,0.01914,-0.687041,-0.726166,-0.263779,-1.685096,0.916747,stand
7,0.029167,-0.008253,-0.016191,0.671349,0.740918,-0.402374,-1.67856,-0.007926,-0.026837,-0.027776,0.6259,0.778947,-0.109752,-1.696902,-0.003491,0.017093,0.019082,-0.687112,-0.7261,-0.263695,-1.685122,0.916756,stand
8,0.033333,-0.008229,-0.01618,0.67134,0.740928,-0.402379,-1.678565,-0.007931,-0.026831,-0.02779,0.625906,0.778942,-0.109755,-1.696898,-0.003495,0.017146,0.018983,-0.687204,-0.726014,-0.263607,-1.685152,0.916772,stand
9,0.0375,-0.00835,-0.01636,0.671335,0.740927,-0.402393,-1.678568,-0.007939,-0.026805,-0.027789,0.625939,0.778916,-0.109756,-1.696903,-0.00349,0.01723,0.018974,-0.687319,-0.725903,-0.263533,-1.685189,0.91677,stand
