Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.022603,-8.1e-05,-0.009945,0.999695,1.019864,0.116202,0.034371,-0.034781,0.00814,-0.088597,0.995427,1.045891,-0.206276,0.032055,0.02048,0.007391,0.028258,-0.999364,1.040507,-0.034114,0.956931,stand
1,0.004167,-0.0225,-6.4e-05,-0.009955,0.999697,1.019861,0.116201,0.034364,-0.03472,0.008112,-0.088602,0.995429,1.045893,-0.206276,0.032051,0.020497,0.007371,0.028262,-0.999363,1.040546,-0.034102,0.956921,stand
2,0.008333,-0.022466,-2.2e-05,-0.009971,0.999698,1.019856,0.1162,0.034362,-0.03472,0.008125,-0.08861,0.995428,1.045889,-0.206278,0.032052,0.020457,0.007362,0.028226,-0.999365,1.040585,-0.03409,0.956927,stand
3,0.0125,-0.022476,-9e-06,-0.009992,0.999697,1.019859,0.116203,0.034362,-0.034702,0.008116,-0.088628,0.995427,1.045895,-0.206277,0.032056,0.020497,0.007305,0.028203,-0.999365,1.040622,-0.03407,0.956911,stand
4,0.016667,-0.022486,-2.1e-05,-0.009998,0.999697,1.019861,0.116197,0.034361,-0.034715,0.008117,-0.088587,0.99543,1.045893,-0.206277,0.032058,0.020505,0.007266,0.028183,-0.999366,1.040667,-0.034056,0.956895,stand
5,0.020833,-0.022484,-1e-06,-0.009965,0.999698,1.019863,0.116202,0.034361,-0.034728,0.008095,-0.088585,0.99543,1.045894,-0.206279,0.032058,0.020496,0.007224,0.028202,-0.999366,1.040691,-0.03405,0.956889,stand
6,0.025,-0.022551,1.2e-05,-0.009989,0.999696,1.019861,0.116203,0.034357,-0.034756,0.008119,-0.088596,0.995428,1.045896,-0.206283,0.032051,0.020441,0.007296,0.028257,-0.999365,1.040749,-0.034052,0.9569,stand
7,0.029167,-0.022437,2e-05,-0.010006,0.999698,1.019862,0.116203,0.034359,-0.034759,0.008132,-0.088596,0.995428,1.045897,-0.206283,0.03205,0.020424,0.00732,0.028284,-0.999364,1.04079,-0.034052,0.956893,stand
8,0.033333,-0.022407,1.9e-05,-0.009987,0.999699,1.019867,0.116199,0.034357,-0.034727,0.008133,-0.088602,0.995428,1.045899,-0.206279,0.032054,0.020476,0.007298,0.028292,-0.999363,1.040818,-0.034047,0.956892,stand
9,0.0375,-0.022447,-4e-06,-0.009976,0.999698,1.019874,0.116193,0.03436,-0.034715,0.008127,-0.088605,0.995429,1.045899,-0.20628,0.032053,0.020502,0.007273,0.028309,-0.999363,1.040852,-0.034028,0.956886,stand
10,0.041667,-0.02247,-1.8e-05,-0.009951,0.999698,1.019876,0.116188,0.034354,-0.034735,0.008105,-0.088604,0.995428,1.0459,-0.206279,0.032053,0.020459,0.007248,0.028301,-0.999364,1.040888,-0.034022,0.956881,stand
11,0.045833,-0.022449,2.3e-05,-0.009955,0.999698,1.019874,0.116191,0.034357,-0.034702,0.008097,-0.088626,0.995427,1.045896,-0.206278,0.032051,0.020463,0.007273,0.028336,-0.999363,1.040922,-0.034004,0.956882,stand
12,0.05,-0.022437,3e-05,-0.009948,0.999699,1.019873,0.116198,0.03436,-0.034708,0.008094,-0.088625,0.995427,1.045896,-0.206278,0.032049,0.020487,0.00736,0.028226,-0.999365,1.040992,-0.03397,0.95689,stand
13,0.054167,-0.022398,4.4e-05,-0.009989,0.999699,1.019866,0.116201,0.034355,-0.034753,0.008108,-0.088616,0.995426,1.045898,-0.20628,0.032049,0.020461,0.007422,0.028214,-0.999365,1.041027,-0.033939,0.956892,stand
14,0.058333,-0.022349,5.2e-05,-0.010016,0.9997,1.019865,0.116204,0.034352,-0.03477,0.008104,-0.088614,0.995426,1.045897,-0.206282,0.032048,0.020432,0.007417,0.028224,-0.999365,1.041053,-0.03392,0.956897,stand
15,0.0625,-0.022319,0.000105,-0.010041,0.999701,1.019858,0.116211,0.034351,-0.034728,0.008119,-0.08861,0.995428,1.045896,-0.206278,0.03205,0.020443,0.00738,0.028252,-0.999365,1.041073,-0.033905,0.956894,stand
16,0.066667,-0.022338,0.000128,-0.010045,0.9997,1.019861,0.116212,0.03435,-0.034727,0.008122,-0.088643,0.995425,1.045894,-0.206276,0.032048,0.02047,0.007374,0.028267,-0.999364,1.041105,-0.033886,0.956888,stand
17,0.070833,-0.022397,8.1e-05,-0.010018,0.999699,1.019861,0.116209,0.034353,-0.034729,0.008116,-0.088627,0.995426,1.045895,-0.206276,0.032042,0.020458,0.007345,0.028293,-0.999363,1.041129,-0.03387,0.956894,stand
18,0.075,-0.02241,3.2e-05,-0.009973,0.999699,1.019866,0.116204,0.034355,-0.034699,0.008096,-0.088658,0.995425,1.045887,-0.206274,0.032046,0.020458,0.007318,0.028332,-0.999362,1.041149,-0.033851,0.956888,stand
19,0.079167,-0.022447,-1.3e-05,-0.009921,0.999699,1.01987,0.116198,0.034352,-0.034692,0.008122,-0.088658,0.995425,1.045884,-0.206273,0.032044,0.020484,0.007291,0.028344,-0.999362,1.04117,-0.033838,0.956889,stand
20,0.083333,-0.022517,-4.6e-05,-0.009913,0.999697,1.019873,0.116194,0.034347,-0.03468,0.00813,-0.088679,0.995423,1.045884,-0.206275,0.032043,0.020467,0.007301,0.028375,-0.999361,1.041205,-0.033827,0.95689,stand
21,0.0875,-0.022506,-7.3e-05,-0.009886,0.999698,1.019874,0.116186,0.034348,-0.034709,0.008167,-0.088681,0.995422,1.045882,-0.206272,0.032043,0.020483,0.007279,0.028409,-0.99936,1.041226,-0.033805,0.956894,stand
22,0.091667,-0.022551,-6.9e-05,-0.009878,0.999697,1.019878,0.116186,0.034349,-0.034712,0.008171,-0.088665,0.995423,1.045882,-0.206275,0.03204,0.020493,0.007264,0.028421,-0.99936,1.041257,-0.033789,0.956891,stand
23,0.095833,-0.022463,7e-06,-0.009891,0.999699,1.019876,0.11619,0.034344,-0.034704,0.008156,-0.088661,0.995424,1.045889,-0.206272,0.032044,0.020471,0.007259,0.028451,-0.999359,1.041287,-0.033769,0.956893,stand
24,0.1,-0.022441,2.5e-05,-0.009908,0.999699,1.019872,0.116189,0.034347,-0.034684,0.008153,-0.088649,0.995426,1.045886,-0.20627,0.032042,0.020474,0.007236,0.028464,-0.999359,1.041309,-0.033758,0.956892,stand
25,0.104167,-0.022453,3e-05,-0.009916,0.999699,1.019873,0.116193,0.034352,-0.034672,0.008152,-0.088692,0.995422,1.045886,-0.206266,0.03205,0.020399,0.007157,0.028449,-0.999361,1.041331,-0.033744,0.956879,stand
26,0.108333,-0.022437,3.4e-05,-0.009942,0.999699,1.019879,0.116194,0.034352,-0.034659,0.008148,-0.088696,0.995422,1.045889,-0.206273,0.032045,0.020434,0.007177,0.028453,-0.999361,1.041354,-0.033719,0.956878,stand
27,0.1125,-0.022419,4.7e-05,-0.009922,0.999699,1.019875,0.116191,0.034349,-0.034683,0.00813,-0.088679,0.995423,1.045891,-0.20627,0.032041,0.020451,0.00716,0.028486,-0.999359,1.041378,-0.033704,0.956885,stand
28,0.116667,-0.022409,3.6e-05,-0.009896,0.9997,1.019877,0.116191,0.034347,-0.034721,0.008136,-0.088682,0.995421,1.045894,-0.206272,0.032045,0.020459,0.007149,0.028502,-0.999359,1.041386,-0.033688,0.956879,stand
29,0.120833,-0.022403,4.3e-05,-0.009893,0.9997,1.019879,0.11619,0.034346,-0.034701,0.008146,-0.088689,0.995421,1.045892,-0.206265,0.032047,0.020424,0.007148,0.028505,-0.999359,1.041413,-0.033672,0.956888,stand
30,0.125,-0.022424,2.7e-05,-0.009854,0.9997,1.019881,0.116184,0.034344,-0.034698,0.008125,-0.088687,0.995422,1.045895,-0.206269,0.032048,0.020413,0.007137,0.028544,-0.999359,1.041441,-0.03365,0.956885,stand
31,0.129167,-0.022373,3.1e-05,-0.009892,0.999701,1.019881,0.116183,0.034343,-0.034675,0.008113,-0.088691,0.995422,1.045898,-0.206266,0.032052,0.020447,0.007128,0.028553,-0.999358,1.041456,-0.033639,0.956883,stand
32,0.133333,-0.022397,3.8e-05,-0.009881,0.9997,1.019876,0.116187,0.034349,-0.034739,0.008151,-0.08869,0.99542,1.045891,-0.206269,0.03205,0.020444,0.007104,0.028569,-0.999358,1.041487,-0.033622,0.95688,stand
33,0.1375,-0.022495,2.1e-05,-0.009866,0.999698,1.01988,0.116184,0.034355,-0.034691,0.008121,-0.088678,0.995423,1.045895,-0.206264,0.03205,0.020445,0.007094,0.028556,-0.999358,1.041527,-0.033611,0.956877,stand
34,0.141667,-0.022499,2.2e-05,-0.009901,0.999698,1.019875,0.116187,0.034355,-0.034747,0.008115,-0.08869,0.99542,1.045896,-0.206263,0.032056,0.020429,0.007061,0.028549,-0.999359,1.041555,-0.033603,0.956873,stand
35,0.145833,-0.022445,6e-05,-0.009896,0.999699,1.019871,0.116189,0.034355,-0.034753,0.00811,-0.088677,0.995421,1.0459,-0.206261,0.032054,0.020396,0.007121,0.028525,-0.99936,1.041584,-0.033582,0.956876,stand
36,0.15,-0.022417,5.4e-05,-0.009903,0.9997,1.019878,0.116189,0.034348,-0.034745,0.008111,-0.088697,0.995419,1.045901,-0.206261,0.032054,0.020345,0.007135,0.028504,-0.999361,1.041616,-0.033572,0.956881,stand
37,0.154167,-0.022422,7.8e-05,-0.009925,0.999699,1.019873,0.11619,0.034348,-0.034754,0.008126,-0.088677,0.995421,1.045898,-0.20626,0.032059,0.020378,0.007083,0.028518,-0.999361,1.041631,-0.033563,0.956868,stand
38,0.158333,-0.022373,8.2e-05,-0.009915,0.999701,1.019875,0.116194,0.034351,-0.034826,0.008137,-0.088676,0.995418,1.045899,-0.206261,0.032064,0.020355,0.007089,0.028523,-0.999361,1.041658,-0.033554,0.956878,stand
39,0.1625,-0.022451,6.5e-05,-0.009909,0.999699,1.019876,0.116195,0.034359,-0.034799,0.008129,-0.088694,0.995418,1.045901,-0.20626,0.03206,0.020338,0.007058,0.028517,-0.999361,1.041695,-0.033546,0.956868,stand
40,0.166667,-0.022466,9.9e-05,-0.009918,0.999698,1.019874,0.116195,0.034353,-0.034841,0.008139,-0.088665,0.995419,1.045899,-0.206257,0.032063,0.020372,0.007064,0.028521,-0.999361,1.041726,-0.033537,0.95685,stand
41,0.170833,-0.022436,9.4e-05,-0.009862,0.9997,1.019878,0.116192,0.034349,-0.0349,0.008152,-0.088673,0.995416,1.045902,-0.206256,0.032062,0.0204,0.007042,0.028558,-0.999359,1.041726,-0.033513,0.956854,stand
42,0.175,-0.022494,3.1e-05,-0.009837,0.999699,1.019886,0.116189,0.034349,-0.034891,0.008132,-0.088672,0.995416,1.045897,-0.206256,0.032067,0.020389,0.007038,0.028532,-0.99936,1.041771,-0.033516,0.956847,stand
43,0.179167,-0.022514,3.6e-05,-0.009833,0.999698,1.019883,0.11619,0.03435,-0.034924,0.008147,-0.08865,0.995417,1.045907,-0.206254,0.032063,0.02033,0.007023,0.02851,-0.999362,1.041787,-0.033502,0.956853,stand
