Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.010484,-0.003285,-0.001845,0.999938,-0.667947,-0.622414,0.009694,-0.023581,-0.000298,-0.141692,0.98963,-0.688422,-0.96171,0.006564,0.004492,0.005665,0.018409,-0.999804,-0.669818,-0.779935,0.92919,stand
1,0.004167,-0.010552,-0.003284,-0.001889,0.999937,-0.667956,-0.622415,0.009696,-0.023565,-0.000258,-0.141673,0.989633,-0.688425,-0.96171,0.006566,0.004643,0.005543,0.018548,-0.999802,-0.66984,-0.779914,0.929208,stand
2,0.008333,-0.010504,-0.003303,-0.001881,0.999938,-0.667955,-0.622419,0.009696,-0.02358,-0.000282,-0.141681,0.989631,-0.688424,-0.961709,0.006563,0.004705,0.005495,0.018504,-0.999803,-0.669824,-0.779919,0.92922,stand
3,0.0125,-0.010553,-0.003318,-0.001855,0.999937,-0.667956,-0.622414,0.009704,-0.023555,-0.000272,-0.141668,0.989634,-0.688417,-0.961707,0.006563,0.004762,0.005381,0.018458,-0.999804,-0.669812,-0.779924,0.929229,stand
4,0.016667,-0.010537,-0.003332,-0.001865,0.999937,-0.667961,-0.622413,0.009699,-0.023592,-0.000288,-0.141669,0.989633,-0.688419,-0.961706,0.006568,0.004801,0.005342,0.018414,-0.999805,-0.669801,-0.779927,0.929247,stand
5,0.020833,-0.010591,-0.003374,-0.001855,0.999937,-0.667953,-0.622424,0.009704,-0.023591,-0.000252,-0.141649,0.989636,-0.688419,-0.961703,0.006566,0.00479,0.005304,0.018396,-0.999805,-0.669792,-0.77993,0.929247,stand
6,0.025,-0.010512,-0.003294,-0.001829,0.999938,-0.66795,-0.622421,0.009696,-0.023596,-0.000269,-0.141663,0.989634,-0.68842,-0.961705,0.006574,0.004478,0.005572,0.018279,-0.999807,-0.669782,-0.779958,0.929202,stand
7,0.029167,-0.010493,-0.003349,-0.001849,0.999938,-0.667945,-0.62242,0.009699,-0.023622,-0.000279,-0.141676,0.989631,-0.688417,-0.961708,0.006567,0.004575,0.005584,0.018463,-0.999803,-0.669822,-0.779932,0.929212,stand
8,0.033333,-0.010497,-0.003322,-0.001857,0.999938,-0.667946,-0.622425,0.0097,-0.023647,-0.000259,-0.141671,0.989631,-0.688415,-0.961708,0.006571,0.004554,0.005561,0.018427,-0.999804,-0.669819,-0.779934,0.929193,stand
9,0.0375,-0.010578,-0.003325,-0.00183,0.999937,-0.667951,-0.622422,0.009702,-0.023628,-0.000281,-0.141664,0.989633,-0.688409,-0.961705,0.006568,0.00466,0.005529,0.018351,-0.999806,-0.669812,-0.779945,0.929212,stand
10,0.041667,-0.010598,-0.003348,-0.001843,0.999937,-0.667957,-0.622427,0.009699,-0.023601,-0.000295,-0.141646,0.989636,-0.688409,-0.961708,0.006567,0.00476,0.005418,0.018299,-0.999807,-0.669785,-0.77995,0.929223,stand
11,0.045833,-0.010529,-0.003309,-0.001817,0.999937,-0.667948,-0.622425,0.0097,-0.023599,-0.000248,-0.141633,0.989638,-0.688407,-0.961702,0.006571,0.004787,0.005346,0.018223,-0.999808,-0.669766,-0.779954,0.929232,stand
12,0.05,-0.01048,-0.003285,-0.001855,0.999938,-0.667953,-0.622425,0.009701,-0.023623,-0.000269,-0.141655,0.989634,-0.688408,-0.961709,0.006571,0.004794,0.005344,0.018191,-0.999809,-0.66976,-0.779952,0.929238,stand
13,0.054167,-0.010459,-0.003294,-0.001819,0.999938,-0.66795,-0.622427,0.009697,-0.023652,-0.000257,-0.141647,0.989635,-0.688408,-0.96171,0.006569,0.004782,0.005344,0.018196,-0.999809,-0.669753,-0.779956,0.929242,stand
14,0.058333,-0.010489,-0.003336,-0.001827,0.999938,-0.667948,-0.622424,0.0097,-0.023616,-0.000262,-0.141652,0.989635,-0.688412,-0.961707,0.006569,0.004446,0.005584,0.018071,-0.999811,-0.669745,-0.779987,0.929198,stand
15,0.0625,-0.01052,-0.003303,-0.001838,0.999938,-0.66795,-0.622433,0.009701,-0.023626,-0.000261,-0.141638,0.989636,-0.688403,-0.961706,0.006567,0.00458,0.005619,0.018261,-0.999807,-0.669777,-0.779954,0.929201,stand
16,0.066667,-0.010465,-0.003267,-0.001845,0.999938,-0.667951,-0.622429,0.009692,-0.023583,-0.000288,-0.141618,0.98964,-0.688399,-0.961702,0.006572,0.004261,0.005811,0.018046,-0.999811,-0.66975,-0.779995,0.929136,stand
17,0.070833,-0.010449,-0.00331,-0.001838,0.999938,-0.667949,-0.622428,0.009693,-0.023613,-0.000253,-0.141637,0.989637,-0.688402,-0.961702,0.006571,0.004291,0.005898,0.018004,-0.999811,-0.669762,-0.779998,0.929134,stand
18,0.075,-0.010471,-0.003305,-0.001857,0.999938,-0.667948,-0.622425,0.009698,-0.023625,-0.000256,-0.141641,0.989636,-0.688406,-0.961705,0.006571,0.004417,0.005889,0.017935,-0.999812,-0.669732,-0.78,0.929128,stand
19,0.079167,-0.010519,-0.003312,-0.001865,0.999938,-0.667944,-0.622424,0.0097,-0.023693,-0.00024,-0.141666,0.989631,-0.688403,-0.961707,0.00657,0.004533,0.005736,0.017814,-0.999815,-0.669704,-0.78,0.929144,stand
20,0.083333,-0.01051,-0.003337,-0.001833,0.999938,-0.667943,-0.622426,0.0097,-0.023653,-0.000192,-0.141657,0.989633,-0.688404,-0.961706,0.006568,0.004691,0.00554,0.017746,-0.999816,-0.66966,-0.78001,0.929157,stand
21,0.0875,-0.01045,-0.003298,-0.001833,0.999938,-0.667953,-0.622426,0.009701,-0.023651,-0.000202,-0.141646,0.989635,-0.688408,-0.961707,0.006573,0.004714,0.005447,0.017708,-0.999817,-0.669627,-0.780014,0.929177,stand
22,0.091667,-0.010443,-0.003299,-0.001817,0.999938,-0.66794,-0.622428,0.009696,-0.023589,-0.000233,-0.14165,0.989636,-0.688401,-0.961708,0.006563,0.004668,0.005403,0.017701,-0.999818,-0.66961,-0.780017,0.929178,stand
23,0.095833,-0.010414,-0.003264,-0.00182,0.999939,-0.667949,-0.622427,0.009694,-0.02362,-0.000236,-0.141654,0.989634,-0.688401,-0.961705,0.006568,0.004637,0.005364,0.017678,-0.999819,-0.669605,-0.780025,0.929187,stand
24,0.1,-0.010443,-0.003271,-0.001826,0.999938,-0.667947,-0.622426,0.009694,-0.023607,-0.000268,-0.141659,0.989634,-0.688406,-0.961705,0.00657,0.004586,0.00534,0.017675,-0.999819,-0.669605,-0.780027,0.929196,stand
25,0.104167,-0.010424,-0.003294,-0.001824,0.999939,-0.667943,-0.622418,0.009698,-0.023599,-0.000264,-0.141631,0.989638,-0.688405,-0.961706,0.006572,0.004588,0.005359,0.017679,-0.999819,-0.669599,-0.780023,0.929194,stand
26,0.108333,-0.010499,-0.003315,-0.001831,0.999938,-0.66795,-0.622425,0.009698,-0.023607,-0.00023,-0.141617,0.98964,-0.688406,-0.961705,0.006565,0.004595,0.005369,0.01766,-0.999819,-0.669595,-0.780033,0.929195,stand
