Frame,Time (Seconds),LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.005825,-0.03442,0.970367,0.239101,1.803428,-1.368594,0.003329,-0.006151,-0.023638,0.939588,0.341436,1.939332,-1.153323,0.008596,0.045468,0.019974,-0.936105,-0.348197,1.853037,-1.268362,0.925083,stand
1,0.004167,-0.005777,-0.034595,0.970341,0.239183,1.803444,-1.368602,0.003332,-0.006146,-0.023622,0.939598,0.341409,1.939334,-1.153322,0.008586,0.045823,0.019587,-0.936225,-0.34785,1.852946,-1.268664,0.925112,stand
2,0.008333,-0.005703,-0.034763,0.97032,0.239246,1.803452,-1.368609,0.003341,-0.006144,-0.023652,0.939614,0.341362,1.939341,-1.153323,0.008577,0.046223,0.019365,-0.936301,-0.347604,1.852805,-1.268984,0.925135,stand
3,0.0125,-0.005568,-0.034946,0.970308,0.239272,1.803465,-1.368619,0.003344,-0.006129,-0.023748,0.939652,0.341252,1.939354,-1.153334,0.008578,0.046341,0.019355,-0.936371,-0.347401,1.852649,-1.269342,0.925156,stand
4,0.016667,-0.005583,-0.034866,0.970298,0.239321,1.803482,-1.368618,0.003353,-0.006192,-0.023768,0.939659,0.341229,1.939366,-1.153332,0.008578,0.046723,0.019272,-0.936548,-0.346876,1.852543,-1.269611,0.925191,stand
5,0.020833,-0.0055,-0.035071,0.970276,0.239382,1.803494,-1.368629,0.003357,-0.006165,-0.023744,0.939691,0.341145,1.939365,-1.153332,0.008582,0.047135,0.018902,-0.936711,-0.3464,1.852412,-1.269875,0.925232,stand
6,0.025,-0.005459,-0.035222,0.970249,0.239472,1.803489,-1.368641,0.003358,-0.006138,-0.02385,0.939714,0.341075,1.939377,-1.153332,0.008578,0.04729,0.01879,-0.936801,-0.346142,1.852269,-1.270239,0.925249,stand
7,0.029167,-0.005382,-0.035147,0.970245,0.239499,1.803506,-1.368635,0.003351,-0.006162,-0.023873,0.939731,0.341024,1.939373,-1.153333,0.008575,0.047561,0.018698,-0.936889,-0.345871,1.852124,-1.270594,0.925268,stand
8,0.033333,-0.005443,-0.035193,0.970224,0.239577,1.803526,-1.368637,0.003362,-0.00608,-0.023806,0.939771,0.340921,1.93938,-1.153328,0.008563,0.048397,0.022084,-0.936676,-0.346133,1.851711,-1.270954,0.924756,stand
9,0.0375,-0.005417,-0.035274,0.970219,0.239587,1.803533,-1.368643,0.003353,-0.006022,-0.023859,0.93979,0.340867,1.939384,-1.153321,0.008569,0.048524,0.022247,-0.936642,-0.346197,1.85151,-1.271292,0.924679,stand
10,0.041667,-0.005414,-0.035382,0.970197,0.239659,1.803529,-1.368652,0.003355,-0.006081,-0.023875,0.939801,0.340832,1.939381,-1.153328,0.008569,0.048521,0.022556,-0.936706,-0.346003,1.851349,-1.271583,0.924612,stand
11,0.045833,-0.005362,-0.035428,0.970184,0.239709,1.803514,-1.368656,0.003341,-0.006062,-0.023775,0.939795,0.340858,1.939379,-1.15332,0.008569,0.048455,0.022932,-0.936779,-0.34579,1.851151,-1.271857,0.924564,stand
12,0.05,-0.005415,-0.035435,0.97018,0.239719,1.803506,-1.36866,0.003346,-0.005971,-0.023776,0.93984,0.340734,1.93938,-1.153315,0.008575,0.048259,0.023408,-0.936836,-0.345632,1.850923,-1.272181,0.924503,stand
13,0.054167,-0.005392,-0.0354,0.970173,0.239756,1.803505,-1.368656,0.003346,-0.006066,-0.023823,0.939833,0.34075,1.939376,-1.153321,0.008588,0.048159,0.019731,-0.937129,-0.345082,1.850858,-1.272304,0.924929,jog
