frame_id,timestamp,gait_type,root_position_x,root_position_y,root_position_z,root_orientation_x,root_orientation_y,root_orientation_z,root_linear_velocity_x,root_linear_velocity_y,root_linear_velocity_z,root_angular_velocity_x,root_angular_velocity_y,root_angular_velocity_z,left_linear_velocity_x,left_linear_velocity_y,left_linear_velocity_z,right_linear_velocity_x,right_linear_velocity_y,right_linear_velocity_z,left_pos_rel_x,left_pos_rel_y,left_pos_rel_z,right_pos_rel_x,right_pos_rel_y,right_pos_rel_z,step_length,step_width,step_height,left_contact_prob,right_contact_prob,support_type,max_foot_height
1,0.004167,stand,-0.66984,-0.779914,0.929208,0.004643,0.005543,0.018548,-0.0052795776337812555,0.005039596832265121,0.00431965442766343,-0.07100844238493283,0.05957291006446109,-0.06739287062237065,-0.002159827213831715,-0.00023998080154277797,0.000479961603071818,-0.0007199424046016907,0.0,0.00047996160307160984,0.0018839999999999968,0.15749899999999994,-0.919512,-0.018584999999999963,-0.18179599999999996,-0.9226420000000001,0.02046899999999996,0.3392949999999999,0.003130000000000077,0.9649908493338395,0.9985578948582341,double,-0.919512
2,0.008333,stand,-0.669824,-0.779919,0.92922,0.004705,0.005495,0.018504,0.0038406144983235717,-0.0012001920307327786,0.002880460873742679,-0.02944629609917779,0.02369192485016348,0.020856112222253177,0.00024003840615188562,-0.0009601536245542433,0.0,0.00024003840612523602,0.00024003840612523602,-0.0007201152184348369,0.0018690000000000095,0.15750000000000008,-0.919524,-0.01860000000000006,-0.18179,-0.9226570000000001,0.02046900000000007,0.3392900000000001,0.0031330000000000524,0.9670204938288043,0.9986731377859236,double,-0.919524
3,0.0125,stand,-0.669812,-0.779924,0.929229,0.004762,0.005381,0.018458,0.002879769618433405,-0.0011999040076606032,0.0021598272138050713,-0.02645901071882399,0.055317556918076424,0.021674985105831556,-0.00023998080154277791,0.0011999040076606032,0.0019198464122872716,0.0016798656107728021,0.00047996160308555583,0.0,0.0018559999999999688,0.15750999999999993,-0.9195249999999999,-0.018604999999999983,-0.18178300000000003,-0.922666,0.02046099999999995,0.33929299999999996,0.0031410000000000604,0.9647955703621839,0.9970881889891277,double,-0.9195249999999999
4,0.016667,stand,-0.669801,-0.779927,0.929247,0.004801,0.005342,0.018414,0.0026397888168906273,-0.0007199424046283338,0.004319654427663429,-0.018480669772556003,0.0191634776638532,0.02093315754587277,-0.0011999040076872464,0.00023998080154277791,-0.001199904007679753,-0.00047996160308555583,0.00023998080154277791,0.0011999040076793367,0.0018399999999999528,0.15751400000000004,-0.919548,-0.018618000000000023,-0.1817789999999999,-0.922679,0.020457999999999976,0.33929299999999996,0.003130999999999995,0.9658336571360008,0.9978092850271667,double,-0.919548
5,0.020833,stand,-0.669792,-0.77993,0.929247,0.00479,0.005304,0.018396,0.0021603456552870223,-0.0007201152184290074,0.0,0.005569577381133533,0.01818360523593709,0.008580322599135609,0.0019203072491617863,-0.0026404224675907937,0.0012001920307252835,0.0,0.0007201152184290074,-0.0004800768122900302,0.001839000000000035,0.15750600000000003,-0.919543,-0.01862699999999995,-0.18177299999999996,-0.9226810000000001,0.020465999999999984,0.339279,0.003138000000000085,0.9628225217050002,0.9985575486976142,double,-0.919543
6,0.025,stand,-0.669782,-0.779958,0.929202,0.004478,0.005572,0.018279,0.0023998080153744927,-0.0067194624430112785,-0.01079913606913193,0.14705939011478875,-0.13108539865116114,0.05757265248865784,0.0007199424046016905,0.0007199424046016905,-0.0019198464122872716,-0.00023998080154277791,-0.00047996160308555583,0.0019198464122870634,0.0018319999999999448,0.15753700000000004,-0.9195059999999999,-0.018638000000000043,-0.181747,-0.922628,0.020469999999999988,0.33928400000000003,0.003122000000000069,0.9651581356938956,0.9966776162455262,double,-0.9195059999999999
7,0.029167,stand,-0.669822,-0.779932,0.929212,0.004575,0.005584,0.018463,-0.009599232061444692,0.006239500839952372,0.0023998080153744944,-0.04616912592453188,-0.005313592770228289,-0.08856468008388169,0.0011999040076872472,0.0002399808015427781,0.0007199424046075193,0.0007199424046283343,-0.0007199424046016911,-0.0016798656107511558,0.0018770000000000175,0.15751199999999999,-0.919513,-0.018594999999999917,-0.18177600000000005,-0.922645,0.020471999999999935,0.33928800000000003,0.0031320000000000237,0.9663137573861563,0.9967261208015779,double,-0.919513
8,0.033333,stand,-0.669819,-0.779934,0.929193,0.004554,0.005561,0.018427,0.0007201152184290069,-0.000480076812303771,-0.004560729716752576,0.010189189228355098,0.010935213390534512,0.017294018640098226,-0.0002400384061518855,-0.0012001920307327777,0.0002400384061452231,0.00048007681227712134,0.0,0.0009601536245798513,0.0018730000000000135,0.157509,-0.919493,-0.018595999999999946,-0.181774,-0.922622,0.02046899999999996,0.339283,0.0031290000000000484,0.9666312064239303,0.9982108593555068,double,-0.919493
9,0.0375,stand,-0.669812,-0.779945,0.929212,0.00466,0.005529,0.018351,0.0016798656107728034,-0.0026397888168906295,0.004559635229179568,-0.05078141128030302,0.01646470376502002,0.03613474992948128,-0.001199904007660604,0.0007199424046016911,0.0004799616030718183,0.0014398848092033823,0.0007199424046016911,-0.0007199424046075193,0.0018610000000000015,0.15752299999999997,-0.91951,-0.018597000000000086,-0.18176000000000003,-0.922644,0.020458000000000087,0.339283,0.00313399999999997,0.9661944316443111,0.9970608474408852,double,-0.91951
10,0.041667,stand,-0.669785,-0.77995,0.929223,0.00476,0.005418,0.018299,0.006479481641468495,-0.0011999040076872453,0.002639788816890625,-0.04714489556401896,0.05426508435036737,0.02444830940726267,-0.001439884809230023,-0.001199904007660602,-0.0007199424046079344,0.0,-0.0007199424046016899,-0.00023998080153590876,0.0018279999999999408,0.15752300000000008,-0.919524,-0.018624000000000085,-0.18175799999999998,-0.922656,0.020452000000000026,0.33928100000000005,0.0031320000000000237,0.9653336276036563,0.9987351901207324,double,-0.919524
