frame_id,timestamp,gait_type,root_position_x,root_position_y,root_position_z,root_orientation_x,root_orientation_y,root_orientation_z,root_linear_velocity_x,root_linear_velocity_y,root_linear_velocity_z,root_angular_velocity_x,root_angular_velocity_y,root_angular_velocity_z,left_linear_velocity_x,left_linear_velocity_y,left_linear_velocity_z,right_linear_velocity_x,right_linear_velocity_y,right_linear_velocity_z,left_pos_rel_x,left_pos_rel_y,left_pos_rel_z,right_pos_rel_x,right_pos_rel_y,right_pos_rel_z,step_length,step_width,step_height,left_contact_prob,right_contact_prob,support_type,max_foot_height
1,0.004167,stand,1.239255,-1.086862,0.933792,-0.015838,-0.02366,0.88535,-0.12670986321096328,0.09743220542354367,0.007199424046070193,0.12930077131527803,0.015983728646700963,-1.0034027932103335,-0.010079193664530242,-0.0331173506119442,-0.009599232061435111,-0.0026397888168906277,0.0038396928245778743,-0.00335973122150231,-0.14750200000000002,-0.06634000000000007,-0.923326,0.028658000000000072,0.08887999999999996,-0.919802,0.1761600000000001,0.15522000000000002,0.0035239999999999716,0.9401275821097053,0.9551857985732443,double,-0.919802
2,0.008333,stand,1.23871,-1.086589,0.93383,-0.015734,-0.024043,0.884313,-0.13082093134902006,0.06553048487757265,0.009121459433531808,0.21261696024807156,-0.026777392076008287,-1.0587264590925938,-0.01248199711952496,-0.03504560729716262,-0.011521843494959057,-0.0031204992798945642,0.0019203072491617858,-0.0036005760921750175,-0.14700899999999995,-0.06675900000000001,-0.923412,0.02919000000000005,0.088615,-0.9198550000000001,0.176199,0.155374,0.0035569999999999213,0.9350909242683554,0.955868256297383,double,-0.9198550000000001
3,0.0125,stand,1.238164,-1.086207,0.933712,-0.016054,-0.024001,0.883456,-0.1310295176385734,0.09167266618673012,-0.028317734581248494,-0.06732931838898196,-0.11428392510389564,-0.8803086620290788,-0.01583873290139705,-0.03863690904724158,-0.0184785217182627,-0.005279577633781255,0.0021598272138317145,-0.0023998080153586733,-0.14652900000000013,-0.06730199999999997,-0.9233709999999999,0.029714000000000018,0.08824199999999993,-0.919747,0.17624300000000015,0.1555439999999999,0.0036239999999999606,0.9238945912723142,0.9534457875704186,double,-0.919747
4,0.016667,stand,1.237653,-1.085863,0.933665,-0.016103,-0.023858,0.882598,-0.12263018958486925,0.08255339572831771,-0.011279097672190843,-0.04924374326656874,0.023402968788728266,-0.8824301695997154,-0.01847852171823439,-0.03623710103192038,-0.015118790496759973,-0.006719462443037922,0.001679865610746159,-0.003359731221502309,-0.14609499999999986,-0.06779699999999989,-0.923387,0.03019700000000003,0.08790500000000001,-0.9197139999999999,0.1762919999999999,0.1557019999999999,0.0036730000000000373,0.9276743267847558,0.9504398144689195,double,-0.9197139999999999
5,0.020833,stand,1.237115,-1.085597,0.933537,-0.016201,-0.023815,0.881685,-0.12914066250598355,0.06385021603458942,-0.03072491598656193,-0.01660449839280033,-0.019286708264579965,-0.932530979202511,-0.017762842054759847,-0.03456553048491215,-0.017042726836293782,-0.0038406144983235725,0.00048007681230377136,0.0,-0.14563100000000007,-0.06820700000000013,-0.92333,0.03071899999999994,0.08764099999999997,-0.9195859999999999,0.17635,0.1558480000000001,0.0037440000000000806,0.9292746117880679,0.9561091616672187,double,-0.9195859999999999
6,0.025,stand,1.23655,-1.085254,0.933375,-0.016757,-0.023473,0.880836,-0.13558915286775297,0.08231341492680158,-0.038876889848811005,-0.24837612410121046,-0.1464637625594193,-0.8716567551689782,-0.01559875209982763,-0.030237580993484146,-0.016798656107511543,-0.003359731221492318,0.00023998080151613468,-0.0016798656107511545,-0.14513100000000012,-0.06867599999999996,-0.923238,0.03126999999999991,0.0872989999999999,-0.919431,0.17640100000000003,0.15597499999999986,0.003807000000000005,0.9367582412389692,0.9556567470037134,double,-0.919431
7,0.029167,stand,1.236012,-1.084897,0.933313,-0.017087,-0.023119,0.880163,-0.12910967122628456,0.08567314614829397,-0.014878809695225951,-0.20681272174168833,-0.05047639555656161,-0.6906218023177418,-0.013918886489054838,-0.032157427405826396,-0.019198464122870233,-0.0040796736260940115,0.0023998080153744944,-0.00455963522918165,-0.14465100000000009,-0.06916699999999998,-0.923256,0.0317909999999999,0.08695200000000003,-0.919388,0.176442,0.156119,0.0038679999999999826,0.9334080301151249,0.9503664251358928,double,-0.919388
8,0.033333,stand,1.235468,-1.084624,0.933253,-0.016999,-0.022932,0.879396,-0.13058089294289477,0.06553048487757261,-0.014402304368686735,-0.038715308762338495,0.08935431495453877,-0.7813729282910075,-0.01248199711952495,-0.03528564570334113,-0.017762842054728605,-0.00600096015361059,0.0019203072491617847,-0.00048007681229002974,-0.14415899999999993,-0.06958700000000007,-0.92327,0.03231000000000006,0.08668700000000007,-0.91933,0.176469,0.15627400000000014,0.003940000000000055,0.9309509915861933,0.9500683576723782,double,-0.91933
9,0.0375,stand,1.234934,-1.084306,0.933174,-0.017142,-0.022713,0.87869,-0.12814974802016674,0.07631389488841869,-0.018958483321346607,-0.1066017157420544,-0.0017568847966409648,-0.7168934602031791,-0.010079193664530249,-0.03167746580268756,-0.014638828893688585,-0.003599712023061742,0.0009599232061444692,-0.0009599232061432203,-0.143667,-0.0700369999999999,-0.923252,0.032829,0.08637300000000003,-0.9192549999999999,0.176496,0.15640999999999994,0.003997000000000028,0.9394619656747778,0.9536180251411991,double,-0.9192549999999999
10,0.041667,stand,1.234414,-1.084114,0.933098,-0.01745,-0.022077,0.87786,-0.12479001679867421,0.046076313894881156,-0.01823854091671824,-0.31690396610087757,0.025597278490576046,-0.8504368118375761,-0.005519558435297385,-0.028317734581248474,-0.01751859851211905,-0.002639788816890625,0.001199904007660602,0.0,-0.1431699999999998,-0.07034699999999994,-0.923249,0.03333800000000009,0.08618599999999998,-0.919179,0.1765079999999999,0.15653299999999992,0.004070000000000018,0.9437451011771835,0.9544671682371222,double,-0.919179
