train_loss,train_acc,val_loss,val_acc
1.3633940402418374,63.04801670146138,0.8387381908794244,77.34864300626305
0.84359795289735,76.87891440501043,0.7140029075245062,79.64509394572025
0.721656570242097,78.83611691022965,0.6622983157634735,80.27139874739039
0.6568672488133113,80.06263048016702,0.5916718928764264,81.419624217119
0.6186170728566746,81.47181628392484,0.5470549553632736,83.7160751565762
0.565402755451699,82.04592901878914,0.49206519437332946,83.50730688935282
0.5362649785975615,82.48956158663883,0.5426248927911123,82.77661795407099
0.49456210125548145,83.63778705636743,0.4720326977781951,85.80375782881002
0.5056545134168118,83.76826722338204,0.45344741189231474,84.13361169102296
0.49721092361335956,83.42901878914405,0.43561562777807317,85.90814196242171
0.45943114150625963,84.81210855949895,0.403596030579259,85.69937369519833
0.44606667005767425,84.94258872651356,0.44516260526143014,87.36951983298539
0.4577654626686126,85.38622129436325,0.38062502172154683,87.57828810020877
0.4319130682852119,85.64718162839249,0.420474604346479,87.2651356993737
0.41032493639116485,86.87369519832986,0.37112957512338957,87.2651356993737
0.39933689806299905,86.76931106471817,0.39121392224915325,86.84759916492693
0.3811325899170091,86.56054279749478,0.4051770054580023,87.57828810020877
0.3855428541234384,87.10855949895615,0.39146838545178375,88.10020876826722
0.354312401645196,87.70876826722338,0.3272823284380138,88.4133611691023
0.39147681346318375,87.7348643006263,0.3511548386576275,89.66597077244259
0.3630470518954098,87.52609603340292,0.39043579235052067,86.95198329853862
0.3385526814730838,88.20459290187891,0.33413563556969167,88.4133611691023
0.33946252503665164,88.4133611691023,0.3668310210729639,90.29227557411274
0.32790911295451225,88.96137787056368,0.3602648899735262,89.4572025052192
0.3392590833517412,88.0741127348643,0.3171043236739933,90.91858037578288
0.3360931214954083,88.70041753653445,0.3487135107939442,88.3089770354906
0.32008410768272977,89.09185803757829,0.3300894035181651,88.83089770354906
0.3043565090202416,89.27453027139875,0.37304026355656483,87.47390396659708
0.29904204085857294,89.30062630480167,0.3507820187602192,89.66597077244259
0.2872287968096013,89.74425887265136,0.4157129402505234,87.89144050104385
0.3085900032465967,89.5615866388309,0.31190219428390265,90.08350730688936
0.2863259822285424,89.82254697286012,0.35022228953118123,88.62212943632568
0.27434268572057285,89.74425887265136,0.31790937167049077,90.91858037578288
0.25829843514366074,90.31837160751566,0.3241925234440714,89.87473903966597
0.2752883256568263,90.0313152400835,0.3593030518076072,89.87473903966597
0.2696851641094933,90.18789144050105,0.43550240450228256,88.62212943632568
0.28297743276537707,90.16179540709813,0.351938017240415,89.5615866388309
0.2357654593710322,91.38830897703549,0.3070420235550652,91.02296450939457
0.22225756343880979,91.62317327766179,0.34422799191282444,90.7098121085595
0.21402566966523107,92.06680584551148,0.3275087810897579,91.44050104384134
0.21323015860592326,92.04070981210856,0.2900499568631252,91.23173277661796
0.21788565628230572,92.19728601252609,0.35194783327169715,91.23173277661796
0.21031728859137122,91.98851774530272,0.34696315235147873,91.54488517745303
0.2098464142725182,92.14509394572025,0.33208744674921037,90.29227557411274
0.1918935845179173,92.69311064718163,0.33468109391784917,91.64926931106471
0.19879450113124525,92.56263048016702,0.3613345336091394,90.7098121085595
0.1892223782565755,93.29331941544885,0.3855332062734912,90.6054279749478
0.1847790146576396,92.79749478079331,0.34288962664237865,91.23173277661796
0.1830409145739395,93.0062630480167,0.33489881242470193,91.44050104384134
0.17382130171560373,93.60647181628393,0.37172366975573823,89.97912317327766
0.17235102011278894,93.05845511482255,0.3369742208548511,91.54488517745303
0.1618971637294938,93.44989561586638,0.3295576986352292,92.37995824634656
0.17504189544706605,93.13674321503132,0.3285236947238445,91.54488517745303
0.15164412422066864,94.05010438413362,0.3484687068072769,92.06680584551148
0.16395237793719086,93.84133611691023,0.35290427391494933,92.17118997912317
0.16599563062579062,93.55427974947808,0.36711242760065943,91.8580375782881
