Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.043378,0.009039,0.210475,-0.976595,-1.550752,1.637391,0.051951,0.056976,-0.037773,0.528144,-0.846399,-1.684265,1.431029,0.047774,-0.03292,-0.048745,0.268715,-0.961422,-1.616649,1.468977,0.955509,jog
1,0.008333,-0.044284,0.009287,0.2106,-0.976525,-1.550864,1.637216,0.052011,0.056418,-0.03749,0.528036,-0.846516,-1.684307,1.431016,0.047778,-0.033299,-0.04918,0.267702,-0.96167,-1.616968,1.467746,0.955334,jog
2,0.016667,-0.043958,0.008983,0.210288,-0.97661,-1.550802,1.637366,0.051997,0.05579,-0.037309,0.527913,-0.846643,-1.68437,1.431005,0.04779,-0.033431,-0.049263,0.26693,-0.961875,-1.617283,1.466606,0.95522,jog
3,0.025,-0.043911,0.008945,0.210195,-0.976632,-1.550827,1.637329,0.052014,0.055297,-0.037075,0.527731,-0.846798,-1.684426,1.431,0.04781,-0.033886,-0.049939,0.265733,-0.962156,-1.617585,1.465257,0.955092,jog
4,0.033333,-0.044441,0.009009,0.210306,-0.976583,-1.550845,1.637345,0.052039,0.05462,-0.036756,0.527602,-0.846936,-1.68449,1.430972,0.047816,-0.034218,-0.050331,0.264711,-0.962405,-1.61793,1.463991,0.954921,jog
5,0.041667,-0.044833,0.009093,0.21033,-0.97656,-1.550863,1.637332,0.052033,0.053981,-0.036629,0.527567,-0.847005,-1.684551,1.430958,0.047849,-0.034558,-0.050574,0.264053,-0.962561,-1.618212,1.4628,0.954809,jog
6,0.05,-0.045337,0.009101,0.210353,-0.976531,-1.550887,1.637301,0.05206,0.053434,-0.03628,0.52728,-0.847234,-1.684618,1.430941,0.047839,-0.034843,-0.050943,0.263476,-0.96269,-1.618502,1.461568,0.954747,jog
7,0.058333,-0.045837,0.00905,0.210219,-0.976537,-1.550919,1.637275,0.052077,0.052903,-0.036057,0.527103,-0.847386,-1.684681,1.430925,0.047875,-0.035494,-0.051667,0.262756,-0.962824,-1.618808,1.460204,0.95462,jog
8,0.066667,-0.046043,0.008919,0.209976,-0.976581,-1.550941,1.637227,0.052072,0.052547,-0.035887,0.526853,-0.847571,-1.684754,1.430938,0.047878,-0.036187,-0.05215,0.262549,-0.962829,-1.619019,1.458968,0.954472,jog
9,0.075,-0.046677,0.008826,0.209783,-0.976593,-1.550962,1.637168,0.052109,0.050569,-0.032649,0.525491,-0.848667,-1.684937,1.43072,0.047564,-0.036652,-0.052893,0.262097,-0.962894,-1.619279,1.457624,0.954425,jog
10,0.083333,-0.047289,0.008685,0.209663,-0.976591,-1.550985,1.637127,0.052141,0.05035,-0.032351,0.525189,-0.848878,-1.685012,1.430725,0.047532,-0.037496,-0.053603,0.261732,-0.962921,-1.619479,1.456228,0.954263,jog
11,0.091667,-0.048237,0.00875,0.209876,-0.976498,-1.550981,1.637138,0.05217,0.050112,-0.032185,0.524962,-0.849039,-1.685057,1.430745,0.04754,-0.038357,-0.054549,0.26152,-0.962892,-1.619647,1.454822,0.954172,jog
12,0.1,-0.048935,0.008456,0.209614,-0.976522,-1.551002,1.637076,0.052214,0.049967,-0.031941,0.524836,-0.849135,-1.685093,1.430769,0.047534,-0.039051,-0.055101,0.261326,-0.962885,-1.619869,1.453442,0.954043,jog
13,0.108333,-0.049652,0.008421,0.209584,-0.976493,-1.551003,1.63704,0.052242,0.049948,-0.031829,0.524633,-0.849266,-1.68512,1.430812,0.047532,-0.039766,-0.055624,0.261471,-0.962786,-1.619988,1.452101,0.953929,jog
14,0.116667,-0.050507,0.008284,0.209619,-0.976443,-1.551011,1.636999,0.052278,0.049831,-0.031691,0.524657,-0.849263,-1.685149,1.430806,0.047504,-0.040589,-0.056232,0.261299,-0.962763,-1.620171,1.450599,0.953793,jog
15,0.125,-0.05134,0.008051,0.209423,-0.976443,-1.551013,1.636949,0.052342,0.049415,-0.031364,0.52437,-0.849476,-1.685191,1.430837,0.047443,-0.041462,-0.056664,0.261615,-0.962615,-1.620233,1.449166,0.953686,jog
16,0.133333,-0.051603,0.00764,0.209544,-0.976407,-1.551079,1.636689,0.052339,0.049186,-0.031378,0.524519,-0.849397,-1.685214,1.430832,0.047442,-0.042162,-0.057022,0.261718,-0.962535,-1.620428,1.447664,0.953536,jog
17,0.141667,-0.052185,0.007374,0.209572,-0.976372,-1.551072,1.636613,0.052385,0.048801,-0.030904,0.524528,-0.849431,-1.685264,1.430786,0.047433,-0.042939,-0.057504,0.262129,-0.962361,-1.620424,1.446113,0.953434,jog
18,0.15,-0.053299,0.007519,0.209191,-0.976392,-1.551084,1.63647,0.052385,0.048508,-0.030639,0.52448,-0.849487,-1.685318,1.43076,0.047391,-0.043595,-0.057878,0.262429,-0.962227,-1.620479,1.444518,0.953324,jog
19,0.158333,-0.053813,0.007142,0.209223,-0.97636,-1.551082,1.636371,0.052451,0.04807,-0.030387,0.524616,-0.849437,-1.685339,1.430716,0.047383,-0.044354,-0.058549,0.262766,-0.96206,-1.620427,1.44291,0.953194,jog
20,0.166667,-0.054158,0.006751,0.209217,-0.976345,-1.551057,1.636281,0.052524,0.047936,-0.030399,0.524662,-0.849416,-1.685361,1.430676,0.047357,-0.044777,-0.058319,0.263277,-0.961914,-1.620426,1.441405,0.95315,jog
21,0.175,-0.054678,0.006321,0.209047,-0.976355,-1.551026,1.636196,0.05259,0.047825,-0.030414,0.524677,-0.849413,-1.685376,1.430628,0.047314,-0.045127,-0.058722,0.263772,-0.961738,-1.620339,1.439843,0.953052,jog
22,0.183333,-0.05524,0.005858,0.209017,-0.976333,-1.550992,1.636108,0.052679,0.047996,-0.03279,0.524312,-0.84954,-1.685217,1.430205,0.047562,-0.04622,-0.059133,0.264323,-0.961509,-1.620205,1.438079,0.952907,jog
23,0.191667,-0.05577,0.005212,0.208873,-0.976337,-1.550944,1.635999,0.052776,0.047801,-0.033125,0.524203,-0.849605,-1.685182,1.430091,0.047555,-0.046333,-0.059201,0.264829,-0.961361,-1.620093,1.436499,0.952832,jog
24,0.2,-0.056405,0.004418,0.208691,-0.976344,-1.550893,1.635903,0.052887,0.048303,-0.033552,0.524017,-0.849675,-1.685171,1.430014,0.047585,-0.047107,-0.059458,0.265523,-0.961116,-1.619878,1.434815,0.95264,jog
25,0.208333,-0.056978,0.003475,0.208471,-0.976361,-1.550829,1.635789,0.05303,0.04875,-0.033857,0.523725,-0.849817,-1.685177,1.429919,0.04759,-0.047582,-0.059642,0.266184,-0.960898,-1.619648,1.433143,0.952493,jog
26,0.216667,-0.057868,0.002709,0.207972,-0.976418,-1.550766,1.635639,0.053167,0.048639,-0.033987,0.523465,-0.849979,-1.68516,1.429805,0.047601,-0.04805,-0.059816,0.266802,-0.960692,-1.619427,1.431443,0.95234,jog
27,0.225,-0.058546,0.001687,0.207447,-0.976491,-1.550708,1.635468,0.053326,0.04851,-0.034287,0.523587,-0.849898,-1.685119,1.429744,0.047621,-0.048391,-0.060107,0.267472,-0.960471,-1.619147,1.429744,0.952176,jog
28,0.233333,-0.056786,-0.000176,0.206797,-0.976735,-1.55065,1.635543,0.053441,0.048787,-0.034738,0.52352,-0.849906,-1.685121,1.429695,0.047614,-0.048654,-0.060303,0.268243,-0.96023,-1.61881,1.428062,0.952029,jog
29,0.241667,-0.057179,-0.001609,0.206234,-0.976829,-1.550571,1.635368,0.053662,0.049211,-0.035381,0.523532,-0.849847,-1.685105,1.429668,0.047595,-0.049093,-0.06028,0.269023,-0.959991,-1.618454,1.426366,0.951874,jog
30,0.25,-0.05786,-0.003266,0.205366,-0.976968,-1.550463,1.635203,0.053925,0.049373,-0.03576,0.523407,-0.849899,-1.685072,1.42961,0.047594,-0.049414,-0.060457,0.269768,-0.959754,-1.618078,1.424571,0.951707,jog
31,0.258333,-0.059464,-0.004492,0.20601,-0.976731,-1.550317,1.635173,0.054194,0.049568,-0.036459,0.523662,-0.849701,-1.684948,1.429568,0.04762,-0.049766,-0.060577,0.270603,-0.959494,-1.617593,1.422858,0.951527,jog
32,0.266667,-0.060724,-0.005909,0.205845,-0.976681,-1.550199,1.635037,0.05448,0.049612,-0.037341,0.524041,-0.849427,-1.68482,1.429525,0.047622,-0.048934,-0.060487,0.270853,-0.959472,-1.617191,1.421296,0.951457,jog
33,0.275,-0.061894,-0.00759,0.205262,-0.976719,-1.5501,1.634815,0.054806,0.049442,-0.037967,0.52432,-0.849237,-1.684725,1.429472,0.047608,-0.049267,-0.062513,0.271703,-0.959084,-1.616506,1.419317,0.951408,jog
34,0.283333,-0.062342,-0.010207,0.20374,-0.976985,-1.549988,1.634499,0.055221,0.050523,-0.040913,0.525692,-0.848187,-1.684518,1.429646,0.047897,-0.050073,-0.062886,0.272183,-0.958882,-1.616011,1.417419,0.951665,jog
35,0.291667,-0.063706,-0.011977,0.203357,-0.976957,-1.549881,1.634234,0.055626,0.049746,-0.040952,0.526203,-0.847914,-1.684438,1.429615,0.04787,-0.050525,-0.062594,0.27301,-0.958642,-1.615345,1.415702,0.951669,jog
36,0.3,-0.067078,-0.013617,0.20324,-0.976734,-1.549765,1.634156,0.056104,0.048777,-0.04029,0.52634,-0.847917,-1.68435,1.429499,0.047791,-0.050885,-0.06217,0.273679,-0.95846,-1.614641,1.414097,0.951742,jog
37,0.308333,-0.069663,-0.015562,0.202428,-0.976692,-1.54968,1.633875,0.056624,0.047184,-0.039663,0.527286,-0.847449,-1.68417,1.429241,0.047782,-0.051243,-0.062664,0.274243,-0.958247,-1.613904,1.412407,0.951896,jog
38,0.316667,-0.070789,-0.018061,0.201722,-0.976714,-1.549593,1.633589,0.057153,0.046885,-0.039949,0.527605,-0.847254,-1.684112,1.429224,0.047799,-0.051579,-0.062536,0.274855,-0.958063,-1.613204,1.410728,0.952092,jog
39,0.325,-0.071963,-0.020054,0.201413,-0.976654,-1.549506,1.633325,0.057622,0.04669,-0.040316,0.527715,-0.847178,-1.684081,1.429185,0.047812,-0.051825,-0.062821,0.275553,-0.95783,-1.612418,1.409064,0.952303,jog
40,0.333333,-0.071946,-0.022077,0.201017,-0.976693,-1.549444,1.632981,0.058037,0.046838,-0.041813,0.525058,-0.848747,-1.684234,1.428708,0.047964,-0.053336,-0.06268,0.276544,-0.957471,-1.61164,1.407347,0.952434,jog
41,0.341667,-0.072229,-0.024874,0.200858,-0.976637,-1.549337,1.632755,0.058579,0.046371,-0.042313,0.524905,-0.848843,-1.684204,1.428605,0.048016,-0.053879,-0.063118,0.277127,-0.957243,-1.610886,1.405696,0.952634,jog
42,0.35,-0.072628,-0.027304,0.200404,-0.976636,-1.549198,1.63249,0.059098,0.046057,-0.043154,0.524639,-0.848982,-1.684215,1.428511,0.048086,-0.055329,-0.062925,0.278093,-0.956893,-1.610135,1.404031,0.952752,jog
43,0.358333,-0.072144,-0.029916,0.199685,-0.976743,-1.549131,1.632232,0.059592,0.045754,-0.043724,0.524317,-0.849168,-1.684216,1.42841,0.048164,-0.052323,-0.064565,0.279539,-0.956531,-1.609442,1.402661,0.953591,jog
44,0.366667,-0.072308,-0.032013,0.199819,-0.976637,-1.549031,1.632035,0.060063,0.045504,-0.044129,0.52408,-0.849307,-1.684248,1.428304,0.048245,-0.053681,-0.065244,0.280522,-0.956122,-1.608518,1.401146,0.953677,jog
45,0.375,-0.072632,-0.034157,0.199904,-0.976523,-1.548916,1.631963,0.06053,0.045107,-0.044424,0.523812,-0.849478,-1.684298,1.428217,0.048327,-0.054573,-0.066086,0.281323,-0.955778,-1.607748,1.399661,0.953809,jog
46,0.383333,-0.072927,-0.036457,0.199989,-0.9764,-1.548811,1.631819,0.060977,0.044885,-0.044551,0.523573,-0.84963,-1.68437,1.428141,0.048379,-0.055769,-0.067673,0.282151,-0.955354,-1.606917,1.398091,0.953945,jog
47,0.391667,-0.072791,-0.038353,0.199886,-0.976359,-1.548727,1.631664,0.061376,0.044359,-0.044486,0.523439,-0.849744,-1.684399,1.42807,0.048415,-0.056379,-0.068995,0.283645,-0.954781,-1.606092,1.396271,0.953652,jog
48,0.4,-0.072711,-0.040363,0.19999,-0.976262,-1.548627,1.631544,0.061798,0.044071,-0.044402,0.523378,-0.849801,-1.684471,1.428045,0.04843,-0.057845,-0.06994,0.284086,-0.954494,-1.605378,1.394754,0.953669,jog
49,0.408333,-0.074473,-0.041953,0.200437,-0.975971,-1.548511,1.631594,0.062286,0.04362,-0.043926,0.523268,-0.849917,-1.684538,1.428028,0.048414,-0.059781,-0.070855,0.284555,-0.954167,-1.604511,1.393289,0.953687,jog
50,0.416667,-0.075309,-0.043646,0.200606,-0.975798,-1.548425,1.631558,0.062701,0.043309,-0.043407,0.523244,-0.849974,-1.684613,1.428028,0.048382,-0.06142,-0.071399,0.284708,-0.953977,-1.603723,1.391974,0.95364,jog
51,0.425,-0.075949,-0.045482,0.200827,-0.975619,-1.548328,1.631536,0.063088,0.043057,-0.042995,0.523224,-0.85002,-1.684721,1.428088,0.048347,-0.06302,-0.072451,0.285251,-0.953631,-1.602783,1.390576,0.953452,jog
52,0.433333,-0.076633,-0.047251,0.201307,-0.975382,-1.548267,1.631504,0.063443,0.042401,-0.042135,0.523296,-0.850052,-1.68481,1.428101,0.048298,-0.063991,-0.073467,0.285994,-0.953266,-1.601928,1.389092,0.953099,jog
53,0.441667,-0.076785,-0.049268,0.20141,-0.975249,-1.548209,1.631414,0.063798,0.041903,-0.041438,0.523288,-0.850116,-1.684969,1.428214,0.048222,-0.065309,-0.074581,0.286286,-0.953002,-1.601035,1.387658,0.952702,jog
54,0.45,-0.077331,-0.051023,0.201749,-0.975046,-1.548155,1.631361,0.064147,0.04094,-0.040576,0.523523,-0.85006,-1.685105,1.42834,0.048196,-0.066761,-0.075105,0.286697,-0.952737,-1.600175,1.38628,0.952242,jog
55,0.458333,-0.078083,-0.052862,0.201801,-0.974877,-1.548169,1.631285,0.064524,0.041623,-0.041646,0.524354,-0.849462,-1.685281,1.42881,0.048347,-0.068143,-0.076056,0.287038,-0.952461,-1.599251,1.384818,0.951693,jog
56,0.466667,-0.079146,-0.055151,0.2018,-0.974665,-1.54818,1.631228,0.065005,0.040993,-0.04074,0.52468,-0.849335,-1.68547,1.429116,0.048309,-0.069422,-0.076973,0.287399,-0.952186,-1.59834,1.383373,0.951029,jog
57,0.475,-0.080166,-0.057637,0.201318,-0.974537,-1.548222,1.631043,0.065598,0.040744,-0.039794,0.525367,-0.848968,-1.68566,1.42958,0.048279,-0.070896,-0.077316,0.28732,-0.952073,-1.597551,1.381967,0.950344,jog
58,0.483333,-0.081039,-0.060362,0.200449,-0.974479,-1.548272,1.630744,0.066253,0.040534,-0.038137,0.525116,-0.849209,-1.685906,1.429827,0.048112,-0.071445,-0.078962,0.287533,-0.951833,-1.596592,1.380574,0.949514,jog
59,0.491667,-0.082434,-0.063467,0.199413,-0.974377,-1.548326,1.630314,0.067025,0.039984,-0.036372,0.525165,-0.849282,-1.686084,1.430067,0.047981,-0.073111,-0.079415,0.287595,-0.95165,-1.595761,1.379091,0.948525,jog
60,0.5,-0.084674,-0.066781,0.198087,-0.974234,-1.548404,1.629831,0.067844,0.040075,-0.035367,0.525394,-0.849179,-1.686218,1.43035,0.047946,-0.073809,-0.079699,0.287442,-0.951618,-1.594892,1.377646,0.947739,jog
61,0.508333,-0.083961,-0.071807,0.195918,-0.974377,-1.548196,1.628702,0.069079,0.040003,-0.034692,0.525592,-0.849088,-1.686337,1.430589,0.047949,-0.07516,-0.080445,0.287369,-0.951472,-1.594067,1.376028,0.946788,jog
62,0.516667,-0.086175,-0.076793,0.194555,-0.974077,-1.5481,1.627721,0.070311,0.040857,-0.030988,0.52371,-0.850352,-1.68675,1.430646,0.047606,-0.074382,-0.081604,0.286673,-0.951644,-1.593219,1.37468,0.94578,jog
63,0.525,-0.088077,-0.083333,0.191795,-0.973916,-1.548025,1.626453,0.071795,0.040644,-0.03,0.523533,-0.850507,-1.686863,1.430803,0.047607,-0.073624,-0.083047,0.286182,-0.951726,-1.592193,1.372996,0.945008,jog
64,0.533333,-0.091071,-0.090114,0.189052,-0.973573,-1.54769,1.624903,0.073557,0.04037,-0.028724,0.521397,-0.851875,-1.686965,1.430418,0.047488,-0.073171,-0.084547,0.285431,-0.951855,-1.591131,1.371417,0.944163,jog
65,0.541667,-0.102807,-0.097015,0.185288,-0.972465,-1.547301,1.623353,0.076336,0.039861,-0.028553,0.521211,-0.852018,-1.687009,1.430443,0.047509,-0.072161,-0.084669,0.284405,-0.952228,-1.589922,1.369863,0.943639,jog
66,0.55,-0.11018,-0.105365,0.181622,-0.971479,-1.54683,1.621416,0.078929,0.038877,-0.032349,0.52325,-0.850677,-1.68681,1.430751,0.047954,-0.071646,-0.085482,0.283518,-0.952459,-1.588546,1.367886,0.943042,jog
67,0.558333,-0.114312,-0.1129,0.178771,-0.970684,-1.546269,1.618858,0.081548,0.038721,-0.032555,0.522993,-0.850835,-1.686873,1.430762,0.047976,-0.071349,-0.086233,0.282578,-0.952692,-1.586962,1.366045,0.942429,jog
68,0.566667,-0.11619,-0.121907,0.173169,-0.970387,-1.545768,1.616209,0.084124,0.038572,-0.032788,0.522632,-0.851054,-1.686925,1.430783,0.047978,-0.07164,-0.086876,0.281539,-0.95292,-1.585232,1.363968,0.941924,jog
69,0.575,-0.121648,-0.130496,0.167606,-0.969578,-1.544885,1.612889,0.087182,0.038375,-0.032575,0.522243,-0.85131,-1.686979,1.430773,0.047952,-0.070995,-0.087103,0.280159,-0.953354,-1.58331,1.361804,0.941577,jog
70,0.583333,-0.121684,-0.136031,0.161578,-0.969836,-1.543783,1.609137,0.089917,0.038085,-0.032518,0.521972,-0.851491,-1.68701,1.430788,0.047929,-0.074585,-0.08141,0.282584,-0.952867,-1.582261,1.360221,0.941333,jog
71,0.591667,-0.120303,-0.140114,0.156719,-0.970224,-1.542206,1.604516,0.09286,0.038404,-0.032562,0.521836,-0.851558,-1.687034,1.430848,0.047901,-0.073143,-0.083901,0.281056,-0.953215,-1.580299,1.358116,0.940315,jog
72,0.6,-0.118452,-0.142121,0.150026,-0.971217,-1.540684,1.5997,0.095378,0.038552,-0.032621,0.521814,-0.851563,-1.687042,1.430904,0.047887,-0.072157,-0.085011,0.279717,-0.953585,-1.578267,1.355939,0.939578,jog
73,0.608333,-0.116373,-0.14011,0.14539,-0.972465,-1.538232,1.594009,0.097589,0.03907,-0.032741,0.52176,-0.851568,-1.687054,1.430982,0.047836,-0.069578,-0.090142,0.277751,-0.95388,-1.575953,1.353494,0.939304,jog
74,0.616667,-0.113622,-0.139595,0.142406,-0.973306,-1.535408,1.587742,0.099921,0.03949,-0.032841,0.521739,-0.851558,-1.687061,1.431047,0.04776,-0.071334,-0.086688,0.278132,-0.95396,-1.574053,1.351478,0.938413,jog
75,0.625,-0.110757,-0.140489,0.139038,-0.973994,-1.531909,1.580657,0.101905,0.039855,-0.033299,0.521928,-0.851407,-1.687044,1.43114,0.047725,-0.071225,-0.085809,0.277596,-0.954203,-1.571806,1.349267,0.937784,jog
76,0.633333,-0.109988,-0.141748,0.134588,-0.974524,-1.527683,1.571873,0.10392,0.040281,-0.03339,0.522016,-0.85133,-1.68704,1.431224,0.047654,-0.071455,-0.083717,0.277094,-0.954518,-1.569224,1.347013,0.937503,jog
77,0.641667,-0.105315,-0.141109,0.133708,-0.975253,-1.522466,1.563212,0.105056,0.040705,-0.034068,0.522287,-0.851116,-1.686982,1.431159,0.047654,-0.072728,-0.08271,0.277198,-0.954479,-1.566698,1.344455,0.937045,jog
78,0.65,-0.101004,-0.140191,0.1332,-0.975911,-1.516496,1.553553,0.105827,0.041104,-0.03429,0.522171,-0.851159,-1.686965,1.431141,0.047606,-0.071219,-0.083526,0.27618,-0.954817,-1.564327,1.342098,0.936329,jog
79,0.658333,-0.095151,-0.138401,0.133799,-0.976673,-1.509763,1.543257,0.106123,0.042449,-0.031198,0.519372,-0.852923,-1.687249,1.430863,0.047188,-0.07164,-0.088804,0.275915,-0.954386,-1.56197,1.339385,0.934527,jog
80,0.666667,-0.08757,-0.138388,0.131318,-0.97772,-1.502457,1.533061,0.105727,0.042411,-0.03195,0.519366,-0.852901,-1.687219,1.430854,0.047177,-0.076089,-0.091845,0.276906,-0.953466,-1.558747,1.336338,0.934998,jog
81,0.675,-0.079209,-0.133004,0.132322,-0.979044,-1.494824,1.521826,0.105183,0.042932,-0.032476,0.518841,-0.853174,-1.6873,1.430834,0.047144,-0.072907,-0.094403,0.278249,-0.953074,-1.555889,1.333677,0.933227,jog
82,0.683333,-0.069401,-0.127952,0.134996,-0.980096,-1.486086,1.509754,0.104512,0.043573,-0.033261,0.518082,-0.853572,-1.687356,1.430839,0.047128,-0.072007,-0.097703,0.27765,-0.952985,-1.553098,1.331125,0.932748,jog
83,0.691667,-0.060878,-0.123315,0.136907,-0.980991,-1.47626,1.497503,0.103329,0.043973,-0.035176,0.517587,-0.853775,-1.687445,1.430875,0.047176,-0.071453,-0.102511,0.276481,-0.952861,-1.550028,1.328333,0.93261,jog
