Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,0.00251,-0.021276,-0.993384,-0.11282,1.024009,0.808697,0.051967,0.020886,0.046199,-0.923912,-0.379232,1.100701,1.02439,0.053277,-0.02558,0.009284,0.987939,0.152434,1.051029,0.950553,0.962521,walk
1,0.008333,0.002464,-0.020923,-0.993393,-0.112811,1.023994,0.808682,0.051954,0.020872,0.046205,-0.923932,-0.379183,1.1007,1.024389,0.053283,-0.02574,0.00919,0.987965,0.152244,1.051095,0.950837,0.962537,walk
2,0.016667,0.002504,-0.020743,-0.993384,-0.112922,1.023988,0.808628,0.051957,0.020871,0.046088,-0.923941,-0.379173,1.100704,1.024382,0.053286,-0.025726,0.009024,0.988005,0.151994,1.051177,0.951148,0.962565,walk
3,0.025,0.002527,-0.020336,-0.99339,-0.11294,1.023986,0.808582,0.051961,0.020791,0.046049,-0.923954,-0.379152,1.100707,1.024377,0.053287,-0.025778,0.008912,0.988073,0.151548,1.051322,0.951424,0.9626,walk
4,0.033333,0.002567,-0.020095,-0.993394,-0.112954,1.023975,0.808548,0.051966,0.020763,0.045908,-0.923973,-0.379125,1.100716,1.024377,0.053292,-0.025918,0.008898,0.98808,0.151481,1.051416,0.951694,0.962666,walk
5,0.041667,0.002588,-0.019855,-0.993392,-0.113015,1.02396,0.808514,0.051955,0.020703,0.045837,-0.924011,-0.379045,1.100727,1.024367,0.053293,-0.026346,0.008571,0.988047,0.15164,1.051614,0.952151,0.962722,walk
6,0.05,0.002638,-0.019546,-0.993397,-0.113022,1.02395,0.808482,0.051959,0.020704,0.045854,-0.924039,-0.378974,1.100738,1.024371,0.053289,-0.026354,0.008401,0.98805,0.151635,1.051733,0.9525,0.962798,walk
7,0.058333,0.00264,-0.019344,-0.993396,-0.113061,1.023948,0.80844,0.051955,0.020697,0.045697,-0.924048,-0.378971,1.100753,1.02436,0.053294,-0.026331,0.008244,0.988055,0.151614,1.051861,0.952887,0.962837,walk
8,0.066667,0.002695,-0.018844,-0.993404,-0.113075,1.023936,0.808411,0.051959,0.020678,0.045647,-0.92408,-0.378901,1.100756,1.024359,0.053293,-0.026565,0.008421,0.988027,0.151744,1.052109,0.953418,0.962829,walk
9,0.075,0.002771,-0.018533,-0.993399,-0.113169,1.023929,0.808364,0.051963,0.020587,0.045567,-0.924086,-0.3789,1.100754,1.024359,0.053296,-0.026589,0.008481,0.988036,0.151675,1.052296,0.953875,0.962825,walk
10,0.083333,0.002818,-0.01824,-0.9934,-0.113209,1.023921,0.808323,0.051959,0.020649,0.045511,-0.924124,-0.378811,1.10076,1.024358,0.053302,-0.026842,0.008289,0.988017,0.151765,1.052496,0.954328,0.962855,walk
11,0.091667,0.002859,-0.017955,-0.993405,-0.11321,1.023914,0.808285,0.051959,0.020558,0.04536,-0.924144,-0.378784,1.10076,1.024361,0.053311,-0.027202,0.008094,0.987976,0.151979,1.052705,0.954842,0.96292,walk
12,0.1,0.002937,-0.017586,-0.993404,-0.113271,1.023903,0.808246,0.051962,0.020532,0.045224,-0.924165,-0.378752,1.100762,1.024368,0.053313,-0.027163,0.008086,0.98798,0.151961,1.052931,0.955312,0.962955,walk
13,0.108333,0.00299,-0.017346,-0.993408,-0.113275,1.023893,0.808205,0.05196,0.020469,0.045106,-0.924187,-0.378715,1.100763,1.024372,0.053317,-0.027341,0.008008,0.987994,0.151844,1.053179,0.955873,0.963024,walk
14,0.116667,0.003274,-0.017042,-0.993403,-0.113356,1.023902,0.808158,0.051967,0.020468,0.045058,-0.924198,-0.378695,1.10077,1.024372,0.053318,-0.027486,0.008198,0.987969,0.151972,1.053446,0.956418,0.963006,walk
15,0.125,0.003157,-0.016803,-0.993411,-0.113327,1.023879,0.808128,0.051976,0.020401,0.044848,-0.924233,-0.378636,1.100774,1.024377,0.053322,-0.027568,0.008171,0.987969,0.151957,1.053659,0.956989,0.963012,walk
16,0.133333,0.003224,-0.016161,-0.993493,-0.112698,1.023978,0.808232,0.051933,0.02034,0.044654,-0.924254,-0.378613,1.100776,1.024385,0.05333,-0.028045,0.008027,0.987924,0.152171,1.053971,0.957676,0.963007,walk
17,0.141667,0.003277,-0.016187,-0.993425,-0.113283,1.023871,0.808076,0.051976,0.020298,0.044568,-0.924279,-0.378562,1.100782,1.024381,0.053328,-0.028524,0.008205,0.987847,0.152571,1.054169,0.958326,0.963039,walk
18,0.15,0.003596,-0.015861,-0.993423,-0.113338,1.023873,0.808051,0.05199,0.020193,0.0443,-0.924325,-0.378489,1.100798,1.024396,0.053335,-0.028595,0.008591,0.98782,0.152713,1.054416,0.958976,0.963027,walk
