Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.021147,-0.025297,-0.996604,-0.075453,1.309479,0.420415,0.043,0.025263,0.091469,-0.933574,-0.345592,1.378492,0.75341,0.050231,-0.027069,0.00378,0.962857,0.268625,1.313474,0.484876,0.947221,quasi
1,0.008333,-0.021204,-0.025268,-0.996599,-0.075515,1.309478,0.420411,0.042992,0.025329,0.091464,-0.933584,-0.345563,1.378487,0.753395,0.050245,-0.027843,0.003424,0.962877,0.26848,1.313242,0.484313,0.947139,quasi
2,0.016667,-0.021186,-0.025292,-0.996596,-0.075551,1.309475,0.420411,0.042985,0.025338,0.091595,-0.933569,-0.34557,1.378486,0.753377,0.05025,-0.027797,0.00354,0.962789,0.268798,1.312831,0.484118,0.947053,quasi
3,0.025,-0.021185,-0.025242,-0.996596,-0.07557,1.309477,0.420411,0.042975,0.025377,0.091611,-0.933572,-0.345554,1.378474,0.753376,0.050264,-0.024182,0.006351,0.963032,0.268226,1.312701,0.484775,0.946804,quasi
4,0.033333,-0.021185,-0.025212,-0.996593,-0.075612,1.309476,0.420405,0.042972,0.025415,0.091601,-0.933561,-0.345581,1.378479,0.753353,0.050284,-0.024554,0.006404,0.96293,0.268556,1.312386,0.484486,0.946787,quasi
5,0.041667,-0.021149,-0.025094,-0.996594,-0.075659,1.309467,0.420398,0.042962,0.0255,0.092207,-0.933502,-0.345575,1.37849,0.753311,0.050251,-0.025905,0.001733,0.962988,0.26829,1.311211,0.483561,0.947357,quasi
6,0.05,-0.021172,-0.025086,-0.996591,-0.075688,1.309466,0.420402,0.042963,0.025575,0.092206,-0.933499,-0.345577,1.37848,0.753309,0.050265,-0.024313,0.005992,0.962843,0.2689,1.311798,0.483999,0.946827,quasi
7,0.058333,-0.021144,-0.024913,-0.996591,-0.075758,1.309472,0.420387,0.042961,0.025563,0.092241,-0.933499,-0.34557,1.378481,0.753292,0.050279,-0.023841,0.00604,0.962635,0.269682,1.311521,0.483687,0.946829,quasi
8,0.066667,-0.021138,-0.02491,-0.996591,-0.075756,1.309466,0.420386,0.042962,0.025576,0.092349,-0.933487,-0.345572,1.378489,0.753276,0.050281,-0.024561,0.006133,0.962565,0.269867,1.311085,0.483546,0.94669,quasi
9,0.075,-0.021121,-0.024804,-0.99659,-0.07581,1.309467,0.420379,0.042956,0.025637,0.092389,-0.933479,-0.345578,1.378476,0.75327,0.050297,-0.024767,0.002074,0.962474,0.270235,1.309992,0.482705,0.947002,quasi
10,0.083333,-0.021075,-0.024869,-0.996586,-0.075852,1.309456,0.420389,0.042962,0.025658,0.092416,-0.933491,-0.345536,1.378475,0.753266,0.050305,-0.026913,0.003007,0.962382,0.270348,1.309787,0.481519,0.946778,quasi
11,0.091667,-0.021101,-0.024769,-0.996591,-0.075814,1.309446,0.420389,0.042951,0.025752,0.092499,-0.933483,-0.345529,1.378474,0.753248,0.050309,-0.026599,0.002975,0.962275,0.270758,1.309389,0.48116,0.946667,quasi
12,0.1,-0.021052,-0.024711,-0.996592,-0.075835,1.309433,0.42038,0.042942,0.02584,0.092612,-0.933435,-0.345622,1.378452,0.753232,0.050321,-0.024938,0.005727,0.962178,0.271219,1.309661,0.481213,0.946356,quasi
13,0.108333,-0.021016,-0.024635,-0.996592,-0.075861,1.309424,0.420378,0.042935,0.025964,0.092778,-0.93342,-0.345609,1.378445,0.753215,0.050332,-0.024732,0.006455,0.962119,0.271427,1.309491,0.481732,0.946227,quasi
14,0.116667,-0.020992,-0.024621,-0.996596,-0.075832,1.309418,0.420381,0.042927,0.026104,0.092997,-0.933403,-0.345584,1.378437,0.753201,0.050339,-0.025032,0.002431,0.962147,0.271369,1.308503,0.480968,0.946649,quasi
15,0.125,-0.020998,-0.024697,-0.996594,-0.075827,1.309409,0.420387,0.042918,0.026249,0.093155,-0.933374,-0.345611,1.378414,0.753182,0.050351,-0.025824,0.002597,0.962163,0.271237,1.308337,0.480716,0.946663,quasi
16,0.133333,-0.02092,-0.024736,-0.996598,-0.075777,1.309393,0.420397,0.042915,0.02632,0.093262,-0.933337,-0.345675,1.378389,0.753152,0.050366,-0.025034,0.002197,0.962007,0.271867,1.307924,0.480363,0.946572,quasi
17,0.141667,-0.020884,-0.024565,-0.996604,-0.075765,1.309379,0.4204,0.042904,0.026451,0.093445,-0.933318,-0.345666,1.378373,0.753139,0.050379,-0.025562,0.002378,0.96189,0.272227,1.307707,0.480166,0.94649,quasi
18,0.15,-0.020823,-0.024592,-0.996602,-0.075801,1.309366,0.420406,0.042897,0.026499,0.093605,-0.933279,-0.345727,1.37836,0.753132,0.050388,-0.02599,0.002987,0.961865,0.272269,1.307557,0.480081,0.946518,quasi
19,0.158333,-0.020802,-0.024635,-0.996602,-0.075795,1.309346,0.42042,0.042899,0.026582,0.093672,-0.933262,-0.345746,1.378341,0.753114,0.050406,-0.02608,0.003166,0.961833,0.272374,1.307398,0.479961,0.946434,quasi
20,0.166667,-0.020978,-0.02491,-0.996588,-0.075836,1.309308,0.42039,0.04286,0.026695,0.093892,-0.933245,-0.345723,1.378345,0.753096,0.050406,-0.026719,0.002477,0.961983,0.271787,1.307174,0.479421,0.946596,quasi
21,0.175,-0.020842,-0.024977,-0.99659,-0.075834,1.309292,0.420399,0.04286,0.026772,0.093862,-0.933208,-0.345826,1.378323,0.753087,0.050415,-0.026795,0.002775,0.96199,0.271751,1.306925,0.479295,0.946555,quasi
22,0.183333,-0.020791,-0.024966,-0.996588,-0.075876,1.309278,0.420398,0.042857,0.026883,0.093915,-0.933208,-0.345803,1.378312,0.75307,0.050414,-0.026797,0.002706,0.962031,0.271608,1.306725,0.479066,0.946584,quasi
23,0.191667,-0.020733,-0.025076,-0.996585,-0.075895,1.309262,0.420396,0.042864,0.026235,0.092262,-0.933293,-0.34607,1.378214,0.752966,0.050436,-0.026349,0.00234,0.961955,0.271925,1.306347,0.478783,0.946515,quasi
24,0.2,-0.020656,-0.025006,-0.996587,-0.075907,1.309254,0.420384,0.042852,0.026256,0.091472,-0.933272,-0.346335,1.378181,0.752878,0.050461,-0.02628,0.002611,0.961942,0.271975,1.306067,0.478723,0.946342,quasi
25,0.208333,-0.020589,-0.025032,-0.996585,-0.075947,1.309239,0.42039,0.042869,0.026377,0.091242,-0.933277,-0.346372,1.378162,0.752898,0.050478,-0.026309,0.007116,0.962198,0.270985,1.306598,0.479028,0.945948,quasi
26,0.216667,-0.02052,-0.024922,-0.996587,-0.075974,1.309234,0.420379,0.042861,0.027125,0.09362,-0.933153,-0.346013,1.378272,0.753104,0.05044,-0.0265,0.007401,0.96222,0.270881,1.306442,0.478799,0.945903,quasi
27,0.225,-0.020411,-0.024852,-0.996587,-0.076025,1.309219,0.420376,0.042866,0.027245,0.09363,-0.933141,-0.346032,1.378271,0.753115,0.050456,-0.026683,0.007736,0.962272,0.270668,1.306337,0.478525,0.945882,quasi
28,0.233333,-0.020306,-0.025012,-0.996581,-0.076077,1.309202,0.420392,0.042859,0.027325,0.093267,-0.93318,-0.34602,1.378271,0.753184,0.0505,-0.02692,0.0076,0.962393,0.270218,1.306146,0.478262,0.945962,quasi
29,0.241667,-0.020233,-0.024859,-0.996586,-0.076082,1.3092,0.420381,0.042871,0.027477,0.093521,-0.933103,-0.346146,1.378259,0.753172,0.050467,-0.027179,0.007776,0.962449,0.269986,1.306037,0.478097,0.945944,quasi
30,0.25,-0.020125,-0.025,-0.99658,-0.076151,1.309186,0.420397,0.042877,0.027522,0.092927,-0.933162,-0.346144,1.378245,0.753219,0.050511,-0.027713,0.003409,0.962513,0.269796,1.304985,0.477462,0.946474,quasi
31,0.258333,-0.020024,-0.025022,-0.996577,-0.076205,1.309167,0.420403,0.042882,0.027612,0.092825,-0.933163,-0.346163,1.378246,0.753243,0.050507,-0.028071,0.003911,0.962487,0.269844,1.304859,0.477469,0.946479,quasi
32,0.266667,-0.019928,-0.024981,-0.996583,-0.07617,1.309163,0.420408,0.042881,0.027711,0.092691,-0.933152,-0.346219,1.378259,0.75327,0.050511,-0.029131,0.004412,0.962551,0.269494,1.30478,0.477436,0.946572,quasi
33,0.275,-0.019856,-0.024866,-0.996586,-0.076187,1.309154,0.420407,0.042876,0.0278,0.092502,-0.933161,-0.346239,1.378259,0.753305,0.050516,-0.029474,0.0047,0.962619,0.269209,1.3046,0.477381,0.946555,quasi
34,0.283333,-0.019772,-0.024965,-0.996581,-0.076233,1.309142,0.420419,0.042893,0.02772,0.092241,-0.933183,-0.346256,1.37825,0.753359,0.050519,-0.029807,0.004965,0.962642,0.269087,1.304495,0.477311,0.946605,quasi
35,0.291667,-0.019715,-0.025054,-0.996578,-0.076266,1.309141,0.420431,0.042902,0.027714,0.091899,-0.933225,-0.346233,1.378255,0.753399,0.050526,-0.02973,0.004939,0.962638,0.26911,1.304295,0.477311,0.946581,quasi
36,0.3,-0.019644,-0.024998,-0.996584,-0.076226,1.309135,0.420438,0.042898,0.027632,0.091532,-0.933263,-0.346234,1.378269,0.753444,0.050528,-0.029708,0.005409,0.962559,0.269387,1.304108,0.477415,0.946503,quasi
37,0.308333,-0.019617,-0.025162,-0.996578,-0.076254,1.30913,0.420458,0.042918,0.027524,0.091218,-0.933332,-0.34614,1.378267,0.753506,0.050534,-0.029843,0.005598,0.962571,0.269322,1.303996,0.477384,0.946516,quasi
38,0.316667,-0.019586,-0.025174,-0.99658,-0.076236,1.30913,0.420463,0.042919,0.027547,0.091423,-0.933308,-0.346149,1.378303,0.753517,0.050497,-0.029629,0.001527,0.962477,0.269738,1.303882,0.477168,0.947208,quasi
39,0.325,-0.019561,-0.025239,-0.996579,-0.076228,1.309131,0.420484,0.042919,0.027365,0.090585,-0.933454,-0.345992,1.378323,0.753621,0.050527,-0.029347,0.001884,0.962515,0.269628,1.304549,0.477284,0.947814,quasi
40,0.333333,-0.019569,-0.025348,-0.996575,-0.076239,1.309133,0.420499,0.042928,0.027225,0.090167,-0.933506,-0.345971,1.378349,0.753681,0.050535,-0.029535,0.002808,0.962593,0.269322,1.304513,0.477297,0.947821,quasi
41,0.341667,-0.01954,-0.025196,-0.99658,-0.076227,1.309143,0.420502,0.042922,0.027112,0.08991,-0.933572,-0.345866,1.378384,0.753736,0.05053,-0.029741,0.003586,0.962656,0.269064,1.304498,0.477288,0.947811,quasi
42,0.35,-0.019516,-0.025267,-0.996578,-0.076245,1.309141,0.420514,0.042922,0.026947,0.089362,-0.933653,-0.345805,1.378376,0.753789,0.05053,-0.030706,0.003446,0.962428,0.269772,1.304263,0.477075,0.947427,quasi
43,0.358333,-0.019525,-0.025296,-0.996575,-0.076276,1.30914,0.420516,0.042929,0.026841,0.089172,-0.933726,-0.345664,1.378418,0.753837,0.050525,-0.030659,0.003329,0.962339,0.270097,1.304152,0.47695,0.947446,quasi
44,0.366667,-0.019526,-0.025161,-0.996574,-0.076328,1.309154,0.420518,0.042915,0.026824,0.089078,-0.933766,-0.345581,1.378446,0.753886,0.05052,-0.030457,0.003114,0.962273,0.270357,1.304065,0.476741,0.947433,quasi
