Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.020605,0.002657,-0.933196,-0.358766,-0.027499,-0.041725,0.03102,-0.013498,-0.02235,0.75368,0.656723,0.105357,0.200123,0.032733,0.027852,0.023283,-0.856427,-0.514991,0.035482,0.022338,0.944016,step_acsent
1,0.008333,-0.020642,0.00236,-0.933227,-0.358686,-0.027499,-0.041728,0.031016,-0.013426,-0.022388,0.753663,0.656742,0.105366,0.200119,0.032706,0.028306,0.022974,-0.856685,-0.51455,0.036261,0.023509,0.944023,step_acsent
2,0.016667,-0.02064,0.002155,-0.933275,-0.358563,-0.027485,-0.041726,0.031012,-0.01337,-0.022301,0.75364,0.656773,0.105387,0.200145,0.032689,0.028895,0.02277,-0.85694,-0.514102,0.036921,0.024729,0.944101,step_acsent
3,0.025,-0.020683,0.001818,-0.933329,-0.35842,-0.02747,-0.041725,0.031006,-0.013497,-0.022738,0.75365,0.656744,0.105393,0.200166,0.032691,0.029443,0.022603,-0.857119,-0.513779,0.037708,0.025943,0.94407,step_acsent
4,0.033333,-0.020701,0.001505,-0.933382,-0.358283,-0.027461,-0.041716,0.031011,-0.013676,-0.021218,0.753568,0.656885,0.105414,0.200221,0.032721,0.029954,0.021895,-0.857338,-0.513415,0.038402,0.027284,0.944166,step_acsent
5,0.041667,-0.0208,0.001239,-0.93342,-0.35818,-0.027437,-0.041724,0.030989,-0.013773,-0.021281,0.753596,0.656849,0.105425,0.200248,0.032733,0.03057,0.022229,-0.857428,-0.513214,0.039149,0.028594,0.944189,step_acsent
6,0.05,-0.020905,0.000833,-0.933485,-0.358006,-0.027415,-0.041718,0.030975,-0.013738,-0.021172,0.753587,0.656863,0.105443,0.200268,0.03273,0.031639,0.022814,-0.857568,-0.512889,0.039799,0.029746,0.944407,step_acsent
7,0.058333,-0.020929,0.000565,-0.933536,-0.357872,-0.027389,-0.041714,0.030963,-0.013742,-0.021197,0.753556,0.656898,0.105437,0.20028,0.032712,0.032167,0.022228,-0.857843,-0.512423,0.040301,0.031239,0.944172,step_acsent
8,0.066667,-0.020993,0.000252,-0.933601,-0.3577,-0.027371,-0.041708,0.030957,-0.013797,-0.021251,0.753546,0.656907,0.105425,0.200272,0.032685,0.032899,0.022089,-0.858197,-0.511788,0.040725,0.032626,0.943926,step_acsent
9,0.075,-0.021018,-0.000124,-0.933658,-0.357547,-0.027356,-0.041706,0.03095,-0.013856,-0.021526,0.753601,0.656833,0.105423,0.20027,0.032691,0.031561,0.020056,-0.8587,-0.511112,0.042184,0.03378,0.944183,step_acsent
10,0.083333,-0.021071,-0.000456,-0.933721,-0.357381,-0.027337,-0.041705,0.030938,-0.014014,-0.021673,0.753645,0.656774,0.105424,0.200277,0.032701,0.031466,0.019932,-0.858948,-0.510706,0.042966,0.035085,0.944175,step_acsent
11,0.091667,-0.021041,-0.000827,-0.933795,-0.357188,-0.027309,-0.041705,0.030919,-0.013829,-0.021624,0.753619,0.656811,0.105417,0.20026,0.03267,0.032399,0.018979,-0.859367,-0.509978,0.043677,0.036469,0.944284,step_acsent
12,0.1,-0.021116,-0.001049,-0.933875,-0.356975,-0.027269,-0.041695,0.030884,-0.014082,-0.02169,0.753648,0.656769,0.105414,0.200261,0.032673,0.032394,0.019173,-0.859571,-0.509628,0.044458,0.037918,0.944235,step_acsent
13,0.108333,-0.021203,-0.001493,-0.933929,-0.356826,-0.027247,-0.041683,0.030878,-0.013908,-0.021597,0.753653,0.656771,0.105415,0.200262,0.032638,0.032167,0.018687,-0.85995,-0.50902,0.045177,0.039251,0.944332,step_acsent
14,0.116667,-0.021183,-0.001878,-0.934019,-0.356589,-0.027232,-0.041675,0.030889,-0.013555,-0.021379,0.753639,0.6568,0.105411,0.200242,0.032596,0.033179,0.019035,-0.860173,-0.508565,0.045925,0.040733,0.94445,step_acsent
15,0.125,-0.021179,-0.002282,-0.934081,-0.356426,-0.027216,-0.04166,0.030884,-0.013673,-0.021346,0.753688,0.656743,0.10542,0.200247,0.032598,0.032815,0.017923,-0.860692,-0.507751,0.046708,0.042161,0.944422,step_acsent
16,0.133333,-0.02109,-0.002731,-0.934113,-0.356344,-0.027202,-0.041642,0.030902,-0.013323,-0.021286,0.753645,0.656802,0.105413,0.200219,0.032559,0.033082,0.018096,-0.860945,-0.507299,0.047477,0.043673,0.944561,step_acsent
17,0.141667,-0.021074,-0.003257,-0.934152,-0.356239,-0.027202,-0.041619,0.030922,-0.013444,-0.021204,0.75369,0.65675,0.105431,0.200227,0.032553,0.032707,0.016908,-0.861403,-0.506587,0.048256,0.045281,0.944661,step_acsent
18,0.15,-0.02106,-0.003546,-0.934285,-0.355888,-0.027157,-0.041564,0.030925,-0.013074,-0.020964,0.75368,0.656777,0.105444,0.200213,0.032508,0.03276,0.016591,-0.861883,-0.505777,0.048996,0.046662,0.944768,step_acsent
19,0.158333,-0.021051,-0.00388,-0.934349,-0.355716,-0.027136,-0.041531,0.030927,-0.01291,-0.0208,0.753739,0.656718,0.105468,0.200206,0.032492,0.033222,0.01602,-0.862208,-0.505211,0.04966,0.048281,0.944701,step_acsent
20,0.166667,-0.020842,-0.004284,-0.934392,-0.355609,-0.02712,-0.041509,0.030949,-0.012793,-0.020716,0.753822,0.656627,0.105505,0.200214,0.03249,0.033076,0.016173,-0.862654,-0.504453,0.050308,0.049701,0.944796,step_acsent
21,0.175,-0.020702,-0.004913,-0.934457,-0.355439,-0.027119,-0.041474,0.030987,-0.012493,-0.020292,0.753766,0.656711,0.105519,0.200199,0.032435,0.031892,0.015028,-0.863114,-0.503777,0.051161,0.051448,0.944778,step_acsent
22,0.183333,-0.020483,-0.005424,-0.934499,-0.355335,-0.027103,-0.041427,0.031021,-0.01227,-0.019994,0.753795,0.65669,0.105549,0.200194,0.032408,0.032732,0.015073,-0.863555,-0.502965,0.051901,0.052878,0.944871,step_acsent
23,0.191667,-0.020244,-0.005857,-0.934541,-0.35523,-0.027091,-0.04139,0.03104,-0.01199,-0.019579,0.753831,0.656667,0.105581,0.200186,0.032361,0.031298,0.014328,-0.864103,-0.502137,0.052597,0.05446,0.944901,step_acsent
24,0.2,-0.019928,-0.006355,-0.934589,-0.355114,-0.027101,-0.041334,0.031097,-0.013644,-0.020959,0.754619,0.655687,0.105758,0.200199,0.032641,0.030625,0.014023,-0.864618,-0.5013,0.053445,0.056035,0.944957,step_acsent
25,0.208333,-0.019622,-0.006738,-0.934644,-0.35498,-0.027133,-0.041262,0.031138,-0.012967,-0.020464,0.754717,0.655603,0.1058,0.200194,0.032566,0.030026,0.013732,-0.864992,-0.500698,0.054201,0.057685,0.94503,step_acsent
26,0.216667,-0.019015,-0.007223,-0.934685,-0.354896,-0.027187,-0.041175,0.031241,-0.01289,-0.019947,0.754793,0.655533,0.105844,0.200178,0.032551,0.029134,0.013651,-0.865559,-0.499772,0.055046,0.059161,0.944977,step_acsent
27,0.225,-0.018268,-0.0076,-0.934737,-0.354789,-0.027268,-0.041088,0.031346,-0.012868,-0.019877,0.754883,0.655432,0.105869,0.200173,0.032535,0.02828,0.012997,-0.865924,-0.499207,0.055793,0.060915,0.945005,step_acsent
28,0.233333,-0.017415,-0.007946,-0.934802,-0.354654,-0.027349,-0.040973,0.03148,-0.013032,-0.019883,0.755039,0.655248,0.105931,0.200175,0.032552,0.027804,0.013799,-0.866508,-0.498197,0.056537,0.062484,0.944817,step_acsent
29,0.241667,-0.01593,-0.0077,-0.934932,-0.354385,-0.027418,-0.040832,0.031599,-0.012977,-0.019778,0.755139,0.655138,0.105967,0.200182,0.032523,0.026635,0.014561,-0.86677,-0.497783,0.057177,0.064153,0.94467,step_acsent
