Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.012812,-0.004759,-0.745455,-0.666416,-1.20044,0.554564,0.040782,0.065742,0.039799,-0.443462,-0.892992,-0.846144,0.533817,0.040227,0.005877,-0.005948,0.658003,0.752969,-1.058063,0.552553,0.946335,stand
1,0.008333,-0.012956,-0.004841,-0.745465,-0.666401,-1.20042,0.554547,0.040773,0.065555,0.039748,-0.443546,-0.892967,-0.846127,0.533797,0.040202,0.006104,-0.005733,0.658912,0.752174,-1.057589,0.552438,0.946207,stand
2,0.016667,-0.013113,-0.005008,-0.745473,-0.666389,-1.200402,0.554527,0.040768,0.065369,0.039754,-0.443566,-0.89297,-0.846116,0.533789,0.040152,0.005147,-0.004736,0.659371,0.751785,-1.057366,0.552158,0.946421,stand
3,0.025,-0.013219,-0.005078,-0.745499,-0.666356,-1.200383,0.554516,0.040761,0.065196,0.039792,-0.443597,-0.892966,-0.846107,0.533778,0.040137,0.005121,-0.004832,0.65968,0.751514,-1.056926,0.552015,0.946342,stand
4,0.033333,-0.013285,-0.005125,-0.745532,-0.666318,-1.200367,0.554503,0.040754,0.065165,0.039864,-0.443632,-0.892947,-0.84609,0.53376,0.040123,0.005033,-0.004846,0.660278,0.750989,-1.056489,0.551853,0.946234,stand
5,0.041667,-0.013422,-0.005253,-0.745527,-0.66632,-1.200345,0.554495,0.040748,0.064951,0.039867,-0.443701,-0.892929,-0.846088,0.533746,0.040111,0.005256,-0.004494,0.661039,0.75032,-1.056035,0.551755,0.946249,stand
6,0.05,-0.013596,-0.005405,-0.745511,-0.666333,-1.200325,0.554486,0.040731,0.064886,0.039945,-0.443736,-0.892912,-0.846081,0.533722,0.040094,0.005157,-0.004068,0.661604,0.749825,-1.055726,0.551534,0.946255,stand
7,0.058333,-0.013648,-0.00556,-0.745554,-0.666283,-1.200307,0.554474,0.040738,0.064633,0.040043,-0.443858,-0.892866,-0.846077,0.533715,0.040088,0.005193,-0.003865,0.66225,0.749255,-1.055373,0.551282,0.94622,stand
8,0.066667,-0.013291,-0.005285,-0.745848,-0.665962,-1.200251,0.554455,0.040739,0.064405,0.0401,-0.443976,-0.892821,-0.84607,0.533702,0.040083,0.005034,-0.003211,0.662931,0.748657,-1.055006,0.551047,0.946196,stand
9,0.075,-0.013338,-0.005267,-0.745904,-0.665899,-1.200228,0.554449,0.040751,0.06436,0.040224,-0.444029,-0.892792,-0.846064,0.53368,0.040052,0.004858,-0.003031,0.663564,0.748097,-1.054601,0.550849,0.946117,stand
