Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,0.001348,-0.062788,0.597823,-0.799164,1.40948,0.30624,0.721534,-0.016897,0.042023,-0.796241,0.603281,1.170911,0.283927,0.710785,0.405712,-0.898169,-0.128731,-0.110083,1.300973,0.287522,0.708674,stair_decsent
1,0.008333,0.00105,-0.061921,0.596616,-0.800134,1.409267,0.306139,0.721498,-0.016743,0.042196,-0.796192,0.603338,1.170881,0.283918,0.710847,0.405726,-0.898293,-0.128128,-0.109726,1.300664,0.28745,0.708765,stair_decsent
2,0.016667,0.00079,-0.061126,0.595662,-0.800906,1.409087,0.306056,0.721457,-0.016561,0.041951,-0.796234,0.603306,1.170868,0.283924,0.710838,0.40578,-0.898377,-0.127747,-0.10928,1.300382,0.287408,0.70883,stair_decsent
3,0.025,0.000587,-0.060289,0.594813,-0.8016,1.408931,0.305972,0.721397,-0.016725,0.041854,-0.796201,0.603351,1.170851,0.283931,0.710843,0.40585,-0.898467,-0.127386,-0.108697,1.300151,0.287376,0.708914,stair_decsent
4,0.033333,0.000471,-0.05951,0.594156,-0.802145,1.408802,0.305909,0.721344,-0.016784,0.041863,-0.796184,0.603371,1.170828,0.28394,0.710856,0.405859,-0.898552,-0.127226,-0.108151,1.299888,0.287374,0.708975,stair_decsent
5,0.041667,-6e-05,-0.058537,0.593899,-0.802407,1.408739,0.305903,0.721285,-0.017041,0.041667,-0.796193,0.603366,1.170817,0.283949,0.710855,0.404755,-0.896118,-0.141349,-0.114742,1.299687,0.288675,0.706499,stair_decsent
6,0.05,-0.000489,-0.057514,0.593836,-0.802528,1.408723,0.305896,0.72122,-0.016787,0.041689,-0.796219,0.603338,1.170803,0.28398,0.710832,0.405178,-0.896086,-0.140868,-0.114089,1.299605,0.288811,0.706708,stair_decsent
7,0.058333,0.006383,-0.064607,0.590343,-0.804537,1.40826,0.304742,0.721446,-0.017055,0.041389,-0.796241,0.603322,1.170784,0.283982,0.710835,0.405326,-0.89624,-0.140061,-0.113348,1.299441,0.288778,0.706864,stair_decsent
8,0.066667,0.006278,-0.064043,0.590336,-0.804589,1.408253,0.304799,0.721372,-0.016992,0.041323,-0.796281,0.603275,1.17078,0.284018,0.710816,0.405477,-0.896434,-0.139143,-0.112401,1.299315,0.288682,0.707025,stair_decsent
9,0.075,0.006168,-0.063315,0.590389,-0.804608,1.408259,0.304864,0.7213,-0.017014,0.041237,-0.796333,0.603212,1.170764,0.284059,0.71079,0.405577,-0.896722,-0.137851,-0.111327,1.29922,0.288605,0.707202,stair_decsent
10,0.083333,0.006195,-0.062478,0.590524,-0.804574,1.408253,0.304963,0.721231,-0.017126,0.041304,-0.796347,0.603185,1.170762,0.284123,0.71075,0.405739,-0.897066,-0.136197,-0.109995,1.299169,0.288501,0.707408,stair_decsent
11,0.091667,0.006177,-0.061711,0.590609,-0.804571,1.408248,0.305048,0.721166,-0.017251,0.041653,-0.796304,0.603215,1.170735,0.284187,0.710738,0.405989,-0.897336,-0.134604,-0.108828,1.299159,0.288466,0.707587,stair_decsent
12,0.1,0.005967,-0.06075,0.590787,-0.804515,1.408256,0.305148,0.721116,-0.017341,0.041773,-0.796287,0.603226,1.17072,0.284263,0.710684,0.406323,-0.897648,-0.132635,-0.107419,1.299192,0.288474,0.707813,stair_decsent
13,0.108333,-0.002778,-0.051006,0.595507,-0.801725,1.408875,0.306684,0.720763,-0.017363,0.04211,-0.796239,0.603265,1.170675,0.284335,0.710656,0.407086,-0.898967,-0.124836,-0.102743,1.299368,0.287674,0.708923,stair_decsent
14,0.116667,-0.003215,-0.049968,0.596039,-0.801392,1.408931,0.306791,0.720705,-0.017655,0.042109,-0.796215,0.603289,1.17064,0.284386,0.710607,0.407297,-0.899064,-0.124049,-0.102006,1.299381,0.28784,0.708934,stair_decsent
15,0.125,-0.004031,-0.048842,0.596629,-0.801019,1.408998,0.306899,0.720635,-0.01777,0.042112,-0.796185,0.603324,1.170601,0.284427,0.710552,0.407553,-0.899273,-0.122782,-0.100665,1.29936,0.288067,0.708908,stair_decsent
16,0.133333,-0.004715,-0.048039,0.59711,-0.800706,1.409054,0.30698,0.720592,-0.017965,0.042334,-0.796087,0.603433,1.170543,0.284447,0.710543,0.407642,-0.899373,-0.122176,-0.100142,1.299357,0.288235,0.708921,stair_decsent
17,0.141667,-0.005262,-0.0476,0.597433,-0.800487,1.40908,0.30703,0.720554,-0.018349,0.042391,-0.795941,0.603609,1.170501,0.284448,0.710555,0.407756,-0.899364,-0.121875,-0.100134,1.299316,0.288332,0.708974,stair_decsent
18,0.15,-0.005659,-0.047361,0.597685,-0.800311,1.409099,0.307051,0.720522,-0.018235,0.042693,-0.795844,0.603719,1.170458,0.28447,0.710539,0.407792,-0.899406,-0.121602,-0.099939,1.299288,0.288418,0.709015,stair_decsent
19,0.158333,-0.005794,-0.047495,0.597744,-0.800258,1.409101,0.307075,0.720501,-0.018655,0.042874,-0.795705,0.603877,1.17043,0.284463,0.71055,0.407891,-0.899406,-0.121423,-0.099751,1.299271,0.288463,0.709044,stair_decsent
20,0.166667,-0.005742,-0.047916,0.597656,-0.800299,1.409075,0.3071,0.720491,-0.018819,0.042898,-0.795642,0.603953,1.170415,0.284462,0.710533,0.407931,-0.899414,-0.121338,-0.099617,1.299251,0.288491,0.709082,stair_decsent
21,0.175,-0.005574,-0.048464,0.597534,-0.800358,1.409045,0.307141,0.720492,-0.018841,0.043414,-0.79555,0.604036,1.1704,0.284474,0.710548,0.407928,-0.899424,-0.121348,-0.099529,1.299229,0.28851,0.709126,stair_decsent
22,0.183333,-0.005229,-0.049217,0.597288,-0.800498,1.409002,0.307182,0.720493,-0.018904,0.04355,-0.795508,0.604081,1.170393,0.284474,0.710545,0.407949,-0.89942,-0.121374,-0.09945,1.299195,0.288495,0.709143,stair_decsent
23,0.191667,-0.004688,-0.050166,0.596938,-0.800704,1.408954,0.307221,0.720494,-0.01916,0.043197,-0.795517,0.604086,1.170414,0.28445,0.710533,0.407943,-0.899416,-0.121482,-0.099373,1.299172,0.288478,0.709168,stair_decsent
24,0.2,-0.004148,-0.051405,0.596452,-0.800991,1.408891,0.307257,0.72049,-0.018939,0.04338,-0.795547,0.60404,1.170418,0.284455,0.710536,0.408027,-0.899392,-0.121514,-0.099212,1.299161,0.288434,0.709159,stair_decsent
25,0.208333,-0.003627,-0.052458,0.596102,-0.801185,1.408863,0.307294,0.720509,-0.019094,0.04364,-0.795529,0.60404,1.170442,0.284455,0.710546,0.408055,-0.899377,-0.121562,-0.099172,1.29916,0.288389,0.709152,stair_decsent
26,0.216667,-0.002932,-0.054022,0.595613,-0.801448,1.408809,0.307306,0.720515,-0.019152,0.043856,-0.795537,0.604012,1.170462,0.284442,0.710564,0.408069,-0.899383,-0.121566,-0.099051,1.299173,0.288366,0.709141,stair_decsent
27,0.225,-0.002247,-0.05541,0.595166,-0.801687,1.408786,0.307332,0.720535,-0.019169,0.043844,-0.795562,0.60398,1.170495,0.284431,0.710565,0.408116,-0.899376,-0.121563,-0.098926,1.299198,0.288328,0.709125,stair_decsent
28,0.233333,-0.001547,-0.056262,0.594803,-0.801898,1.408762,0.307324,0.720517,-0.019146,0.044035,-0.795585,0.603936,1.170527,0.284422,0.710576,0.408132,-0.899373,-0.121621,-0.098817,1.299243,0.288305,0.709129,stair_decsent
29,0.241667,-0.001044,-0.057129,0.594435,-0.802111,1.408757,0.30732,0.720523,-0.019173,0.043908,-0.795654,0.603854,1.170561,0.284405,0.710568,0.408136,-0.8994,-0.121492,-0.098716,1.299285,0.288284,0.709118,stair_decsent
30,0.25,-0.000667,-0.058132,0.594005,-0.802358,1.408742,0.30732,0.720528,-0.019203,0.044015,-0.795688,0.6038,1.17059,0.284395,0.71057,0.408126,-0.899424,-0.121413,-0.09863,1.299331,0.288276,0.709106,stair_decsent
31,0.258333,-0.00023,-0.058824,0.593613,-0.802598,1.408716,0.307305,0.720523,-0.019352,0.043994,-0.795692,0.603791,1.170618,0.284375,0.710577,0.408108,-0.899454,-0.121341,-0.098528,1.299372,0.288259,0.70911,stair_decsent
32,0.266667,2.3e-05,-0.059518,0.593257,-0.80281,1.408681,0.307286,0.720512,-0.019295,0.044248,-0.795726,0.60373,1.170638,0.28437,0.710571,0.408096,-0.899475,-0.121238,-0.098512,1.299416,0.288244,0.709116,stair_decsent
33,0.275,0.000153,-0.060047,0.592858,-0.803065,1.408623,0.307233,0.720497,-0.019121,0.044072,-0.795837,0.603603,1.170664,0.284357,0.710548,0.408032,-0.899525,-0.121146,-0.098434,1.29942,0.288225,0.709134,stair_decsent
34,0.283333,-0.000104,-0.060962,0.592496,-0.803263,1.408572,0.307248,0.720503,-0.019251,0.044363,-0.795836,0.603578,1.170673,0.284349,0.71055,0.407976,-0.899542,-0.121125,-0.098535,1.299434,0.288208,0.709158,stair_decsent
35,0.291667,-0.000169,-0.061004,0.592095,-0.803556,1.408479,0.307187,0.720475,-0.019424,0.044291,-0.795821,0.603598,1.170686,0.284316,0.71055,0.407896,-0.899579,-0.121083,-0.098575,1.299405,0.288179,0.709179,stair_decsent
36,0.3,-0.00032,-0.060858,0.591685,-0.803869,1.408405,0.307078,0.720442,-0.01947,0.044258,-0.795851,0.603559,1.170697,0.284298,0.710539,0.407827,-0.8996,-0.121105,-0.098644,1.299376,0.288157,0.7092,stair_decsent
37,0.308333,-0.000556,-0.060701,0.591278,-0.80418,1.408313,0.306984,0.720404,-0.019723,0.044146,-0.795874,0.603528,1.170705,0.284263,0.710535,0.407769,-0.899619,-0.121126,-0.098688,1.299335,0.288125,0.709238,stair_decsent
38,0.316667,-0.000882,-0.06039,0.590945,-0.804448,1.408228,0.306908,0.720367,-0.019927,0.044071,-0.795888,0.603509,1.170713,0.284241,0.710518,0.4077,-0.899646,-0.121097,-0.098759,1.299273,0.288088,0.709272,stair_decsent
39,0.325,-0.001144,-0.060084,0.59065,-0.804687,1.408157,0.306834,0.720343,-0.020005,0.043995,-0.795883,0.603518,1.170708,0.284223,0.7105,0.407658,-0.89965,-0.121144,-0.09884,1.299221,0.288056,0.709316,stair_decsent
40,0.333333,-0.001428,-0.059805,0.590315,-0.804953,1.408082,0.306743,0.720299,-0.020131,0.043916,-0.795909,0.603486,1.170705,0.284201,0.710479,0.407645,-0.899648,-0.121201,-0.098839,1.299152,0.288023,0.709349,stair_decsent
41,0.341667,-0.001853,-0.060028,0.589963,-0.805194,1.408007,0.306679,0.720287,-0.020286,0.043841,-0.795904,0.603493,1.170702,0.284171,0.710475,0.407643,-0.899633,-0.121252,-0.098923,1.299093,0.287998,0.709386,stair_decsent
42,0.35,-0.002095,-0.060359,0.589613,-0.805425,1.40793,0.306617,0.720265,-0.020413,0.043829,-0.795933,0.603451,1.1707,0.284153,0.710449,0.40767,-0.899596,-0.121371,-0.099,1.299023,0.287984,0.709413,stair_decsent
43,0.358333,-0.002327,-0.060689,0.589234,-0.805676,1.407846,0.306574,0.720235,-0.020571,0.043632,-0.795942,0.603447,1.170698,0.284129,0.710422,0.407705,-0.899565,-0.121455,-0.099031,1.298964,0.287966,0.70946,stair_decsent
44,0.366667,-0.002741,-0.060632,0.589036,-0.805825,1.407781,0.306526,0.720233,-0.020651,0.043537,-0.795924,0.603476,1.1707,0.284086,0.710408,0.407744,-0.899533,-0.121518,-0.099091,1.298892,0.287961,0.709492,stair_decsent
45,0.375,-0.002918,-0.060921,0.588721,-0.806032,1.407717,0.306471,0.720187,-0.020693,0.043974,-0.795887,0.603492,1.170676,0.284069,0.710426,0.407806,-0.899477,-0.121675,-0.099152,1.298845,0.287968,0.709527,stair_decsent
46,0.383333,-0.003236,-0.060923,0.588516,-0.806181,1.407668,0.30643,0.72017,-0.020661,0.044012,-0.795889,0.603487,1.170675,0.284042,0.710436,0.407892,-0.899449,-0.121627,-0.099114,1.298785,0.28796,0.709558,stair_decsent
