Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.018529,0.004403,0.762549,-0.64665,1.481359,0.259493,0.717248,-0.011521,0.027869,-0.954716,0.295985,1.262204,0.31142,0.712741,-0.115454,-0.078836,0.894386,-0.424887,1.442462,0.296144,1.638192,stair_decsent
1,0.008333,-0.018563,0.004527,0.762643,-0.646537,1.481354,0.259489,0.717234,-0.011483,0.027792,-0.954728,0.295957,1.262203,0.31142,0.712731,-0.115405,-0.078903,0.894361,-0.42494,1.442541,0.296154,1.638201,stair_decsent
2,0.016667,-0.018772,0.00443,0.762759,-0.646396,1.481351,0.259485,0.717245,-0.011461,0.027881,-0.954731,0.295939,1.262201,0.311424,0.712728,-0.115403,-0.07898,0.894313,-0.425027,1.442614,0.296151,1.638193,stair_decsent
3,0.025,-0.01878,0.004557,0.762838,-0.646301,1.481353,0.259465,0.71724,-0.011423,0.027842,-0.954746,0.295897,1.262197,0.311416,0.712732,-0.114724,-0.078659,0.894287,-0.425325,1.442692,0.296192,1.63807,stair_decsent
4,0.033333,-0.018899,0.004438,0.762894,-0.646232,1.481356,0.259465,0.71724,-0.011409,0.027875,-0.954751,0.295878,1.26219,0.311412,0.712725,-0.114806,-0.078802,0.894185,-0.425491,1.442749,0.296183,1.638071,stair_decsent
5,0.041667,-0.018914,0.004407,0.762964,-0.646149,1.481357,0.259462,0.717245,-0.01142,0.027872,-0.95475,0.29588,1.262179,0.311412,0.712725,-0.114796,-0.07888,0.89412,-0.425616,1.442821,0.296207,1.638067,stair_decsent
6,0.05,-0.01904,0.004452,0.762977,-0.64613,1.481368,0.25947,0.717251,-0.011363,0.027892,-0.954749,0.295884,1.26217,0.311408,0.712729,-0.115103,-0.079438,0.893972,-0.425741,1.442882,0.296162,1.638093,stair_decsent
7,0.058333,-0.018987,0.004478,0.763028,-0.646071,1.48137,0.259462,0.717256,-0.011377,0.027904,-0.954751,0.295876,1.262171,0.311408,0.712732,-0.115001,-0.079435,0.893901,-0.425919,1.442953,0.296177,1.638074,stair_decsent
8,0.066667,-0.019144,0.004521,0.763057,-0.646032,1.481376,0.259472,0.717249,-0.011371,0.027896,-0.954747,0.295889,1.262165,0.311408,0.712732,-0.114983,-0.07942,0.893786,-0.426166,1.443008,0.29619,1.638044,stair_decsent
9,0.075,-0.019128,0.004432,0.763104,-0.645978,1.481385,0.259468,0.717248,-0.011403,0.027984,-0.954755,0.295855,1.262157,0.311404,0.71273,-0.114928,-0.079427,0.89366,-0.426444,1.443063,0.296203,1.638028,stair_decsent
10,0.083333,-0.019085,0.004453,0.763113,-0.645968,1.481382,0.259461,0.717257,-0.01143,0.027828,-0.954747,0.295893,1.262143,0.311399,0.712721,-0.115185,-0.079735,0.893263,-0.427148,1.443044,0.296234,1.638086,stair_decsent
11,0.091667,-0.019118,0.004503,0.763138,-0.645937,1.481388,0.259468,0.717251,-0.011379,0.027907,-0.95475,0.295879,1.262138,0.311403,0.712725,-0.115244,-0.079837,0.893047,-0.427564,1.443076,0.296252,1.638077,stair_decsent
12,0.1,-0.019264,0.004388,0.763136,-0.645936,1.481385,0.259487,0.717254,-0.011397,0.028052,-0.954749,0.295869,1.262133,0.311401,0.712715,-0.115441,-0.080428,0.892498,-0.428546,1.443025,0.296234,1.638105,stair_decsent
13,0.108333,-0.019168,0.004403,0.763135,-0.645939,1.481393,0.259487,0.717253,-0.01145,0.028015,-0.954751,0.295864,1.262125,0.311401,0.71272,-0.115514,-0.080481,0.89212,-0.429302,1.443005,0.296235,1.638124,stair_decsent
14,0.116667,-0.019262,0.00445,0.763121,-0.645953,1.481393,0.259496,0.717245,-0.011418,0.028163,-0.954757,0.295831,1.262138,0.311404,0.712717,-0.115183,-0.080191,0.891921,-0.42986,1.443045,0.296259,1.638042,stair_decsent
