Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,0.013546,0.047281,0.992648,0.110593,1.32681,-0.434223,0.031211,-0.014561,-0.043672,0.893959,0.445778,1.378143,-0.078804,0.036248,0.020865,0.036296,-0.954075,-0.296628,1.345149,-0.263008,0.942336,quasi
1,0.008333,0.013188,0.047069,0.992656,0.11066,1.326819,-0.434222,0.031221,-0.01389,-0.043278,0.894363,0.445027,1.378282,-0.078651,0.036156,0.022572,0.036327,-0.954047,-0.29659,1.345301,-0.261644,0.942332,quasi
2,0.016667,0.012785,0.046817,0.992668,0.1107,1.326836,-0.434235,0.031252,-0.013279,-0.042661,0.894678,0.444471,1.378422,-0.07854,0.03609,0.02231,0.034661,-0.954064,-0.296753,1.345781,-0.260452,0.9424,quasi
3,0.025,0.012381,0.04684,0.992669,0.110725,1.326833,-0.434235,0.03128,-0.01255,-0.042006,0.895024,0.443858,1.378598,-0.078444,0.036008,0.022839,0.034097,-0.954031,-0.296886,1.345885,-0.258783,0.942207,quasi
4,0.033333,0.011903,0.04696,0.99267,0.110724,1.326813,-0.434233,0.031315,-0.011951,-0.041294,0.895407,0.443169,1.378767,-0.078357,0.035947,0.023128,0.034491,-0.954114,-0.29655,1.346137,-0.257066,0.941948,quasi
5,0.041667,0.011507,0.047009,0.992672,0.110727,1.326786,-0.434218,0.031338,-0.011582,-0.040689,0.89572,0.442602,1.378917,-0.078297,0.035886,0.024178,0.033875,-0.954273,-0.296025,1.346466,-0.25553,0.942008,quasi
6,0.05,0.01111,0.047242,0.992665,0.110728,1.326754,-0.434204,0.031371,-0.011167,-0.040387,0.895985,0.442104,1.379036,-0.078241,0.035823,0.025077,0.033012,-0.954294,-0.295979,1.346665,-0.253857,0.942022,quasi
7,0.058333,0.010604,0.047561,0.992663,0.110658,1.326723,-0.43419,0.031402,-0.010773,-0.040286,0.896157,0.441774,1.379119,-0.07822,0.035755,0.024558,0.033421,-0.954432,-0.295532,1.346934,-0.25219,0.941805,quasi
8,0.066667,0.010003,0.047984,0.992662,0.110539,1.326659,-0.434179,0.031444,-0.010314,-0.040382,0.896294,0.441497,1.379167,-0.078227,0.035682,0.02634,0.031623,-0.954516,-0.295305,1.347242,-0.250419,0.942049,quasi
9,0.075,0.009411,0.048524,0.992652,0.110449,1.326618,-0.434152,0.031499,-0.009843,-0.040486,0.896412,0.441258,1.37919,-0.078235,0.035618,0.026105,0.032196,-0.954689,-0.294706,1.347564,-0.248698,0.941997,quasi
10,0.083333,0.008717,0.04906,0.992645,0.110329,1.326562,-0.434117,0.031556,-0.009479,-0.040709,0.896518,0.441032,1.379216,-0.078268,0.035559,0.027114,0.031382,-0.954867,-0.294125,1.347863,-0.246902,0.942097,quasi
11,0.091667,0.007924,0.049433,0.992649,0.110189,1.326498,-0.43408,0.031626,-0.009824,-0.041115,0.896517,0.440989,1.379244,-0.078358,0.035461,0.027084,0.031425,-0.955039,-0.293565,1.348216,-0.245007,0.941956,quasi
12,0.1,0.007036,0.049899,0.992658,0.109958,1.326439,-0.434044,0.031714,-0.009557,-0.041438,0.896587,0.440821,1.379261,-0.078391,0.035404,0.027944,0.030447,-0.955124,-0.29331,1.348704,-0.24316,0.942033,quasi
13,0.108333,0.00616,0.050376,0.992666,0.109719,1.326376,-0.434013,0.031803,-0.00916,-0.041538,0.896659,0.440674,1.379268,-0.078414,0.035337,0.028112,0.030101,-0.955208,-0.293057,1.349106,-0.241269,0.942031,quasi
14,0.116667,0.005027,0.051184,0.99267,0.109366,1.326306,-0.433977,0.031917,-0.008877,-0.041687,0.896726,0.44053,1.379285,-0.07845,0.035269,0.027684,0.029402,-0.955489,-0.292249,1.349576,-0.239346,0.942112,quasi
15,0.125,0.003844,0.0519,0.992682,0.108972,1.326235,-0.43393,0.032043,-0.008532,-0.041851,0.896811,0.440348,1.379314,-0.078478,0.035197,0.028343,0.028572,-0.955889,-0.290957,1.350137,-0.237458,0.942211,quasi
16,0.133333,0.002675,0.052662,0.992684,0.108621,1.326166,-0.43387,0.032177,-0.008145,-0.041927,0.896895,0.440176,1.379342,-0.07851,0.03514,0.027591,0.028094,-0.956028,-0.29062,1.350456,-0.235408,0.94208,quasi
17,0.141667,0.001352,0.05369,0.992669,0.108276,1.326077,-0.433807,0.032336,-0.007754,-0.041854,0.896968,0.44004,1.379377,-0.07854,0.035075,0.028974,0.027129,-0.956232,-0.289906,1.351109,-0.233529,0.942241,quasi
18,0.15,-0.000169,0.055399,0.992609,0.107976,1.325995,-0.433761,0.032543,-0.007303,-0.04186,0.897054,0.439873,1.379404,-0.07855,0.035024,0.028887,0.025743,-0.95651,-0.28912,1.351575,-0.231678,0.942499,quasi
19,0.158333,-0.002033,0.057642,0.992506,0.107728,1.325887,-0.433723,0.032803,-0.006801,-0.041714,0.897157,0.439685,1.379436,-0.078545,0.034972,0.028255,0.0257,-0.956678,-0.288631,1.352169,-0.229486,0.942219,quasi
20,0.166667,-0.003972,0.059603,0.9924,0.107584,1.3258,-0.433663,0.033058,-0.006286,-0.041431,0.897216,0.439599,1.379485,-0.078542,0.034923,0.028242,0.024129,-0.956975,-0.287784,1.352555,-0.227533,0.942399,quasi
