Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.001702,0.01354,0.998374,-0.055345,1.337612,1.084816,0.055501,-0.020639,-0.061702,0.961133,0.26831,1.337376,1.354307,0.057492,0.022882,0.003987,-0.999682,0.009791,1.307507,1.235647,0.96518,walk
1,0.008333,-0.00166,0.013066,0.998381,-0.055332,1.337623,1.084767,0.055515,-0.020595,-0.061689,0.961148,0.268263,1.337378,1.354318,0.057488,0.023223,0.004199,-0.999666,0.010539,1.307573,1.236226,0.965194,walk
2,0.016667,-0.001649,0.012645,0.998386,-0.055343,1.337638,1.084719,0.055531,-0.020632,-0.061603,0.961164,0.268223,1.337378,1.354322,0.057492,0.023694,0.003833,-0.999652,0.01098,1.307612,1.236865,0.965225,walk
3,0.025,-0.001307,0.012915,0.998344,-0.056035,1.337546,1.084799,0.055461,-0.020624,-0.061478,0.96117,0.268229,1.337378,1.354325,0.057499,0.02394,0.004068,-0.999636,0.011738,1.307645,1.237487,0.96528,walk
4,0.033333,-0.001251,0.012678,0.998342,-0.056134,1.337562,1.084763,0.055459,-0.020622,-0.061266,0.961187,0.268216,1.337387,1.354333,0.057504,0.02422,0.004429,-0.99962,0.01239,1.308115,1.238347,0.96538,walk
5,0.041667,-0.001161,0.012358,0.998344,-0.056166,1.337566,1.084736,0.055457,-0.020593,-0.061155,0.961202,0.268191,1.337391,1.354329,0.057509,0.024349,0.004393,-0.999605,0.013344,1.308069,1.239058,0.965444,walk
6,0.05,-0.001154,0.012127,0.998344,-0.056226,1.337579,1.084704,0.05545,-0.020592,-0.061044,0.961219,0.268156,1.337396,1.354331,0.057504,0.024665,0.004511,-0.999588,0.013946,1.308117,1.239744,0.965515,walk
7,0.058333,-0.001133,0.011852,0.998348,-0.056218,1.337587,1.084672,0.05545,-0.020569,-0.060904,0.961242,0.268109,1.337402,1.354339,0.057504,0.024989,0.004532,-0.999571,0.014621,1.308131,1.240521,0.965559,walk
8,0.066667,-0.00106,0.011666,0.998346,-0.056282,1.337598,1.084645,0.055448,-0.020515,-0.060795,0.961258,0.268079,1.337407,1.354351,0.057499,0.025413,0.004692,-0.999553,0.015016,1.30822,1.241264,0.965604,walk
9,0.075,-0.001055,0.011443,0.998348,-0.056297,1.337605,1.084619,0.055453,-0.02047,-0.060618,0.961279,0.268048,1.337417,1.354363,0.0575,0.02584,0.004678,-0.99953,0.015826,1.308222,1.242082,0.965626,walk
10,0.083333,-0.001095,0.011236,0.998349,-0.056321,1.337615,1.084592,0.055458,-0.020506,-0.060452,0.961292,0.268035,1.337433,1.354369,0.057507,0.026434,0.004308,-0.999506,0.01646,1.308236,1.242932,0.96566,walk
