Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,0.029183,0.012616,0.749955,0.660724,1.166368,-0.808889,0.02478,0.009123,0.021764,-0.591046,-0.806292,1.432293,-0.743308,0.023678,0.027358,-5.3e-05,-0.708439,-0.705241,1.353728,-0.806209,0.929331,stair_acsent
1,0.008333,0.028971,0.012539,0.749917,0.660778,1.166357,-0.808867,0.024796,0.008772,0.021329,-0.591044,-0.806309,1.432281,-0.743326,0.02366,0.027511,-0.000921,-0.708454,-0.70522,1.354685,-0.805988,0.929365,stair_acsent
2,0.016667,0.02875,0.012735,0.749871,0.660836,1.166342,-0.808848,0.024828,0.008295,0.02156,-0.591438,-0.80602,1.432281,-0.743335,0.023659,0.027028,-0.000895,-0.70851,-0.705183,1.355822,-0.805801,0.929336,stair_acsent
3,0.025,0.028494,0.012948,0.749828,0.660892,1.166345,-0.808813,0.024871,0.008224,0.021104,-0.591403,-0.806058,1.432293,-0.743355,0.02367,0.02615,-0.000231,-0.709093,-0.70463,1.356983,-0.805694,0.929364,stair_acsent
4,0.033333,0.028259,0.013226,0.749774,0.660959,1.166337,-0.808773,0.024915,0.007882,0.018951,-0.590768,-0.806581,1.43212,-0.743308,0.023772,0.025857,-0.001023,-0.709101,-0.704632,1.357917,-0.805514,0.929383,stair_acsent
5,0.041667,0.028001,0.01361,0.749717,0.661026,1.166331,-0.808734,0.024983,0.007739,0.018258,-0.590927,-0.806481,1.432136,-0.743351,0.023773,0.025332,-0.001489,-0.709188,-0.704563,1.35901,-0.805415,0.9294,stair_acsent
6,0.05,0.027594,0.01408,0.749745,0.661001,1.16633,-0.808673,0.025067,0.007238,0.018012,-0.59123,-0.806269,1.432178,-0.743376,0.02378,0.024842,-0.001598,-0.709594,-0.704171,1.360162,-0.805308,0.929361,stair_acsent
7,0.058333,0.027053,0.014584,0.749675,0.661092,1.166334,-0.808551,0.025191,0.007228,0.016735,-0.590925,-0.806521,1.432177,-0.743428,0.023832,0.024655,-0.002191,-0.709587,-0.704183,1.36116,-0.805294,0.92942,stair_acsent
8,0.066667,0.02616,0.015193,0.749911,0.660846,1.166392,-0.808433,0.025351,0.00673,0.016131,-0.591307,-0.806257,1.432213,-0.743482,0.02385,0.023833,-0.002224,-0.709914,-0.703881,1.362157,-0.805228,0.929447,stair_acsent
9,0.075,0.025061,0.015848,0.750243,0.660497,1.166499,-0.808275,0.025515,0.006042,0.01781,-0.592561,-0.805306,1.432452,-0.743583,0.023752,0.022413,-0.002239,-0.710008,-0.703834,1.363127,-0.805375,0.929358,stair_acsent
10,0.083333,0.023355,0.016478,0.750806,0.659905,1.166669,-0.8081,0.025774,0.005264,0.0176,-0.592949,-0.805031,1.432493,-0.743594,0.023736,0.021163,-0.001802,-0.710401,-0.703477,1.364046,-0.805467,0.929261,stair_acsent
11,0.091667,0.020943,0.017552,0.751704,0.658934,1.166782,-0.807902,0.026105,0.004693,0.017198,-0.593214,-0.804847,1.432521,-0.74362,0.023743,0.019858,-0.002941,-0.71062,-0.70329,1.36504,-0.805542,0.929196,stair_acsent
12,0.1,0.017532,0.018301,0.753064,0.657459,1.167062,-0.80751,0.02659,0.004173,0.016677,-0.593385,-0.804735,1.432543,-0.743668,0.023715,0.019373,-0.003921,-0.711209,-0.702703,1.365776,-0.805422,0.929345,stair_acsent
