Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,-0.022835,0.014386,0.792178,-0.609693,-0.252033,-0.341149,0.028995,0.017792,-0.083963,0.936285,-0.340594,-0.546126,-0.175024,0.028946,0.017419,0.016445,-0.866155,0.499201,-0.426398,-0.300665,0.93091,stand
1,0.008333,-0.022371,0.01381,0.79218,-0.609721,-0.251996,-0.341162,0.029038,0.017832,-0.083916,0.936284,-0.340605,-0.546129,-0.175022,0.028941,0.016935,0.016185,-0.865986,0.49952,-0.426575,-0.300675,0.930805,stand
2,0.016667,-0.022937,0.014554,0.792173,-0.609691,-0.252045,-0.341137,0.028993,0.017868,-0.083961,0.936275,-0.340618,-0.546126,-0.175014,0.028938,0.01764,0.016504,-0.865985,0.499486,-0.426685,-0.300629,0.930887,stand
3,0.025,-0.022939,0.014604,0.792166,-0.6097,-0.252055,-0.341132,0.028989,0.017885,-0.084018,0.936271,-0.340613,-0.54613,-0.17501,0.028931,0.017415,0.016166,-0.86605,0.499392,-0.426848,-0.300603,0.930854,stand
4,0.033333,-0.022947,0.014611,0.792181,-0.609679,-0.252053,-0.341127,0.028991,0.017897,-0.084014,0.936253,-0.340664,-0.54613,-0.175005,0.028927,0.017317,0.015889,-0.866143,0.499243,-0.427085,-0.30057,0.930848,stand
5,0.041667,-0.022286,0.013805,0.792207,-0.60969,-0.252011,-0.341146,0.029047,0.017902,-0.08385,0.936266,-0.340667,-0.546129,-0.174999,0.028923,0.017476,0.015896,-0.866303,0.49896,-0.427234,-0.300527,0.930921,stand
6,0.05,-0.022932,0.014765,0.792185,-0.609671,-0.252068,-0.341112,0.028988,0.01792,-0.08381,0.936258,-0.3407,-0.546128,-0.174993,0.028914,0.017282,0.015842,-0.866458,0.498699,-0.42743,-0.300504,0.930974,stand
7,0.058333,-0.022414,0.014086,0.792195,-0.609693,-0.252047,-0.341147,0.029034,0.017941,-0.08381,0.936253,-0.340712,-0.546138,-0.174977,0.028912,0.017101,0.015897,-0.866612,0.498436,-0.427578,-0.300502,0.931098,stand
8,0.066667,-0.022082,0.013681,0.792203,-0.609705,-0.252013,-0.341159,0.029045,0.017942,-0.083717,0.936247,-0.340752,-0.546141,-0.174968,0.028909,0.01704,0.015573,-0.866767,0.49818,-0.427745,-0.300488,0.931087,stand
9,0.075,-0.022073,0.013713,0.792217,-0.609686,-0.252012,-0.341155,0.029042,0.017968,-0.083713,0.936239,-0.340773,-0.546145,-0.174959,0.028909,0.016829,0.015059,-0.86683,0.498093,-0.427969,-0.300518,0.93101,stand
10,0.083333,-0.022067,0.013759,0.792218,-0.609683,-0.252022,-0.341144,0.029041,0.017968,-0.083646,0.936239,-0.340789,-0.546148,-0.174951,0.028904,0.016802,0.014563,-0.866983,0.497841,-0.428067,-0.300473,0.930934,stand
11,0.091667,-0.022132,0.013849,0.792226,-0.609669,-0.252021,-0.341148,0.029048,0.018031,-0.083579,0.936245,-0.340785,-0.54615,-0.174945,0.028903,0.016738,0.014105,-0.867046,0.497748,-0.428241,-0.300462,0.930858,stand
12,0.1,-0.022847,0.014976,0.792208,-0.609639,-0.252104,-0.341104,0.028988,0.018032,-0.083512,0.93623,-0.340842,-0.546148,-0.174934,0.028898,0.017209,0.015966,-0.866498,0.498629,-0.428588,-0.300716,0.931287,stand
13,0.108333,-0.022405,0.014408,0.792226,-0.609647,-0.252062,-0.34112,0.029032,0.018024,-0.083428,0.93624,-0.340837,-0.54615,-0.174925,0.028893,0.017212,0.016291,-0.866302,0.498957,-0.428768,-0.300722,0.931445,stand
14,0.116667,-0.022069,0.013905,0.792245,-0.609646,-0.252031,-0.341138,0.029061,0.018106,-0.083411,0.93623,-0.340863,-0.546154,-0.174919,0.028894,0.016771,0.015796,-0.866391,0.498834,-0.428855,-0.300619,0.93136,stand
15,0.125,-0.022025,0.01388,0.792262,-0.609625,-0.252019,-0.341121,0.029066,0.018115,-0.083418,0.936238,-0.340839,-0.546148,-0.174909,0.028878,0.017136,0.016066,-0.866822,0.498064,-0.429044,-0.300702,0.931556,stand
16,0.133333,-0.022816,0.015085,0.792234,-0.609605,-0.252103,-0.341076,0.028999,0.018118,-0.083361,0.936243,-0.340839,-0.546149,-0.1749,0.028878,0.017378,0.016244,-0.866923,0.497875,-0.42906,-0.300654,0.931587,stand
17,0.141667,-0.022293,0.014478,0.792256,-0.60961,-0.252056,-0.341087,0.029047,0.018134,-0.083349,0.936239,-0.340852,-0.546152,-0.17489,0.028874,0.01749,0.016179,-0.866994,0.497748,-0.429112,-0.300589,0.931613,stand
18,0.15,-0.021983,0.013932,0.792282,-0.609599,-0.252023,-0.341102,0.029073,0.018122,-0.083173,0.936255,-0.340853,-0.546149,-0.174884,0.028874,0.017438,0.016219,-0.867101,0.497563,-0.429148,-0.300552,0.931607,stand
19,0.158333,-0.021903,0.013949,0.792254,-0.609639,-0.252023,-0.341094,0.029068,0.018173,-0.083222,0.936251,-0.340848,-0.546147,-0.174873,0.028861,0.017421,0.01619,-0.86721,0.497375,-0.429174,-0.300465,0.931664,stand
20,0.166667,-0.021957,0.014054,0.792276,-0.609606,-0.252027,-0.341089,0.029074,0.018169,-0.083057,0.936269,-0.34084,-0.546145,-0.174867,0.028859,0.016991,0.015537,-0.867389,0.497097,-0.429234,-0.300365,0.93155,stand
21,0.175,-0.02265,0.015149,0.792245,-0.609595,-0.252104,-0.341052,0.029005,0.018195,-0.083007,0.936265,-0.340862,-0.546143,-0.174856,0.028865,0.016313,0.015255,-0.867551,0.496847,-0.429336,-0.300295,0.931554,stand
22,0.183333,-0.022638,0.015165,0.792258,-0.609578,-0.252099,-0.341043,0.029002,0.018263,-0.083024,0.936265,-0.340853,-0.546151,-0.17485,0.028848,0.016134,0.015073,-0.867649,0.496687,-0.429361,-0.300242,0.931543,stand
