Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z,gait_type
0,0.0,0.011174,-0.003579,0.990061,0.140149,-0.115368,0.574016,0.376862,-0.017979,0.010696,-0.935538,-0.352608,-0.094956,0.786834,0.381516,0.00581,-0.016656,0.951228,0.307984,-0.11783,0.606407,1.282388,step_decsent
1,0.008333,0.011243,-0.003755,0.990061,0.140137,-0.115354,0.574031,0.376862,-0.018008,0.010802,-0.935469,-0.352784,-0.09496,0.786831,0.381491,0.005796,-0.016878,0.951307,0.307727,-0.118093,0.606262,1.282375,step_decsent
2,0.016667,0.011509,-0.004624,0.990095,0.13985,-0.115309,0.574121,0.376827,-0.018054,0.010889,-0.935409,-0.352939,-0.094965,0.786821,0.381478,0.005724,-0.016651,0.95119,0.308104,-0.118301,0.60604,1.282219,step_decsent
3,0.025,0.011597,-0.004881,0.990129,0.139591,-0.11526,0.5742,0.376815,-0.018146,0.010906,-0.935343,-0.353109,-0.094971,0.786818,0.381457,0.00586,-0.016345,0.951284,0.307828,-0.118514,0.605837,1.282274,step_decsent
4,0.033333,0.011643,-0.005014,0.990137,0.139526,-0.11523,0.574215,0.376805,-0.017993,0.011225,-0.935316,-0.353178,-0.094954,0.786827,0.381462,0.005821,-0.016311,0.951333,0.307678,-0.118767,0.605614,1.28225,step_decsent
5,0.041667,0.011691,-0.005052,0.990124,0.139617,-0.115215,0.574219,0.376807,-0.018047,0.011343,-0.935271,-0.353289,-0.094959,0.786823,0.381455,0.005756,-0.016194,0.951446,0.307337,-0.118982,0.605292,1.282219,step_decsent
6,0.05,0.011725,-0.005018,0.990113,0.139693,-0.115208,0.574206,0.376808,-0.018204,0.011388,-0.935203,-0.353462,-0.09497,0.78681,0.381443,0.005902,-0.016345,0.951497,0.307168,-0.119292,0.604984,1.282152,step_decsent
7,0.058333,0.011763,-0.00512,0.990097,0.139799,-0.115193,0.5742,0.376808,-0.018111,0.011652,-0.935132,-0.353644,-0.094973,0.786812,0.381453,0.005805,-0.016405,0.951569,0.306943,-0.119553,0.60473,1.282046,step_decsent
8,0.066667,0.011765,-0.005203,0.990082,0.139898,-0.115162,0.574176,0.376804,-0.018002,0.011752,-0.935086,-0.353768,-0.094965,0.786823,0.381459,0.005888,-0.016489,0.951619,0.306782,-0.119886,0.604476,1.281961,step_decsent
9,0.075,0.011823,-0.005225,0.990073,0.139958,-0.11514,0.57417,0.376789,-0.018086,0.011727,-0.935026,-0.353923,-0.094977,0.78681,0.38146,0.00614,-0.016269,0.951828,0.306138,-0.120197,0.604136,1.282045,step_decsent
