frame_id,timestamp,gait_type,root_position_x,root_position_y,root_position_z,root_orientation_x,root_orientation_y,root_orientation_z,root_linear_velocity_x,root_linear_velocity_y,root_linear_velocity_z,root_angular_velocity_x,root_angular_velocity_y,root_angular_velocity_z,left_linear_velocity_x,left_linear_velocity_y,left_linear_velocity_z,right_linear_velocity_x,right_linear_velocity_y,right_linear_velocity_z,left_pos_rel_x,left_pos_rel_y,left_pos_rel_z,right_pos_rel_x,right_pos_rel_y,right_pos_rel_z
1,0.004167,stand,-0.049403,-0.024097,0.954309,0.010848,-0.013494,0.005518,-0.0626349892008649,-0.0095992320614355,-0.0011999040076872,-0.1104340051156538,0.182779053479708,0.065752625993017,-0.0271178305735545,0.1283897288216894,0.0011999040076789,-0.0038396928245745,-0.0057595392368601,0.0031197504199661,-0.0014879999999999,0.155633,-0.922977,0.0039679999999999,-0.170474,-0.926865
2,0.008333,stand,-0.049653,-0.024122,0.954302,0.01099,-0.01388,0.005402,-0.0600096015362458,-0.0060009601536247,-0.0016802688430099,-0.066416874115896,0.1862981457073875,0.0545734637475919,-0.0424867978876628,0.1437830052808488,0.0004800768122904,-0.0074411905904935,-0.0045607297167592,0.0050408065290446,-0.0014149999999999,0.156257,-0.922968,0.004187,-0.170468,-0.926837
3,0.0125,stand,-0.049913,-0.024179,0.954334,0.01107,-0.014373,0.005184,-0.0623950083993271,-0.0136789056875445,0.0076793856491557,-0.0356967614278642,0.2379844939905697,0.1025280422658961,-0.0475161987041029,0.1567074634029246,0.0026397888168939,-0.0155987520998326,-0.0158387329013637,0.0023998080153586,-0.001353,0.156967,-0.922989,0.0043819999999999,-0.170477,-0.926859
4,0.016667,stand,-0.050285,-0.02418,0.954258,0.012102,-0.015004,0.004694,-0.0892728581713473,-0.0002399808015361,-0.0182385409167182,-0.49038311078247,0.3081042671265757,0.2388587808156384,-0.0417566594672427,0.1538276937844978,0.0,-0.0261579073674101,-0.0393568514518832,-0.0045596352291812,-0.0011549999999999,0.157609,-0.922913,0.004645,-0.17064,-0.926802
5,0.020833,stand,-0.050547,-0.024238,0.954271,0.01226,-0.015504,0.004482,-0.0628900624099852,-0.0139222275564087,0.0031204992798679,-0.0732298678997203,0.2416364466462284,0.0999713292920194,-0.045127220355257,0.1507441190590536,-0.0081613058089292,-0.039126260201633,-0.0765722515602529,-0.0040806529044646,-0.0010809999999999,0.158295,-0.92296,0.0047439999999999,-0.170901,-0.926832
6,0.025,stand,-0.050777,-0.024293,0.954282,0.012342,-0.015964,0.004334,-0.0551955843532519,-0.0131989440844731,0.0026397888168906,-0.0373049817298041,0.221843804235711,0.0689059175598334,-0.0686345092392612,0.1720662347012228,0.012958963282937,-0.0407967362610982,-0.0998320134389248,-0.0119990400767941,-0.0011369999999999,0.159067,-0.922917,0.004804,-0.171262,-0.926893
7,0.029167,stand,-0.05104,-0.02436,0.954291,0.012429,-0.016511,0.004159,-0.0631149508039355,-0.016078713702904,0.0021598272138317,-0.0393223592343476,0.2637696098907021,0.0813830021535758,-0.0587952963762887,0.1658267338612905,-0.0007199424046066,-0.0395968322534193,-0.1298296136309062,-0.0155987520998318,-0.0011189999999999,0.159825,-0.922929,0.004902,-0.171736,-0.926967
8,0.033333,stand,-0.051318,-0.024419,0.954299,0.012506,-0.016981,0.003922,-0.0667306769083053,-0.014162265962554,0.0019203072491617,-0.0341884214877018,0.2272172527374899,0.1115428559177256,-0.0657705232837261,0.1701872299567899,0.0009601536245792,-0.0196831493038883,-0.1385021603456538,0.0004800768122896,-0.0011149999999999,0.1605929999999999,-0.922933,0.005098,-0.172254,-0.926973
9,0.0375,stand,-0.051559,-0.024491,0.954296,0.012606,-0.017428,0.00365,-0.0578353731701459,-0.0172786177105829,-0.0007199424046016,-0.0449748386668687,0.2163795742149779,0.1286364127072119,-0.066714662826974,0.1701463882889406,-0.00287976961843,-0.0295176385889141,-0.1288696904247684,0.0074394048476121,-0.001152,0.161374,-0.922942,0.0052159999999999,-0.172719,-0.926939
10,0.041667,stand,-0.051817,-0.02457,0.954307,0.012749,-0.017797,0.003391,-0.0619150467962565,-0.0189584833213349,0.0026397888168906,-0.0658475893869457,0.1789397324603883,0.1232317244316727,-0.0566354691624669,0.1607871370290384,-0.00287976961843,-0.0343172546196297,-0.1199904007679385,0.0031197504199661,-0.0011299999999999,0.162123,-0.922965,0.005331,-0.17314,-0.926937
11,0.045833,stand,-0.052089,-0.024657,0.954303,0.012888,-0.018289,0.003088,-0.0652904464714358,-0.0208833413346127,-0.0009601536245808,-0.063385747754747,0.2383060502053972,0.1435876118005027,-0.0547287566010559,0.1548247719635092,0.0098415746519441,-0.0489678348535772,-0.1137782045127226,-0.0096015362457989,-0.0010859999999999,0.1628549999999999,-0.92292,0.005399,-0.173527,-0.926973
12,0.05,stand,-0.052374,-0.024748,0.954283,0.012932,-0.018702,0.002735,-0.0683945284377233,-0.0218382529397649,-0.0047996160307223,-0.0174454635792501,0.2004837582517216,0.167204333817219,-0.0587952963762903,0.1473482121430292,0.0045596352291812,-0.0499160067194623,-0.0967122630189618,-0.0069594432445407,-0.001046,0.1635599999999999,-0.922881,0.0054759999999999,-0.173839,-0.926982
13,0.054167,stand,-0.052643,-0.024841,0.954242,0.012871,-0.018899,0.002399,-0.0645548356131522,-0.0223182145428364,-0.0098392128629608,0.0325321726648752,0.0965509913622846,0.1594518260659024,-0.0587952963762887,0.1372690184785258,-0.0047996160307173,-0.0436765058795283,-0.0808735301175849,-0.0043196544276451,-0.0010219999999999,0.164225,-0.92286,0.005563,-0.174083,-0.926959
14,0.058333,stand,-0.052929,-0.024922,0.954196,0.012824,-0.01932,0.002118,-0.0686509841574638,-0.0194431108977439,-0.0110417666826669,0.0255487615811949,0.2038045926584517,0.1318300346852221,-0.0590494479116665,0.1351416226596206,0.0019203072491601,-0.0398463754200687,-0.0758521363418172,-0.0055208833413351,-0.000982,0.164869,-0.922806,0.0056829999999999,-0.174318,-0.926936
15,0.0625,stand,-0.05319,-0.025028,0.954183,0.012763,-0.019737,0.001814,-0.062634989200865,-0.0254379649628034,-0.0031197504199761,0.0324694922341664,0.2019637779864111,0.1427293795570892,-0.0662347012239017,0.1199904007679387,0.021838252939765,-0.0254379649628017,-0.0751139908807314,-0.0009599232061436,-0.0009969999999999,0.1654749999999999,-0.922702,0.005838,-0.174525,-0.926927
16,0.066667,stand,-0.05342,-0.025113,0.954164,0.012766,-0.020138,0.001534,-0.0551955843532519,-0.0203983681305491,-0.0045596352291795,0.0015192061102471,0.1941951650179778,0.1319177428121762,-0.0403167746580276,0.102471802255822,-0.0007199424046083,-0.0275977921766268,-0.0607151427885776,-0.0033597312215023,-0.0009349999999999,0.165987,-0.922686,0.005953,-0.174693,-0.926922
17,0.070833,stand,-0.053679,-0.025217,0.954135,0.012721,-0.020374,0.001305,-0.0621699471915496,-0.0249639942390783,-0.0069611137782181,0.0239604880605339,0.114674739697497,0.1080218103692262,-0.0230436869899181,0.078252520403263,-0.007921267402784,-0.0285645703312533,-0.0508881421027341,-0.0014402304368696,-0.000772,0.1664169999999999,-0.92269,0.0060929999999999,-0.174801,-0.926899
18,0.075,stand,-0.053942,-0.025338,0.954129,0.012594,-0.020702,0.001029,-0.0631149508039354,-0.029037676985841,-0.0014398848092033,0.063811323005899,0.159036322632302,0.1291833906347824,-0.0227981761459077,0.0664746820254377,-0.0067194624430046,-0.0220782337412994,-0.0405567554595637,0.0021598272138225,-0.000604,0.166815,-0.922712,0.0062639999999999,-0.174849,-0.926884
19,0.079167,stand,-0.054195,-0.025443,0.954105,0.012554,-0.020888,0.000801,-0.0607151427885776,-0.0251979841612672,-0.0057595392368668,0.0215319831735252,0.0906347997890606,0.1078757914562403,-0.0203983681305499,0.0549556035517174,-0.001439884809215,-0.0230381569474439,-0.0463162946964239,-0.001439884809215,-0.0004359999999999,0.167149,-0.922694,0.006421,-0.174937,-0.926866
20,0.083333,stand,-0.054425,-0.025548,0.954092,0.012572,-0.021197,0.000552,-0.0552088334133463,-0.0252040326452234,-0.0031204992798679,-0.006065246646801,0.1498774612473756,0.1178191044599373,-0.036245799327892,0.0508881421027339,0.0156024963994228,-0.0184829572731638,-0.042726836293803,-0.0014402304368696,-0.0003569999999999,0.167466,-0.922616,0.006574,-0.17501,-0.926859
21,0.0875,stand,-0.054649,-0.025633,0.954054,0.012641,-0.021337,0.000417,-0.053755699544037,-0.0203983681305491,-0.0091192704583857,-0.0317208866482902,0.0680478046881427,0.0646313063599078,-0.0182385409167266,0.0263978881689463,0.004799616030719,-0.0211183105351583,-0.0458363330933585,0.0002399808015361,-0.0002089999999999,0.1676609999999999,-0.922558,0.00671,-0.175116,-0.92682
22,0.091667,stand,-0.054882,-0.025741,0.954031,0.012694,-0.021496,0.000213,-0.0559155267578586,-0.0259179265658748,-0.005519558435324,-0.023333439605662,0.0775797210394338,0.097459360405809,-0.0098392128629724,0.011759059275263,-0.0014398848092167,-0.0203983681305482,-0.0463162946964239,0.001439884809215,-1.7000000000003124e-05,0.167818,-0.922541,0.006858,-0.175201,-0.926791
23,0.095833,stand,-0.055091,-0.025853,0.954018,0.012829,-0.021534,6.7e-05,-0.0501680268843016,-0.0268843014882383,-0.0031204992798679,-0.0632917786188139,0.0191614114763431,0.0712307388277424,0.0002400384061452,-0.0024003840614522,-0.0050408065290446,-0.0247239558329346,-0.047767642822846,-0.0021603456553045,0.0001929999999999,0.16792,-0.922549,0.0069639999999999,-0.175288,-0.926787
24,0.1,stand,-0.055303,-0.02594,0.953959,0.012881,-0.021711,-1e-05,-0.0508759299256051,-0.0208783297336213,-0.0141588672906242,-0.0241794315574653,0.0854540095838442,0.0363928632128049,0.0038396928245745,-0.0143988480921536,-0.001439884809215,-0.0271178305735529,-0.0508759299256101,0.00287976961843,0.0004209999999999,0.1679469999999999,-0.922496,0.007063,-0.175413,-0.926716
25,0.104167,stand,-0.055514,-0.026046,0.953934,0.012991,-0.02181,-0.000135,-0.0506359491240708,-0.0254379649628026,-0.0059995200384096,-0.0514954025239178,0.0483045740162543,0.0605102710398484,0.02039836813055,-0.0232781377489767,-0.0177585793136543,-0.0287976961843058,-0.046316294696424,0.0,0.000717,0.167956,-0.922545,0.007154,-0.1755,-0.926691
26,0.108333,stand,-0.055699,-0.026147,0.953925,0.013188,-0.02182,-0.000171,-0.0444071051368213,-0.0242438790206433,-0.002160345655287,-0.094187065887631,0.00504238464331,0.0192777045213768,0.0146423427748436,-0.0136821891502643,-0.0141622659625548,-0.0276044167066723,-0.0405664906385027,0.004560729716755,0.0009629999999999,0.168,-0.922595,0.007224,-0.175568,-0.926663
27,0.1125,stand,-0.055896,-0.026245,0.953896,0.013264,-0.021734,-0.000167,-0.0472762179025684,-0.0235181185505161,-0.006959443244554,-0.0364937188420663,-0.0413052998331263,-0.0005790173450292,0.0026397888168939,-0.002159827213825,-0.005519558435324,-0.0237580993520522,-0.041036717062636,0.0019198464122864,0.0011709999999999,0.168089,-0.922589,0.007322,-0.175641,-0.926626
28,0.116667,stand,-0.056114,-0.026358,0.953883,0.01336,-0.021746,-0.000187,-0.0523158147348202,-0.0271178305735537,-0.0031197504199495,-0.0458664508839115,0.005898165735907,0.0105213105612435,-0.0038396928245728,-0.0028797696184267,-0.0043196544276467,-0.0199184065274777,-0.0362371010319136,-0.0016798656107511,0.0013729999999999,0.16819,-0.922594,0.0074569999999999,-0.175679,-0.92662
29,0.120833,stand,-0.056292,-0.026464,0.953873,0.013452,-0.021727,-0.000132,-0.0427268362938082,-0.0254440710513687,-0.0024003840614655,-0.0447315926515782,-0.0094690721214466,-0.025313224370805,-0.0002400384061452,-0.0060009601536305,-0.0062409985597691,-0.0180028804608734,-0.0350456072971693,0.0,0.00155,0.168271,-0.92261,0.00756,-0.175719,-0.92661
30,0.125,stand,-0.056475,-0.026584,0.95386,0.013548,-0.02169,-0.000128,-0.0439164866810644,-0.0287976961843048,-0.0031197504199495,-0.0461006321981463,-0.0177846866203948,-0.0006792303904013,0.0016798656107511,-0.0086393088552868,-0.0038396928245737,-0.0131989440844731,-0.0321574274058063,0.0009599232061436,0.0017399999999999,0.168355,-0.922613,0.007688,-0.175733,-0.926593
