frame_id,timestamp,gait_type,root_position_x,root_position_y,root_position_z,root_orientation_x,root_orientation_y,root_orientation_z,root_linear_velocity_x,root_linear_velocity_y,root_linear_velocity_z,root_angular_velocity_x,root_angular_velocity_y,root_angular_velocity_z,left_linear_velocity_x,left_linear_velocity_y,left_linear_velocity_z,right_linear_velocity_x,right_linear_velocity_y,right_linear_velocity_z,left_pos_rel_x,left_pos_rel_y,left_pos_rel_z,right_pos_rel_x,right_pos_rel_y,right_pos_rel_z
1,0.004167,stand,-0.030997,-0.011528,0.955288,0.010531,-0.010713,-0.038758,-0.0350371970242381,-0.0395968322534197,0.0033597312215189,-0.0269958762261841,0.1277364631483062,0.0498543026618196,-0.0023998080153578,0.0019198464122889,-0.0011999040076789,-0.0033597312215023,0.0057595392368601,0.003119750419967,-0.0066699999999999,0.153213,-0.923655,0.006487,-0.115228,-0.925872
2,0.008333,stand,-0.03109,-0.011716,0.955327,0.010591,-0.011183,-0.038984,-0.0223235717714832,-0.0451272203552569,0.009361497839657,-0.0364384239511332,0.2255444453485212,0.1066151161809689,-0.0004800768122904,0.0012001920307261,-0.0002400384061452,-0.0012001920307244,0.0,0.0014402304368696,-0.006579,0.153406,-0.923695,0.006575,-0.11504,-0.925905
3,0.0125,stand,-0.031199,-0.011874,0.95533,0.010666,-0.011464,-0.039102,-0.0261579073674109,-0.0379169666426682,0.0007199424046016,-0.0406305183724472,0.133990069958281,0.0557095107503083,-0.0011999040076789,0.0026397888168906,-0.0002399808015361,0.0004799616030714,0.0002399808015361,0.0011999040076789,-0.0064749999999999,0.153575,-0.923699,0.006686,-0.114881,-0.925903
4,0.016667,stand,-0.031294,-0.012037,0.955329,0.010675,-0.01182,-0.039262,-0.0227981761459086,-0.0391168706503483,-0.0002399808015427,-0.0101729809448166,0.1714253990619113,0.0751592099920296,-0.0045596352291812,0.0014398848092167,0.0011999040076789,-0.0011999040076797,-0.0019198464122822,-0.0002399808015352,-0.0063989999999999,0.153744,-0.923693,0.006776,-0.1147259999999999,-0.925903
5,0.020833,stand,-0.031417,-0.012229,0.955338,0.010701,-0.012246,-0.039428,-0.0295247239558324,-0.0460873739798366,0.0021603456553136,-0.0196198984584254,0.2047578381407637,0.0778117445044642,-0.0024003840614505,0.0036005760921716,0.0004800768122904,-0.0014402304368696,-0.0007201152184356,0.0026404224675949,-0.006286,0.1539509999999999,-0.9237,0.006893,-0.1145369999999999,-0.925901
6,0.025,stand,-0.03154,-0.012415,0.955332,0.010736,-0.012617,-0.039573,-0.0295176385889124,-0.0446364290856732,-0.00143988480923,-0.0230083991560617,0.1780508378861357,0.068039528697235,-0.0016798656107511,0.0009599232061444,-0.0011999040076789,0.0002399808015361,-0.0002399808015361,-0.0002399808015361,-0.00617,0.154141,-0.923699,0.0070169999999999,-0.114352,-0.925896
7,0.029167,stand,-0.031719,-0.012637,0.955373,0.010884,-0.013085,-0.039656,-0.0429565634749217,-0.0532757379409647,0.0098392128629874,-0.0794119868930541,0.2220985922281958,0.0384937810439451,-0.0019198464122872,0.0028797696184334,0.0009599232061428,-0.0021598272138233,-0.0009599232061444,0.0011999040076789,-0.005999,0.154375,-0.923736,0.0071869999999999,-0.114134,-0.925932
8,0.033333,stand,-0.031831,-0.012833,0.955359,0.010931,-0.013446,-0.039802,-0.0268843014882383,-0.0470475276044166,-0.0033605376860464,-0.0285556273011753,0.1730835294327693,0.0686443229866842,-0.0031204992798845,0.002160345655307,-0.0009601536245792,-0.0014402304368696,-0.0014402304368713,-0.0002400384061443,-0.0059,0.15458,-0.923726,0.0072929999999999,-0.113944,-0.925919
9,0.0375,stand,-0.03201,-0.013066,0.955416,0.011045,-0.014071,-0.039935,-0.0429565634749217,-0.0559155267578591,0.0136789056875653,-0.0658240786727552,0.2983100746072518,0.0615179496734841,-0.0004799616030722,0.0021598272138183,0.0016798656107511,0.0004799616030722,-0.0002399808015361,0.0016798656107511,-0.005723,0.154822,-0.923776,0.0074739999999999,-0.113712,-0.925969
10,0.041667,stand,-0.032086,-0.013258,0.955369,0.011047,-0.01434,-0.040157,-0.0182385409167282,-0.0460763138948886,-0.0112790976721908,-0.004684630446553,0.1302123805422933,0.1052861245053204,-0.0038396928245728,0.0023998080153611,-0.0002399808015361,-0.0009599232061436,-0.0009599232061444,0.0007199424046075,-0.0056629999999999,0.155024,-0.92373,0.007546,-0.113524,-0.925919
11,0.045833,stand,-0.032201,-0.013476,0.955374,0.011169,-0.014782,-0.040375,-0.0276044167066723,-0.0523283725396062,0.0012001920307061,-0.0656176665333762,0.2109022869631074,0.1033593834584451,0.0237638022083521,-0.0100816130580927,0.0163226116178585,-0.0019203072491601,-0.0016802688430165,0.0012001920307244,-0.005449,0.1551999999999999,-0.923667,0.007653,-0.113313,-0.925919
12,0.05,stand,-0.032307,-0.013683,0.955379,0.011213,-0.015154,-0.040485,-0.0254379649628034,-0.0496760259179266,0.0011999040076872,-0.0275847942986926,0.1781845832339668,0.0512748306811731,0.0095992320614363,-0.0182385409167249,0.0007199424046083,-0.0002399808015361,-0.0009599232061378,0.0004799616030722,-0.0053029999999999,0.155331,-0.923669,0.007758,-0.1131099999999999,-0.925922
13,0.054167,stand,-0.032436,-0.013914,0.955386,0.011257,-0.01555,-0.04061,-0.0309575233981274,-0.0554355651547873,0.0016798656107461,-0.0279420394662511,0.1897728624740703,0.0583378974323238,0.0019198464122872,-0.0033597312214989,-0.0011999040076805,-0.0009599232061428,-0.0014398848092167,-0.0009599232061436,-0.0051659999999999,0.155548,-0.923681,0.007883,-0.112885,-0.925933
14,0.058333,stand,-0.03256,-0.014137,0.955379,0.011301,-0.015857,-0.040749,-0.0297647623619776,-0.0535285645703314,-0.0016802688430098,-0.0261090802775927,0.1472102556956987,0.0655471280167838,-0.0033605376860297,0.0033605376860264,0.0,-0.0031204992798854,-0.0026404224675974,0.0,-0.0050559999999999,0.155785,-0.923674,0.0079939999999999,-0.112673,-0.925926
15,0.0625,stand,-0.032732,-0.014399,0.955413,0.011375,-0.016249,-0.040768,-0.0412766978641705,-0.0628749700023998,0.0081593472522146,-0.0430464133500222,0.1866695890430774,0.0077033976058038,-0.0028797696184317,0.0019198464122889,-0.0007199424046066,-0.0011999040076789,-0.0002399808015361,0.001439884809215,-0.004896,0.156055,-0.923711,0.0081609999999999,-0.112412,-0.925954
16,0.066667,stand,-0.032808,-0.014613,0.9554,0.011394,-0.016696,-0.040953,-0.0182385409167265,-0.0513558915286773,-0.0031197504199495,-0.0164954656156687,0.215077380901398,0.0867028238886559,-0.0021598272138217,0.003599712023035,0.0002399808015361,-0.0038396928245745,-0.0026397888168906,-0.0023998080153586,-0.004829,0.1562839999999999,-0.923697,0.0082209999999999,-0.1122089999999999,-0.925951
17,0.070833,stand,-0.032957,-0.014863,0.955391,0.01143,-0.016973,-0.040993,-0.0357657225156033,-0.060009601536246,-0.0021603456553136,-0.022428385300992,0.1324096345867275,0.0180940227080304,-0.0050408065290447,0.002160345655307,-0.0004800768122904,-0.0026404224675941,-0.0026404224675974,-0.0004800768122896,-0.0047009999999999,0.156543,-0.92369,0.008359,-0.11197,-0.925944
