frame_id,timestamp,gait_type,root_position_x,root_position_y,root_position_z,root_orientation_x,root_orientation_y,root_orientation_z,root_linear_velocity_x,root_linear_velocity_y,root_linear_velocity_z,root_angular_velocity_x,root_angular_velocity_y,root_angular_velocity_z,left_linear_velocity_x,left_linear_velocity_y,left_linear_velocity_z,right_linear_velocity_x,right_linear_velocity_y,right_linear_velocity_z,left_pos_rel_x,left_pos_rel_y,left_pos_rel_z,right_pos_rel_x,right_pos_rel_y,right_pos_rel_z
1,0.004167,stand,1.753841,-1.100342,0.936367,-0.025033,-0.033223,0.997058,0.0460763138948812,0.1123110151188229,0.0023998080153478,0.0922418308844629,-0.216214501739699,-0.0501361233711907,0.0043196544276101,-0.004079673626094,-0.0011999040076793,0.0028797696184067,0.0026397888169172,0.0,0.0331239999999999,-0.1327480000000001,-0.928382,0.0028749999999999,0.1784609999999999,-0.918295
2,0.008333,stand,1.754048,-1.099821,0.936392,-0.02567,-0.033304,0.99704,0.0496879500720279,0.1250600096015347,0.0060009601536372,0.0589881754322932,-0.3023030208475452,-0.0182033855759584,0.0052808449352348,-0.002160345655287,0.0045607297167546,0.0040806529045021,0.0026404224675907,0.0009601536245792,0.032939,-0.133278,-0.928388,0.002685,0.1779509999999999,-0.918316
3,0.0125,stand,1.754366,-1.099285,0.936372,-0.026084,-0.033502,0.997026,0.0763138948884186,0.1286297096231989,-0.0047996160307223,0.1083801550976909,-0.191372706505652,-0.0276727325623552,0.0045596352291795,-0.0035997120230617,-0.0011999040076797,0.0028797696184067,0.0031197504199495,0.0004799616030722,0.03264,-0.1338289999999999,-0.928373,0.0023789999999999,0.177428,-0.918294
4,0.016667,stand,1.75455,-1.098801,0.936374,-0.026619,-0.03362,0.99702,0.0441564674825922,0.1161507079434007,0.0004799616030855,0.075443948282042,-0.2494095438618153,-0.0973831366983973,0.0023998080153212,-0.0043196544276101,0.0033597312215023,0.0033597312214923,0.0009599232061444,0.0002399808015361,0.0324659999999998,-0.1343309999999999,-0.928361,0.0022089999999999,0.1769479999999998,-0.918295
5,0.020833,stand,1.754698,-1.098239,0.93647,-0.027565,-0.033774,0.996971,0.0355256841094663,0.1349015842534689,0.0230436869899147,0.1000974993630006,-0.4531397263071978,0.1203142619995515,0.0024003840614655,-0.0012001920307327,0.003600576092175,0.0038406144983235,0.0026404224675907,0.0,0.0323279999999999,-0.1348979999999999,-0.928442,0.0020769999999998,0.1763969999999999,-0.918391
6,0.025,stand,1.755043,-1.097713,0.936457,-0.02811,-0.034161,0.996918,0.0827933765298338,0.1262299016078777,-0.0031197504199761,0.1978468593511148,-0.2557023027045238,0.1802353434499462,0.004079673626094,-0.0031197504199761,0.0007199424046075,0.0038396928245778,0.0026397888169172,0.0007199424046075,0.032,-0.135437,-0.928426,0.001748,0.1758819999999999,-0.918375
7,0.029167,stand,1.755231,-1.097199,0.936486,-0.028569,-0.034311,0.996902,0.0451163906887634,0.1233501319894177,0.006959443244554,0.0866029199713595,-0.2148147116532704,-0.0155311257840387,0.0038396928245778,-0.00287976961846,0.0009599232061436,0.0038396928245778,0.0033597312214923,0.0,0.0318279999999999,-0.135963,-0.928451,0.001576,0.175382,-0.918404
8,0.033333,stand,1.755419,-1.096582,0.936542,-0.029084,-0.034177,0.996903,0.0451272203552752,0.148103696591476,0.0134421507441058,-0.0457225612062587,-0.2477266600901758,-0.0945836813295003,0.0016802688430365,-0.0012001920306794,0.0012001920307248,0.0048007681228778,0.0036005760921716,0.0,0.0316469999999999,-0.1365849999999999,-0.928502,0.0014079999999998,0.1747799999999999,-0.91846
9,0.0375,stand,1.755618,-1.096038,0.936519,-0.029654,-0.034301,0.996894,0.0477561795056007,0.1305495560354879,-0.005519558435324,0.0797015305229763,-0.2660107617096507,-0.0949010545806513,0.004079673626094,-0.0023998080153744,0.0043196544276455,0.0031197504199761,0.00143988480923,0.001439884809215,0.031465,-0.1371389999999999,-0.928461,0.001222,0.1742420000000001,-0.918431
10,0.041667,stand,1.755844,-1.095423,0.936581,-0.030176,-0.034411,0.99687,0.0542356611471224,0.147588192944572,0.0148788096952259,0.0682507516575634,-0.2477568442853836,0.0243357860034436,0.0011999040076872,-0.0019198464122889,0.0014398848092154,0.0035997120230617,0.0016798656107461,0.0011999040076797,0.031244,-0.1377619999999999,-0.928517,0.001011,0.173634,-0.918488
11,0.045833,stand,1.756108,-1.094838,0.936597,-0.030616,-0.034495,0.996857,0.0633701392222857,0.1404224675948291,0.0038406144983235,0.0547562957963568,-0.2073353291410571,-0.0295782591523096,0.002160345655287,-0.0026404224675907,0.0002400384061448,0.0031204992798945,0.0026404224675907,-0.0004800768122904,0.0309889999999999,-0.1383579999999999,-0.928532,0.00076,0.17306,-0.918506
12,0.05,stand,1.756373,-1.094288,0.936593,-0.03121,-0.03488,0.996803,0.0635949124069977,0.1319894408447444,-0.0009599232061444,0.1984518819034414,-0.2787375436266192,0.1606449202716554,0.0014398848092566,-0.0023998080153744,-0.0002399808015357,0.0033597312214923,0.0021598272138317,-0.0002399808015361,0.0307300000000001,-0.1389180000000001,-0.928529,0.000509,0.1725189999999999,-0.918503
13,0.054167,stand,1.756705,-1.093882,0.936554,-0.031404,-0.034742,0.996853,0.079673626109911,0.0974322054235437,-0.0093592512599019,-0.0490265534467779,-0.0831629298435733,-0.3838694032348052,0.0026397888168906,-0.0016798656107195,0.0043196544276459,0.0028797696184067,0.002159827213805,0.0021598272138233,0.0304090000000001,-0.1393309999999998,-0.928472,0.0001889999999999,0.172122,-0.918455
14,0.058333,stand,1.756849,-1.093329,0.936595,-0.032359,-0.034826,0.996834,0.0345655304849121,0.1327412385981817,0.0098415746519341,0.0732206430755515,-0.4510009818487879,-0.1212770788464357,0.0024003840614122,-0.0009601536246075,0.0031204992798845,0.0040806529044488,0.0048007681229044,-0.0052808449351899,0.0302749999999998,-0.139888,-0.9285,6.199999999978445e-05,0.171589,-0.918518
