Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
0,0.000000,-0.020661,-0.000714,0.172596,-0.984776,-0.969470,0.709657,0.044205,0.042894,-0.023243,0.415067,-0.908482,-1.078079,0.495467,0.037778,0.024530,0.001789,-0.187946,0.981871,-1.022317,0.553928,0.950517
1,0.008333,-0.020870,-0.000571,0.172593,-0.984772,-0.969477,0.709654,0.044207,0.042802,-0.023211,0.415001,-0.908517,-1.078081,0.495467,0.037777,0.024138,0.002230,-0.187450,0.981975,-1.022651,0.553640,0.950652
2,0.016667,-0.020969,-0.000525,0.172517,-0.984783,-0.969481,0.709661,0.044219,0.042839,-0.023202,0.415004,-0.908514,-1.078080,0.495471,0.037775,0.024268,0.002031,-0.186998,0.982058,-1.023016,0.553374,0.950550
3,0.025000,-0.020971,-0.000596,0.172666,-0.984757,-0.969480,0.709632,0.044197,0.042912,-0.023218,0.414911,-0.908553,-1.078082,0.495471,0.037765,0.024813,0.002855,-0.186695,0.982101,-1.023402,0.553122,0.950548
4,0.033333,-0.021072,-0.000549,0.172689,-0.984751,-0.969485,0.709628,0.044188,0.042852,-0.023112,0.414880,-0.908572,-1.078083,0.495478,0.037763,0.025660,0.003612,-0.186032,0.982202,-1.023946,0.552906,0.950437
5,0.041667,-0.021131,-0.000526,0.172701,-0.984748,-0.969494,0.709622,0.044181,0.042910,-0.023124,0.414831,-0.908592,-1.078084,0.495477,0.037763,0.026193,0.002876,-0.185345,0.982320,-1.024236,0.552695,0.950292
6,0.050000,-0.021158,-0.000496,0.172728,-0.984742,-0.969495,0.709611,0.044175,0.042927,-0.023061,0.414757,-0.908627,-1.078093,0.495484,0.037767,0.025737,0.002810,-0.184536,0.982485,-1.024571,0.552463,0.950307
7,0.058333,-0.021249,-0.000416,0.172772,-0.984733,-0.969501,0.709616,0.044166,0.042880,-0.023011,0.414676,-0.908667,-1.078085,0.495486,0.037769,0.026196,0.003605,-0.183564,0.982652,-1.024982,0.552186,0.950410
8,0.066667,-0.021214,-0.000404,0.172801,-0.984728,-0.969507,0.709616,0.044165,0.042858,-0.022997,0.414582,-0.908711,-1.078089,0.495496,0.037768,0.026219,0.003582,-0.182588,0.982834,-1.025349,0.551989,0.950346
9,0.075000,-0.021355,-0.000347,0.172854,-0.984716,-0.969517,0.709612,0.044160,0.042932,-0.022978,0.414551,-0.908722,-1.078093,0.495503,0.037762,0.025988,0.003316,-0.181358,0.983068,-1.025547,0.551681,0.950287
