Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
0,0.000000,0.004568,-0.019395,-0.996585,0.080137,1.738793,0.653177,0.048885,0.006641,0.089832,-0.982329,-0.164060,1.711393,0.896214,0.052827,-0.032830,-0.003988,0.999452,0.001537,1.664332,0.777470,0.953709
1,0.008333,0.004652,-0.019566,-0.996590,0.080027,1.738830,0.653199,0.048950,0.006358,0.088756,-0.982217,-0.165324,1.711659,0.896488,0.052808,-0.034890,-0.004435,0.999381,0.001271,1.663492,0.778574,0.953605
2,0.016667,0.004824,-0.019989,-0.996592,0.079890,1.738868,0.653235,0.048998,0.005894,0.089173,-0.981999,-0.166406,1.711879,0.896741,0.052896,-0.036123,-0.004198,0.999338,0.000880,1.662541,0.779552,0.953542
3,0.025000,0.004969,-0.020378,-0.996590,0.079802,1.738896,0.653279,0.049025,0.005547,0.088053,-0.981918,-0.167489,1.712083,0.897140,0.052958,-0.037225,-0.004498,0.999296,0.000994,1.661438,0.780593,0.953492
4,0.033333,0.005217,-0.021050,-0.996588,0.079642,1.738921,0.653332,0.049066,0.005249,0.086994,-0.981880,-0.168275,1.712271,0.897435,0.052943,-0.038680,-0.004630,0.999240,0.001064,1.660286,0.781676,0.953446
5,0.041667,0.005344,-0.021701,-0.996585,0.079489,1.738958,0.653410,0.049096,0.004999,0.086013,-0.981883,-0.168767,1.712433,0.897692,0.052915,-0.039500,-0.004444,0.999209,0.000925,1.659051,0.782735,0.953337
6,0.050000,0.005618,-0.022841,-0.996582,0.079191,1.738995,0.653479,0.049121,0.004802,0.085102,-0.981922,-0.169009,1.712570,0.897888,0.052875,-0.040418,-0.004231,0.999174,0.000808,1.657781,0.783683,0.953371
7,0.058333,0.005792,-0.023870,-0.996575,0.078965,1.739028,0.653567,0.049134,0.004688,0.084278,-0.981984,-0.169063,1.712702,0.898037,0.052806,-0.041231,-0.003102,0.999145,-0.000216,1.656759,0.784200,0.953534
8,0.066667,0.006102,-0.025379,-0.996560,0.078660,1.739069,0.653659,0.049149,0.004600,0.083361,-0.982090,-0.168904,1.712811,0.898147,0.052732,-0.041635,-0.003128,0.999128,-0.000225,1.655278,0.785482,0.953356
9,0.075000,0.006424,-0.027132,-0.996536,0.078352,1.739106,0.653769,0.049161,0.004539,0.082588,-0.982208,-0.168601,1.712909,0.898229,0.052647,-0.042777,-0.002876,0.999080,0.000051,1.653903,0.786559,0.953350
