Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
0,0.000000,0.028372,-0.000555,0.108756,0.993663,0.480643,-0.231239,0.033711,-0.049867,0.007394,-0.180038,0.982367,0.530021,-0.463833,0.029137,-0.016436,-0.018006,-0.135847,-0.990430,0.512509,-0.377368,0.941197
1,0.008333,0.028477,-0.000532,0.108802,0.993655,0.480648,-0.231244,0.033710,-0.049783,0.007386,-0.179994,0.982380,0.530013,-0.463840,0.029135,-0.016310,-0.018556,-0.136524,-0.990329,0.512542,-0.377761,0.941090
2,0.016667,0.028569,-0.000514,0.108824,0.993650,0.480648,-0.231245,0.033712,-0.049674,0.007343,-0.179956,0.982392,0.530006,-0.463843,0.029138,-0.015878,-0.020416,-0.138224,-0.990063,0.512745,-0.378341,0.941378
3,0.025000,0.028640,-0.000503,0.108800,0.993651,0.480648,-0.231242,0.033717,-0.049519,0.007302,-0.179899,0.982411,0.529994,-0.463854,0.029137,-0.015677,-0.021299,-0.139163,-0.989916,0.512824,-0.378723,0.941446
4,0.033333,0.028704,-0.000486,0.108846,0.993644,0.480652,-0.231252,0.033723,-0.049390,0.007276,-0.179855,0.982426,0.529988,-0.463858,0.029133,-0.015955,-0.021439,-0.139571,-0.989851,0.512814,-0.379083,0.941340
5,0.041667,0.028713,-0.000530,0.108845,0.993644,0.480646,-0.231253,0.033720,-0.049279,0.007280,-0.179828,0.982436,0.529977,-0.463865,0.029135,-0.015725,-0.021819,-0.140470,-0.989720,0.512979,-0.379480,0.941413
6,0.050000,0.028745,-0.000516,0.108848,0.993643,0.480647,-0.231257,0.033720,-0.049136,0.007214,-0.179746,0.982459,0.529971,-0.463871,0.029135,-0.015676,-0.022389,-0.141258,-0.989596,0.513030,-0.379848,0.941440
7,0.058333,0.028812,-0.000508,0.108902,0.993635,0.480643,-0.231255,0.033724,-0.048989,0.007207,-0.179730,0.982469,0.529957,-0.463881,0.029138,-0.015778,-0.022525,-0.142145,-0.989464,0.513088,-0.380271,0.941424
8,0.066667,0.028877,-0.000472,0.108873,0.993636,0.480639,-0.231255,0.033726,-0.048815,0.007171,-0.179722,0.982479,0.529943,-0.463880,0.029138,-0.015698,-0.023089,-0.142754,-0.989364,0.513145,-0.380655,0.941386
9,0.075000,0.028929,-0.000488,0.108867,0.993635,0.480638,-0.231257,0.033728,-0.048705,0.007151,-0.179669,0.982495,0.529931,-0.463891,0.029141,-0.015916,-0.023175,-0.143233,-0.989290,0.513086,-0.381141,0.941421
10,0.083333,0.028933,-0.000482,0.108888,0.993633,0.480639,-0.231255,0.033732,-0.048612,0.007082,-0.179621,0.982509,0.529922,-0.463901,0.029138,-0.015638,-0.023793,-0.143791,-0.989199,0.513156,-0.381579,0.941297
