Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
0,0.000000,-0.012812,-0.004759,-0.745455,-0.666416,-1.200440,0.554564,0.040782,0.065742,0.039799,-0.443462,-0.892992,-0.846144,0.533817,0.040227,0.005877,-0.005948,0.658003,0.752969,-1.058063,0.552553,0.946335
1,0.008333,-0.012956,-0.004841,-0.745465,-0.666401,-1.200420,0.554547,0.040773,0.065555,0.039748,-0.443546,-0.892967,-0.846127,0.533797,0.040202,0.006104,-0.005733,0.658912,0.752174,-1.057589,0.552438,0.946207
2,0.016667,-0.013113,-0.005008,-0.745473,-0.666389,-1.200402,0.554527,0.040768,0.065369,0.039754,-0.443566,-0.892970,-0.846116,0.533789,0.040152,0.005147,-0.004736,0.659371,0.751785,-1.057366,0.552158,0.946421
3,0.025000,-0.013219,-0.005078,-0.745499,-0.666356,-1.200383,0.554516,0.040761,0.065196,0.039792,-0.443597,-0.892966,-0.846107,0.533778,0.040137,0.005121,-0.004832,0.659680,0.751514,-1.056926,0.552015,0.946342
4,0.033333,-0.013285,-0.005125,-0.745532,-0.666318,-1.200367,0.554503,0.040754,0.065165,0.039864,-0.443632,-0.892947,-0.846090,0.533760,0.040123,0.005033,-0.004846,0.660278,0.750989,-1.056489,0.551853,0.946234
5,0.041667,-0.013422,-0.005253,-0.745527,-0.666320,-1.200345,0.554495,0.040748,0.064951,0.039867,-0.443701,-0.892929,-0.846088,0.533746,0.040111,0.005256,-0.004494,0.661039,0.750320,-1.056035,0.551755,0.946249
6,0.050000,-0.013596,-0.005405,-0.745511,-0.666333,-1.200325,0.554486,0.040731,0.064886,0.039945,-0.443736,-0.892912,-0.846081,0.533722,0.040094,0.005157,-0.004068,0.661604,0.749825,-1.055726,0.551534,0.946255
7,0.058333,-0.013648,-0.005560,-0.745554,-0.666283,-1.200307,0.554474,0.040738,0.064633,0.040043,-0.443858,-0.892866,-0.846077,0.533715,0.040088,0.005193,-0.003865,0.662250,0.749255,-1.055373,0.551282,0.946220
8,0.066667,-0.013291,-0.005285,-0.745848,-0.665962,-1.200251,0.554455,0.040739,0.064405,0.040100,-0.443976,-0.892821,-0.846070,0.533702,0.040083,0.005034,-0.003211,0.662931,0.748657,-1.055006,0.551047,0.946196
9,0.075000,-0.013338,-0.005267,-0.745904,-0.665899,-1.200228,0.554449,0.040751,0.064360,0.040224,-0.444029,-0.892792,-0.846064,0.533680,0.040052,0.004858,-0.003031,0.663564,0.748097,-1.054601,0.550849,0.946117
10,0.083333,-0.013422,-0.005344,-0.745895,-0.665907,-1.200217,0.554441,0.040748,0.063960,0.040160,-0.444187,-0.892745,-0.846049,0.533658,0.040046,0.005018,-0.003958,0.664155,0.747568,-1.054085,0.550606,0.945944
11,0.091667,-0.013532,-0.005495,-0.745885,-0.665914,-1.200200,0.554438,0.040751,0.063715,0.040146,-0.444303,-0.892706,-0.846027,0.533637,0.040031,0.004556,-0.003548,0.664802,0.746997,-1.053709,0.550276,0.946016
12,0.100000,-0.013574,-0.005487,-0.745886,-0.665912,-1.200192,0.554429,0.040748,0.063207,0.039983,-0.444525,-0.892639,-0.846011,0.533619,0.040037,0.004962,-0.002790,0.665331,0.746527,-1.053338,0.549975,0.946047
13,0.108333,-0.013612,-0.005607,-0.745897,-0.665899,-1.200188,0.554431,0.040752,0.062810,0.039951,-0.444715,-0.892574,-0.845987,0.533597,0.040035,0.004954,-0.002139,0.666158,0.745791,-1.053112,0.549625,0.946115
14,0.116667,-0.013683,-0.005654,-0.745887,-0.665908,-1.200178,0.554427,0.040753,0.062302,0.039777,-0.444896,-0.892527,-0.845954,0.533571,0.040028,0.004057,-0.003249,0.666471,0.745513,-1.052437,0.549443,0.945886
15,0.125000,-0.013816,-0.005723,-0.745881,-0.665911,-1.200165,0.554417,0.040753,0.061784,0.039558,-0.445138,-0.892452,-0.845918,0.533544,0.040022,0.004338,-0.002529,0.667261,0.744807,-1.052043,0.549178,0.945862
16,0.133333,-0.013857,-0.005732,-0.745905,-0.665883,-1.200155,0.554417,0.040747,0.061242,0.039377,-0.445370,-0.892381,-0.845882,0.533524,0.040019,0.004142,-0.000907,0.668151,0.744014,-1.051952,0.548844,0.946068
17,0.141667,-0.013950,-0.005860,-0.745893,-0.665894,-1.200134,0.554410,0.040754,0.060283,0.038975,-0.445711,-0.892294,-0.845837,0.533493,0.040083,0.003527,-0.000251,0.668769,0.743462,-1.051716,0.548474,0.946224
18,0.150000,-0.014068,-0.005955,-0.745921,-0.665860,-1.200124,0.554407,0.040749,0.059660,0.038691,-0.445938,-0.892235,-0.845798,0.533466,0.040091,0.003421,-0.000045,0.669252,0.743028,-1.051400,0.548143,0.946304
19,0.158333,-0.014175,-0.006108,-0.745921,-0.665856,-1.200107,0.554399,0.040749,0.058970,0.038410,-0.446125,-0.892200,-0.845756,0.533435,0.040085,0.004181,-0.000703,0.669901,0.742438,-1.050959,0.547864,0.946197
20,0.166667,-0.014298,-0.006114,-0.745936,-0.665836,-1.200087,0.554390,0.040743,0.058362,0.038064,-0.446308,-0.892163,-0.845709,0.533400,0.040072,0.003511,0.000492,0.670719,0.741703,-1.050602,0.547416,0.946330
21,0.175000,-0.014436,-0.006281,-0.745939,-0.665828,-1.200072,0.554387,0.040736,0.057840,0.037767,-0.446474,-0.892126,-0.845666,0.533376,0.040058,0.002678,0.000861,0.671186,0.741284,-1.050260,0.547124,0.946471
22,0.183333,-0.014548,-0.006271,-0.745927,-0.665839,-1.200052,0.554375,0.040737,0.057011,0.037326,-0.446709,-0.892080,-0.845625,0.533348,0.040055,0.002844,0.000468,0.671754,0.740768,-1.049832,0.546854,0.946369
23,0.191667,-0.014646,-0.006374,-0.745921,-0.665843,-1.200031,0.554370,0.040728,0.056217,0.036937,-0.446918,-0.892042,-0.845577,0.533313,0.040054,0.002506,0.000655,0.672240,0.740329,-1.049405,0.546488,0.946455
24,0.200000,-0.014780,-0.006476,-0.745939,-0.665818,-1.200015,0.554363,0.040727,0.055189,0.036352,-0.447136,-0.892021,-0.845519,0.533273,0.040057,0.002314,0.000849,0.672739,0.739876,-1.048943,0.546063,0.946562
25,0.208333,-0.014925,-0.006604,-0.745925,-0.665830,-1.199994,0.554361,0.040723,0.054137,0.035717,-0.447388,-0.891985,-0.845444,0.533234,0.040053,0.002181,0.000982,0.673454,0.739225,-1.048592,0.545685,0.946635
26,0.216667,-0.015013,-0.006637,-0.745924,-0.665829,-1.199982,0.554352,0.040723,0.052957,0.035023,-0.447641,-0.891957,-0.845361,0.533185,0.040058,0.001787,0.001341,0.673932,0.738790,-1.048266,0.545292,0.946752
27,0.225000,-0.015154,-0.006818,-0.746012,-0.665726,-1.199981,0.554410,0.040711,0.051884,0.034282,-0.447956,-0.891890,-0.845260,0.533125,0.040066,0.001493,0.001354,0.674506,0.738267,-1.047855,0.544944,0.946826
28,0.233333,-0.015280,-0.007041,-0.746028,-0.665702,-1.199969,0.554404,0.040717,0.050691,0.033479,-0.448252,-0.891841,-0.845161,0.533075,0.040090,0.000980,0.001188,0.674882,0.737924,-1.047548,0.544449,0.946974
29,0.241667,-0.015288,-0.007166,-0.746025,-0.665704,-1.199961,0.554412,0.040714,0.049574,0.032721,-0.448575,-0.891769,-0.845051,0.533024,0.040103,0.000887,0.001448,0.675322,0.737522,-1.047033,0.544189,0.946989
30,0.250000,-0.015304,-0.007142,-0.746020,-0.665709,-1.199961,0.554411,0.040724,0.048158,0.031754,-0.448946,-0.891695,-0.844948,0.532972,0.040137,0.000051,0.001478,0.675847,0.737040,-1.046761,0.543819,0.947133
31,0.258333,-0.015265,-0.007179,-0.746007,-0.665724,-1.199969,0.554405,0.040724,0.046526,0.030671,-0.449299,-0.891641,-0.844845,0.532908,0.040170,0.000123,0.001532,0.676435,0.736501,-1.046450,0.543394,0.947216
32,0.266667,-0.015187,-0.007163,-0.746008,-0.665725,-1.199975,0.554403,0.040730,0.044884,0.029640,-0.449685,-0.891566,-0.844745,0.532855,0.040222,-0.000066,0.001712,0.677066,0.735921,-1.046060,0.542963,0.947362
33,0.275000,-0.015176,-0.007138,-0.745976,-0.665761,-1.199990,0.554400,0.040728,0.043357,0.028643,-0.450020,-0.891505,-0.844660,0.532792,0.040246,0.000149,0.001315,0.677297,0.735709,-1.045732,0.542585,0.947482
34,0.283333,-0.015141,-0.007088,-0.745963,-0.665778,-1.200000,0.554390,0.040737,0.042114,0.027835,-0.450373,-0.891412,-0.844582,0.532737,0.040270,0.000004,0.001658,0.677706,0.735331,-1.045401,0.542161,0.947558
35,0.291667,-0.015077,-0.006992,-0.745952,-0.665793,-1.200012,0.554385,0.040739,0.040943,0.027153,-0.450670,-0.891338,-0.844519,0.532688,0.040290,-0.000421,0.002080,0.678198,0.734876,-1.045182,0.541667,0.947780
36,0.300000,-0.015090,-0.006972,-0.745954,-0.665790,-1.200019,0.554382,0.040752,0.039909,0.026492,-0.451035,-0.891220,-0.844449,0.532642,0.040309,-0.000575,0.001875,0.678537,0.734564,-1.044845,0.541288,0.947843
37,0.308333,-0.014980,-0.006982,-0.745943,-0.665804,-1.200029,0.554382,0.040753,0.038775,0.025810,-0.451312,-0.891150,-0.844385,0.532597,0.040334,-0.000460,0.002279,0.678878,0.734247,-1.044560,0.540782,0.947917
