Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
0,0.000000,0.054870,-0.012213,0.009413,0.998374,-0.604624,1.296865,0.048067,-0.046183,0.015133,-0.393626,0.917985,-0.633941,0.978685,0.043304,0.004436,-0.023149,0.135808,-0.990455,-0.613338,1.118746,0.955703
1,0.008333,0.054586,-0.012286,0.009529,0.998388,-0.604632,1.296905,0.048074,-0.046072,0.015129,-0.393588,0.918007,-0.633932,0.978687,0.043307,0.004401,-0.022968,0.135716,-0.990472,-0.613877,1.118240,0.955587
2,0.016667,0.054493,-0.012315,0.009545,0.998393,-0.604632,1.296939,0.048077,-0.045984,0.015129,-0.393546,0.918030,-0.633941,0.978674,0.043312,0.005453,-0.024264,0.135253,-0.990499,-0.614532,1.117780,0.955436
3,0.025000,0.054198,-0.012334,0.009648,0.998407,-0.604643,1.296984,0.048083,-0.045713,0.015069,-0.393542,0.918046,-0.633955,0.978685,0.043313,0.005207,-0.024486,0.134953,-0.990536,-0.615134,1.117301,0.955440
4,0.033333,0.053994,-0.012428,0.009711,0.998417,-0.604644,1.297012,0.048079,-0.045511,0.014953,-0.393472,0.918088,-0.633963,0.978690,0.043313,0.004808,-0.023930,0.134879,-0.990561,-0.615682,1.116742,0.955297
5,0.041667,0.053827,-0.012686,0.009954,0.998420,-0.604682,1.297075,0.048078,-0.045342,0.014942,-0.393473,0.918096,-0.633970,0.978695,0.043319,0.004826,-0.024198,0.134437,-0.990615,-0.616334,1.116247,0.955342
6,0.050000,0.053675,-0.012861,0.010090,0.998425,-0.604700,1.297113,0.048094,-0.045241,0.014915,-0.393412,0.918128,-0.633986,0.978691,0.043326,0.005275,-0.024913,0.134378,-0.990603,-0.616936,1.115710,0.955398
7,0.058333,0.053525,-0.012923,0.010203,0.998431,-0.604707,1.297147,0.048110,-0.045059,0.014854,-0.393372,0.918154,-0.633992,0.978706,0.043314,0.004954,-0.024734,0.133994,-0.990661,-0.617513,1.115124,0.955278
8,0.066667,0.053294,-0.012973,0.010252,0.998442,-0.604711,1.297179,0.048110,-0.044882,0.014768,-0.393354,0.918172,-0.633994,0.978716,0.043321,0.004507,-0.024924,0.133763,-0.990690,-0.618050,1.114521,0.955258
9,0.075000,0.053032,-0.013146,0.010339,0.998453,-0.604758,1.297222,0.048115,-0.044706,0.014693,-0.393341,0.918187,-0.634006,0.978725,0.043314,0.004561,-0.025538,0.133695,-0.990683,-0.618655,1.113839,0.955295
