Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
0,0.000000,-0.002507,-0.012557,0.794667,-0.606911,1.386754,0.255715,0.378829,0.002282,0.005142,-0.878060,0.478518,1.180714,0.274457,0.370644,-0.025907,-0.004167,0.784245,-0.619896,1.255920,0.263397,1.289230
1,0.008333,-0.002560,-0.012170,0.794692,-0.606886,1.386719,0.255729,0.378800,0.002206,0.005015,-0.878060,0.478519,1.180717,0.274461,0.370626,-0.024794,-0.003554,0.783956,-0.620311,1.255432,0.263498,1.289180
2,0.016667,-0.002728,-0.011862,0.794763,-0.606798,1.386701,0.255732,0.378796,0.002085,0.005025,-0.878074,0.478493,1.180717,0.274466,0.370594,-0.024163,-0.003396,0.783643,-0.620732,1.254811,0.263498,1.289236
3,0.025000,-0.002918,-0.011581,0.794819,-0.606729,1.386690,0.255744,0.378789,0.002047,0.004972,-0.878118,0.478414,1.180740,0.274466,0.370586,-0.024225,-0.003383,0.783190,-0.621301,1.254013,0.263458,1.289275
4,0.033333,-0.003067,-0.011435,0.794878,-0.606653,1.386674,0.255758,0.378797,0.001990,0.004983,-0.878134,0.478384,1.180760,0.274467,0.370575,-0.024668,-0.002320,0.782753,-0.621839,1.253196,0.263522,1.289268
5,0.041667,-0.003155,-0.011334,0.794935,-0.606581,1.386670,0.255777,0.378800,0.001885,0.005090,-0.878105,0.478438,1.180747,0.274475,0.370579,-0.024830,-0.002017,0.782597,-0.622030,1.252451,0.263492,1.289182
6,0.050000,-0.003239,-0.011206,0.794982,-0.606521,1.386652,0.255804,0.378801,0.001751,0.005203,-0.878085,0.478473,1.180752,0.274482,0.370575,-0.024657,-0.001208,0.782272,-0.622448,1.252066,0.263624,1.289226
7,0.058333,-0.003450,-0.011031,0.795061,-0.606419,1.386645,0.255817,0.378826,0.001720,0.005250,-0.878098,0.478449,1.180759,0.274494,0.370565,-0.024473,-0.000805,0.782056,-0.622727,1.251679,0.263691,1.289312
8,0.066667,-0.003540,-0.010841,0.795101,-0.606370,1.386629,0.255848,0.378828,0.001677,0.005167,-0.878099,0.478447,1.180767,0.274496,0.370569,-0.024067,-0.000658,0.782084,-0.622708,1.251349,0.263756,1.289253
9,0.075000,-0.003620,-0.010684,0.795157,-0.606298,1.386606,0.255870,0.378825,0.002389,-0.000349,-0.879362,0.476148,1.181179,0.274459,0.370166,-0.023875,-0.000962,0.782228,-0.622534,1.251032,0.263788,1.289214
10,0.083333,-0.003669,-0.010462,0.795187,-0.606262,1.386591,0.255899,0.378818,0.001632,0.004956,-0.878069,0.478506,1.180759,0.274513,0.370542,-0.023521,-0.001120,0.782314,-0.622440,1.250953,0.263932,1.289275
11,0.091667,-0.003836,-0.010122,0.795254,-0.606180,1.386577,0.255917,0.378800,0.001562,0.004972,-0.878057,0.478527,1.180760,0.274520,0.370544,-0.023495,-0.001197,0.782205,-0.622577,1.250987,0.264203,1.289374
12,0.100000,-0.003898,-0.009952,0.795213,-0.606236,1.386561,0.255941,0.378790,0.001571,0.005256,-0.878099,0.478448,1.180774,0.274517,0.370584,-0.023844,-0.001972,0.782288,-0.622458,1.250837,0.264238,1.289376
13,0.108333,-0.003970,-0.009577,0.795258,-0.606183,1.386546,0.255954,0.378767,0.001552,0.005446,-0.878065,0.478507,1.180776,0.274527,0.370591,-0.024568,-0.002390,0.782322,-0.622385,1.250685,0.264313,1.289258
14,0.116667,-0.003925,-0.009378,0.795258,-0.606186,1.386538,0.255983,0.378745,0.001435,0.005411,-0.878053,0.478531,1.180788,0.274532,0.370594,-0.024560,-0.002298,0.782383,-0.622309,1.250497,0.264461,1.289235
