Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
0,0.000000,0.011330,-0.025394,-0.996047,0.084369,-0.658150,0.210972,0.036462,0.027544,0.082452,-0.950918,-0.296981,-0.658207,0.564449,0.040980,-0.012620,-0.032605,0.991080,0.128599,-0.683059,0.392133,0.944168
1,0.008333,0.011326,-0.025406,-0.996047,0.084364,-0.658155,0.210970,0.036463,0.027600,0.082370,-0.950922,-0.296986,-0.658198,0.564441,0.040966,-0.012590,-0.032483,0.991092,0.128544,-0.683070,0.392103,0.944152
2,0.016667,0.011350,-0.025426,-0.996046,0.084358,-0.658153,0.210967,0.036460,0.027531,0.082415,-0.950920,-0.296986,-0.658205,0.564454,0.040981,-0.012505,-0.032498,0.991087,0.128585,-0.683050,0.392110,0.944146
3,0.025000,0.011351,-0.025414,-0.996046,0.084363,-0.658157,0.210969,0.036456,0.027537,0.082492,-0.950920,-0.296966,-0.658206,0.564458,0.040976,-0.012234,-0.032490,0.991087,0.128613,-0.682993,0.392115,0.944168
4,0.033333,0.011319,-0.025358,-0.996049,0.084358,-0.658155,0.210966,0.036466,0.027602,0.082343,-0.950928,-0.296974,-0.658192,0.564451,0.040967,-0.012151,-0.032442,0.991091,0.128599,-0.682985,0.392110,0.944163
5,0.041667,0.011364,-0.025400,-0.996050,0.084327,-0.658155,0.210967,0.036467,0.027604,0.082329,-0.950931,-0.296969,-0.658192,0.564451,0.040970,-0.011792,-0.032489,0.991080,0.128707,-0.682951,0.392148,0.944213
6,0.050000,0.011349,-0.025385,-0.996049,0.084336,-0.658158,0.210972,0.036462,0.027622,0.082351,-0.950927,-0.296974,-0.658191,0.564448,0.040963,-0.011430,-0.032701,0.991077,0.128713,-0.682928,0.392156,0.944274
7,0.058333,0.011355,-0.025266,-0.996054,0.084322,-0.658159,0.210972,0.036464,0.027625,0.082470,-0.950914,-0.296982,-0.658195,0.564448,0.040966,-0.011584,-0.032382,0.991078,0.128771,-0.682849,0.392097,0.944260
8,0.066667,0.011318,-0.025378,-0.996052,0.084315,-0.658159,0.210970,0.036460,0.027556,0.082315,-0.950941,-0.296944,-0.658149,0.564448,0.040953,-0.011429,-0.032394,0.991059,0.128929,-0.682806,0.392098,0.944261
9,0.075000,0.011315,-0.025336,-0.996055,0.084293,-0.658159,0.210980,0.036463,0.027576,0.082603,-0.950896,-0.297007,-0.658210,0.564455,0.040970,-0.011024,-0.032614,0.991053,0.128955,-0.682823,0.392136,0.944295
10,0.083333,0.011386,-0.025387,-0.996051,0.084306,-0.658164,0.210975,0.036462,0.027652,0.082599,-0.950886,-0.297034,-0.658205,0.564443,0.040959,-0.011167,-0.032450,0.991047,0.129029,-0.682762,0.392109,0.944265
11,0.091667,0.011354,-0.025404,-0.996053,0.084289,-0.658162,0.210977,0.036459,0.027575,0.082396,-0.950932,-0.296950,-0.658159,0.564441,0.040949,-0.010777,-0.032710,0.991044,0.129020,-0.682782,0.392150,0.944296
12,0.100000,0.011354,-0.025398,-0.996055,0.084261,-0.658161,0.210975,0.036457,0.027654,0.082534,-0.950899,-0.297010,-0.658195,0.564438,0.040962,-0.010801,-0.032694,0.991035,0.129087,-0.682737,0.392121,0.944282
13,0.108333,0.011292,-0.025421,-0.996058,0.084228,-0.658163,0.210977,0.036463,0.027686,0.082584,-0.950888,-0.297027,-0.658204,0.564443,0.040955,-0.010759,-0.032802,0.991011,0.129247,-0.682703,0.392153,0.944289
14,0.116667,0.011314,-0.025368,-0.996060,0.084218,-0.658162,0.210978,0.036460,0.027688,0.082656,-0.950886,-0.297014,-0.658205,0.564440,0.040954,-0.010349,-0.032838,0.991015,0.129241,-0.682726,0.392133,0.944315
15,0.125000,0.011299,-0.025320,-0.996063,0.084195,-0.658166,0.210980,0.036460,0.027612,0.082756,-0.950881,-0.297008,-0.658216,0.564444,0.040963,-0.010283,-0.032850,0.991011,0.129277,-0.682698,0.392136,0.944316
16,0.133333,0.011329,-0.025305,-0.996065,0.084175,-0.658164,0.210981,0.036458,0.027629,0.082736,-0.950889,-0.296989,-0.658219,0.564449,0.040965,-0.010199,-0.032833,0.991022,0.129204,-0.682636,0.392105,0.944337
17,0.141667,0.011292,-0.025234,-0.996070,0.084145,-0.658165,0.210973,0.036454,0.027610,0.082766,-0.950885,-0.296992,-0.658221,0.564448,0.040960,-0.010065,-0.032898,0.991019,0.129217,-0.682617,0.392118,0.944329
18,0.150000,0.011275,-0.025147,-0.996074,0.084123,-0.658162,0.210974,0.036456,0.027636,0.082721,-0.950889,-0.296992,-0.658218,0.564447,0.040961,-0.009992,-0.032932,0.991017,0.129230,-0.682586,0.392123,0.944334
19,0.158333,0.011309,-0.025214,-0.996077,0.084066,-0.658160,0.210973,0.036455,0.027617,0.082748,-0.950898,-0.296957,-0.658219,0.564453,0.040959,-0.010395,-0.032878,0.990987,0.129446,-0.682458,0.392173,0.944270
20,0.166667,0.011290,-0.025189,-0.996079,0.084055,-0.658162,0.210968,0.036460,0.027625,0.082730,-0.950893,-0.296978,-0.658215,0.564455,0.040960,-0.010359,-0.032894,0.990986,0.129448,-0.682429,0.392184,0.944277
21,0.175000,0.011254,-0.025117,-0.996084,0.084018,-0.658162,0.210967,0.036455,0.027527,0.082606,-0.950927,-0.296912,-0.658180,0.564455,0.040944,-0.010273,-0.032930,0.990986,0.129449,-0.682394,0.392185,0.944264
22,0.183333,0.011242,-0.025080,-0.996088,0.083986,-0.658161,0.210970,0.036453,0.027603,0.082696,-0.950911,-0.296930,-0.658213,0.564452,0.040960,-0.010327,-0.032864,0.990971,0.129574,-0.682324,0.392188,0.944264
23,0.191667,0.011221,-0.025180,-0.996087,0.083974,-0.658154,0.210961,0.036452,0.027527,0.082658,-0.950935,-0.296870,-0.658172,0.564456,0.040940,-0.010305,-0.032923,0.990973,0.129546,-0.682290,0.392188,0.944263
24,0.200000,0.011167,-0.025084,-0.996092,0.083949,-0.658155,0.210960,0.036454,0.027561,0.082753,-0.950902,-0.296947,-0.658219,0.564454,0.040955,-0.010222,-0.032953,0.990979,0.129504,-0.682248,0.392199,0.944258
