Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
0,0.000000,-0.008998,0.025383,0.751203,-0.659521,1.415970,0.251480,0.375968,-0.009314,0.049104,-0.934354,0.352823,1.186106,0.349615,0.375077,-0.014407,-0.032649,0.908390,-0.416598,1.325262,0.288229,1.288837
1,0.008333,-0.009108,0.025298,0.751250,-0.659469,1.415960,0.251457,0.375983,-0.009389,0.048992,-0.934359,0.352823,1.186089,0.349599,0.375080,-0.014104,-0.032528,0.908331,-0.416747,1.325366,0.287934,1.288796
2,0.016667,-0.009265,0.025199,0.751335,-0.659374,1.415938,0.251420,0.376000,-0.009369,0.049210,-0.934303,0.352943,1.186055,0.349610,0.375089,-0.013937,-0.032414,0.908286,-0.416858,1.325447,0.287601,1.288764
3,0.025000,-0.009532,0.025125,0.751373,-0.659330,1.415925,0.251374,0.376038,-0.009281,0.049320,-0.934275,0.353003,1.186041,0.349601,0.375081,-0.013904,-0.032391,0.908288,-0.416857,1.325506,0.287176,1.288736
4,0.033333,-0.009664,0.025014,0.751386,-0.659318,1.415913,0.251351,0.376051,-0.009215,0.049506,-0.934231,0.353095,1.186015,0.349612,0.375077,-0.013653,-0.032436,0.908292,-0.416854,1.325546,0.286699,1.288710
5,0.041667,-0.009830,0.024931,0.751402,-0.659300,1.415914,0.251331,0.376064,-0.009149,0.049484,-0.934214,0.353146,1.185987,0.349606,0.375072,-0.013590,-0.032129,0.908271,-0.416925,1.325577,0.286241,1.288679
6,0.050000,-0.009966,0.024829,0.751486,-0.659207,1.415909,0.251306,0.376087,-0.008901,0.049484,-0.934218,0.353141,1.185968,0.349609,0.375046,-0.013358,-0.032025,0.908272,-0.416938,1.325562,0.285752,1.288562
7,0.058333,-0.010098,0.024775,0.751526,-0.659160,1.415909,0.251292,0.376098,-0.008968,0.049480,-0.934210,0.353162,1.185954,0.349599,0.375032,-0.013253,-0.032040,0.908239,-0.417013,1.325559,0.285263,1.288435
8,0.066667,-0.010285,0.024754,0.751579,-0.659098,1.415910,0.251279,0.376114,-0.008817,0.049607,-0.934223,0.353114,1.185939,0.349606,0.375003,-0.013121,-0.031978,0.908213,-0.417078,1.325538,0.284779,1.288324
9,0.075000,-0.010349,0.024637,0.751603,-0.659074,1.415899,0.251263,0.376126,-0.008635,0.049576,-0.934222,0.353126,1.185925,0.349608,0.374962,-0.012956,-0.032055,0.908248,-0.417001,1.325494,0.284237,1.288159
10,0.083333,-0.010448,0.024596,0.751657,-0.659012,1.415894,0.251240,0.376145,-0.008508,0.049594,-0.934242,0.353071,1.185916,0.349594,0.374929,-0.012763,-0.032027,0.908262,-0.416979,1.325438,0.283734,1.288043
