Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
0,0.000000,-0.047537,-0.003359,0.063272,-0.996858,-1.084742,1.347759,0.048367,0.073543,-0.025570,0.336755,-0.938367,-1.149477,1.093064,0.046352,-0.022296,-0.025054,0.151891,-0.987828,-1.064689,1.197191,0.955595
1,0.008333,-0.047571,-0.003107,0.063344,-0.996853,-1.084761,1.347760,0.048360,0.073534,-0.025561,0.336670,-0.938399,-1.149488,1.093071,0.046349,-0.021931,-0.025151,0.151909,-0.987831,-1.064682,1.197043,0.955578
2,0.016667,-0.047617,-0.002983,0.063347,-0.996851,-1.084781,1.347773,0.048342,0.073440,-0.025576,0.336579,-0.938439,-1.149510,1.093073,0.046350,-0.021643,-0.025913,0.151839,-0.987828,-1.064676,1.196912,0.955631
3,0.025000,-0.047665,-0.002810,0.063370,-0.996847,-1.084799,1.347779,0.048328,0.073417,-0.025510,0.336481,-0.938477,-1.149519,1.093068,0.046347,-0.021289,-0.026256,0.151825,-0.987829,-1.064739,1.196822,0.955631
4,0.033333,-0.047602,-0.002611,0.063434,-0.996847,-1.084823,1.347788,0.048306,0.073358,-0.025481,0.336383,-0.938518,-1.149528,1.093068,0.046363,-0.020939,-0.026630,0.151779,-0.987834,-1.064835,1.196758,0.955630
5,0.041667,-0.047609,-0.002477,0.063418,-0.996848,-1.084846,1.347786,0.048293,0.073299,-0.025438,0.336268,-0.938565,-1.149526,1.093075,0.046355,-0.020551,-0.026679,0.151678,-0.987856,-1.065002,1.196714,0.955650
6,0.050000,-0.047740,-0.002284,0.063438,-0.996841,-1.084873,1.347789,0.048287,0.073489,-0.025509,0.336192,-0.938575,-1.149531,1.093088,0.046356,-0.020256,-0.026519,0.151578,-0.987882,-1.065248,1.196647,0.955573
7,0.058333,-0.047713,-0.002115,0.063436,-0.996843,-1.084890,1.347813,0.048267,0.073587,-0.025527,0.336058,-0.938615,-1.149523,1.093105,0.046353,-0.020165,-0.026543,0.151399,-0.987911,-1.065478,1.196623,0.955514
8,0.066667,-0.047630,-0.001898,0.063506,-0.996842,-1.084911,1.347823,0.048252,0.073703,-0.025564,0.336014,-0.938621,-1.149519,1.093123,0.046354,-0.019917,-0.026780,0.151135,-0.987950,-1.065704,1.196597,0.955461
9,0.075000,-0.047619,-0.001723,0.063500,-0.996844,-1.084935,1.347836,0.048237,0.073818,-0.025566,0.335897,-0.938654,-1.149516,1.093136,0.046359,-0.019486,-0.027860,0.150644,-0.988003,-1.065920,1.196520,0.955450
10,0.083333,-0.047353,-0.001629,0.063530,-0.996855,-1.084959,1.347856,0.048217,0.074003,-0.025619,0.335841,-0.938658,-1.149515,1.093159,0.046346,-0.019274,-0.027880,0.150218,-0.988072,-1.066202,1.196504,0.955422
11,0.091667,-0.047213,-0.001400,0.063570,-0.996859,-1.084978,1.347873,0.048210,0.074197,-0.025664,0.335774,-0.938665,-1.149509,1.093175,0.046348,-0.018879,-0.028032,0.149706,-0.988153,-1.066485,1.196476,0.955434
12,0.100000,-0.047226,-0.001184,0.063653,-0.996853,-1.084998,1.347890,0.048212,0.074904,-0.025589,0.336069,-0.938505,-1.149503,1.093151,0.046354,-0.018742,-0.028186,0.149156,-0.988234,-1.066754,1.196524,0.955397
13,0.108333,-0.047113,-0.001006,0.063675,-0.996858,-1.085023,1.347914,0.048198,0.074918,-0.025537,0.335963,-0.938544,-1.149510,1.093171,0.046381,-0.018462,-0.028934,0.148388,-0.988333,-1.066986,1.196472,0.955383
14,0.116667,-0.046870,-0.000877,0.063613,-0.996873,-1.085070,1.347962,0.048194,0.075398,-0.025745,0.335968,-0.938497,-1.149485,1.093186,0.046358,-0.018240,-0.029432,0.147539,-0.988450,-1.067271,1.196381,0.955389
15,0.125000,-0.046810,-0.000686,0.063628,-0.996875,-1.085101,1.347993,0.048171,0.075753,-0.025810,0.335882,-0.938498,-1.149473,1.093200,0.046361,-0.017876,-0.030293,0.146713,-0.988554,-1.067535,1.196277,0.955377
16,0.133333,-0.046550,-0.000489,0.063590,-0.996890,-1.085145,1.348033,0.048151,0.076154,-0.025908,0.335819,-0.938486,-1.149467,1.093216,0.046347,-0.017616,-0.030614,0.145897,-0.988669,-1.067852,1.196197,0.955340
17,0.141667,-0.046382,-0.000312,0.063523,-0.996902,-1.085192,1.348067,0.048135,0.076323,-0.026019,0.335765,-0.938488,-1.149447,1.093241,0.046362,-0.017291,-0.031245,0.144990,-0.988788,-1.068114,1.196127,0.955437
18,0.150000,-0.046273,-0.000074,0.063498,-0.996909,-1.085238,1.348130,0.048126,0.076648,-0.026143,0.335710,-0.938478,-1.149432,1.093268,0.046373,-0.016741,-0.031804,0.144131,-0.988906,-1.068439,1.195976,0.955364
19,0.158333,-0.046166,0.000090,0.063751,-0.996897,-1.085256,1.348148,0.048111,0.076868,-0.026538,0.335323,-0.938587,-1.149405,1.093321,0.046380,-0.016583,-0.032919,0.143188,-0.989009,-1.068699,1.195832,0.955422
20,0.166667,-0.045954,0.000338,0.063909,-0.996897,-1.085270,1.348181,0.048098,0.077193,-0.026695,0.335213,-0.938595,-1.149374,1.093337,0.046372,-0.016666,-0.033578,0.142650,-0.989063,-1.069100,1.195715,0.955395
21,0.175000,-0.045825,0.000609,0.064123,-0.996889,-1.085296,1.348211,0.048082,0.077523,-0.026892,0.335343,-0.938516,-1.149321,1.093378,0.046405,-0.016477,-0.033755,0.141065,-0.989288,-1.069306,1.195157,0.955106
