Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
0,0.000000,0.056908,0.012093,0.492852,0.868166,-1.746520,-0.293723,0.026968,0.022313,0.010783,-0.139102,-0.989968,-1.492191,-0.411420,0.022077,0.003222,-0.002081,-0.360277,-0.932838,-1.603834,-0.408442,0.932032
1,0.008333,0.056583,0.012162,0.492928,0.868143,-1.746554,-0.293708,0.026950,0.022303,0.010774,-0.139025,-0.989979,-1.492186,-0.411399,0.022070,0.003374,-0.001893,-0.360111,-0.932902,-1.603183,-0.408268,0.932044
2,0.016667,0.056401,0.012255,0.492989,0.868119,-1.746575,-0.293699,0.026941,0.022365,0.010839,-0.139000,-0.989981,-1.492178,-0.411378,0.022059,0.003788,-0.000563,-0.358960,-0.933345,-1.601980,-0.408149,0.932121
3,0.025000,0.056216,0.012317,0.493035,0.868104,-1.746592,-0.293686,0.026917,0.022444,0.010920,-0.138952,-0.989985,-1.492175,-0.411354,0.022044,0.002523,-0.000638,-0.359432,-0.933168,-1.602171,-0.408377,0.931516
4,0.033333,0.056045,0.012316,0.493067,0.868097,-1.746613,-0.293673,0.026894,0.022599,0.011032,-0.138935,-0.989982,-1.492173,-0.411326,0.022023,0.004101,0.000065,-0.358829,-0.933394,-1.601701,-0.408258,0.931252
5,0.041667,0.055925,0.012386,0.493181,0.868039,-1.746635,-0.293654,0.026857,0.022700,0.011063,-0.138951,-0.989977,-1.492161,-0.411304,0.022004,0.005915,0.001072,-0.358603,-0.933471,-1.600882,-0.408054,0.931147
6,0.050000,0.055864,0.012412,0.493266,0.867994,-1.746662,-0.293643,0.026808,0.022911,0.011195,-0.138944,-0.989972,-1.492159,-0.411276,0.021984,0.009203,0.004313,-0.353794,-0.935268,-1.598736,-0.406389,0.930336
7,0.058333,0.055899,0.012506,0.493363,0.867935,-1.746678,-0.293633,0.026748,0.023186,0.011359,-0.138900,-0.989970,-1.492158,-0.411242,0.021960,0.009784,0.004882,-0.352854,-0.935615,-1.598097,-0.406058,0.930216
8,0.066667,0.055986,0.012645,0.493497,0.867852,-1.746706,-0.293620,0.026680,0.023498,0.011482,-0.138895,-0.989962,-1.492164,-0.411207,0.021928,0.011048,0.006523,-0.351972,-0.935923,-1.597443,-0.405620,0.929962
9,0.075000,0.056118,0.012735,0.493579,0.867795,-1.746709,-0.293606,0.026608,0.023836,0.011693,-0.138903,-0.989950,-1.492163,-0.411173,0.021907,0.009892,0.009276,-0.352247,-0.935809,-1.597354,-0.405589,0.929796
10,0.083333,0.056355,0.012986,0.493727,0.867692,-1.746723,-0.293590,0.026531,0.024123,0.011872,-0.138940,-0.989936,-1.492174,-0.411143,0.021881,0.010646,0.009737,-0.351042,-0.936249,-1.596482,-0.404981,0.929579
11,0.091667,0.056509,0.013025,0.493862,0.867605,-1.746742,-0.293579,0.026441,0.024309,0.012016,-0.138941,-0.989929,-1.492182,-0.411127,0.021864,0.012998,0.010326,-0.349959,-0.936618,-1.595069,-0.404375,0.929022
12,0.100000,0.056669,0.013141,0.494018,0.867504,-1.746771,-0.293549,0.026352,0.024455,0.012073,-0.138993,-0.989918,-1.492186,-0.411114,0.021845,0.012597,0.010201,-0.349281,-0.936878,-1.594158,-0.404030,0.928767
13,0.108333,0.056719,0.013147,0.494191,0.867402,-1.746815,-0.293518,0.026257,0.024532,0.012177,-0.139034,-0.989909,-1.492193,-0.411111,0.021833,0.013350,0.010717,-0.349546,-0.936763,-1.593262,-0.403677,0.928615
