Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
0,0.000000,-0.008668,0.002602,0.724207,-0.689523,1.511288,0.256286,0.716421,-0.008879,0.019615,-0.914558,0.403882,1.300613,0.281900,0.710761,0.024584,0.020007,-0.783986,0.619969,1.406988,0.257581,1.626972
1,0.008333,-0.008553,0.002559,0.724212,-0.689520,1.511286,0.256282,0.716414,-0.008995,0.019507,-0.914544,0.403916,1.300612,0.281887,0.710769,0.024426,0.020001,-0.784166,0.619747,1.407283,0.257576,1.626977
2,0.016667,-0.008682,0.002677,0.724246,-0.689482,1.511279,0.256284,0.716397,-0.008989,0.019470,-0.914551,0.403901,1.300609,0.281897,0.710768,0.024320,0.019999,-0.784349,0.619521,1.407584,0.257592,1.626984
3,0.025000,-0.008686,0.002570,0.724266,-0.689461,1.511268,0.256282,0.716400,-0.008971,0.019876,-0.914517,0.403958,1.300584,0.281914,0.710796,0.024156,0.020206,-0.784518,0.619305,1.407913,0.257592,1.626945
4,0.033333,-0.008624,0.002578,0.724266,-0.689462,1.511264,0.256274,0.716392,-0.008832,0.019663,-0.914545,0.403909,1.300599,0.281912,0.710782,0.024008,0.020156,-0.784687,0.619100,1.408231,0.257639,1.626949
5,0.041667,-0.008688,0.002643,0.724288,-0.689438,1.511281,0.256262,0.716375,-0.008866,0.019884,-0.914526,0.403940,1.300590,0.281908,0.710798,0.023811,0.020128,-0.784876,0.618868,1.408563,0.257721,1.626976
6,0.050000,-0.008581,0.002633,0.724307,-0.689419,1.511283,0.256247,0.716364,-0.008837,0.019755,-0.914548,0.403899,1.300587,0.281907,0.710802,0.023571,0.020136,-0.785060,0.618644,1.408904,0.257799,1.626971
7,0.058333,-0.008599,0.002514,0.724309,-0.689417,1.511283,0.256237,0.716372,-0.008840,0.019707,-0.914529,0.403943,1.300588,0.281896,0.710804,0.023478,0.020182,-0.785225,0.618436,1.409242,0.257882,1.626978
8,0.066667,-0.008653,0.002681,0.724373,-0.689349,1.511278,0.256229,0.716361,-0.008769,0.019704,-0.914544,0.403910,1.300595,0.281889,0.710810,0.023323,0.020177,-0.785409,0.618209,1.409581,0.257969,1.626998
9,0.075000,-0.008561,0.002530,0.724329,-0.689396,1.511262,0.256218,0.716374,-0.008782,0.019878,-0.914545,0.403900,1.300580,0.281903,0.710821,0.023168,0.020207,-0.785596,0.617976,1.409927,0.258082,1.626997
10,0.083333,-0.008567,0.002549,0.724331,-0.689395,1.511256,0.256222,0.716374,-0.008829,0.019999,-0.914523,0.403942,1.300560,0.281907,0.710845,0.023188,0.020478,-0.785723,0.617804,1.410279,0.258148,1.626969
11,0.091667,-0.008556,0.002364,0.724319,-0.689408,1.511250,0.256228,0.716390,-0.008750,0.019866,-0.914538,0.403917,1.300557,0.281921,0.710839,0.022988,0.020449,-0.785873,0.617622,1.410635,0.258304,1.626993
12,0.100000,-0.008528,0.002485,0.724320,-0.689407,1.511249,0.256233,0.716378,-0.008767,0.019739,-0.914547,0.403902,1.300564,0.281916,0.710840,0.023025,0.020728,-0.786035,0.617405,1.410972,0.258423,1.627022
13,0.108333,-0.008598,0.002397,0.724326,-0.689400,1.511257,0.256243,0.716379,-0.008726,0.020065,-0.914533,0.403919,1.300558,0.281934,0.710853,0.022882,0.020885,-0.786211,0.617180,1.411311,0.258536,1.627021
14,0.116667,-0.008615,0.002471,0.724381,-0.689342,1.511267,0.256242,0.716376,-0.008752,0.019927,-0.914531,0.403929,1.300559,0.281935,0.710861,0.022852,0.021141,-0.786309,0.617049,1.411656,0.258711,1.627010
15,0.125000,-0.008523,0.002529,0.724370,-0.689354,1.511258,0.256238,0.716373,-0.008799,0.020017,-0.914503,0.403989,1.300556,0.281939,0.710876,0.022613,0.021285,-0.786457,0.616864,1.412001,0.258842,1.626978
16,0.133333,-0.008317,0.002592,0.724332,-0.689396,1.511262,0.256224,0.716375,-0.008748,0.019844,-0.914536,0.403922,1.300567,0.281936,0.710853,0.022364,0.021332,-0.786612,0.616674,1.412340,0.258959,1.626944
17,0.141667,-0.008453,0.002582,0.724377,-0.689348,1.511277,0.256223,0.716373,-0.008754,0.020197,-0.914520,0.403942,1.300550,0.281949,0.710877,0.022181,0.021390,-0.786713,0.616549,1.412683,0.259074,1.626900
18,0.150000,-0.008443,0.002551,0.724352,-0.689373,1.511275,0.256225,0.716371,-0.008804,0.020106,-0.914502,0.403987,1.300540,0.281949,0.710890,0.021906,0.021429,-0.786910,0.616306,1.413003,0.259102,1.626794
19,0.158333,-0.008435,0.002515,0.724372,-0.689353,1.511273,0.256231,0.716367,-0.008767,0.019853,-0.914516,0.403968,1.300544,0.281944,0.710876,0.016302,0.023197,-0.789264,0.613399,1.413559,0.258217,1.625578
20,0.166667,-0.008433,0.002478,0.724375,-0.689350,1.511272,0.256242,0.716364,-0.008730,0.019894,-0.914529,0.403937,1.300543,0.281960,0.710879,0.016018,0.023336,-0.789734,0.612796,1.413949,0.258358,1.625596
21,0.175000,-0.008387,0.002438,0.724381,-0.689344,1.511266,0.256243,0.716368,-0.008693,0.019721,-0.914531,0.403941,1.300539,0.281964,0.710870,0.015981,0.023552,-0.790395,0.611936,1.414332,0.258411,1.625575
22,0.183333,-0.008375,0.002501,0.724387,-0.689339,1.511257,0.256255,0.716356,-0.008764,0.019990,-0.914512,0.403971,1.300515,0.281983,0.710889,0.016036,0.023699,-0.791074,0.611051,1.414741,0.258508,1.625596
23,0.191667,-0.008380,0.002462,0.724425,-0.689298,1.511267,0.256262,0.716355,-0.008688,0.019980,-0.914514,0.403968,1.300519,0.281986,0.710898,0.016000,0.024072,-0.791701,0.610225,1.415168,0.258584,1.625549
24,0.200000,-0.008393,0.002487,0.724405,-0.689320,1.511247,0.256270,0.716350,-0.008746,0.019814,-0.914520,0.403961,1.300506,0.281994,0.710883,0.016016,0.024513,-0.792396,0.609304,1.415610,0.258715,1.625584
25,0.208333,-0.008389,0.002575,0.724436,-0.689287,1.511241,0.256267,0.716341,-0.008673,0.019727,-0.914525,0.403955,1.300504,0.281991,0.710882,0.016178,0.024794,-0.793063,0.608420,1.416047,0.258819,1.625647
26,0.216667,-0.008318,0.002653,0.724455,-0.689267,1.511238,0.256268,0.716334,-0.008685,0.019679,-0.914517,0.403975,1.300495,0.281997,0.710887,0.016370,0.024823,-0.793542,0.607789,1.416491,0.258945,1.625714
27,0.225000,-0.008287,0.002692,0.724469,-0.689252,1.511223,0.256271,0.716325,-0.008592,0.019521,-0.914552,0.403905,1.300489,0.281995,0.710890,0.016541,0.024864,-0.793931,0.607275,1.416933,0.258995,1.625707
28,0.233333,-0.008338,0.002777,0.724480,-0.689240,1.511216,0.256271,0.716324,-0.008516,0.019460,-0.914565,0.403881,1.300483,0.281995,0.710885,0.017354,0.024172,-0.794126,0.607025,1.417252,0.258837,1.625743
29,0.241667,-0.008263,0.002763,0.724498,-0.689222,1.511212,0.256276,0.716313,-0.008625,0.019468,-0.914546,0.403921,1.300479,0.282001,0.710881,0.018793,0.019373,-0.795159,0.605800,1.417337,0.259187,1.627210
30,0.250000,-0.008264,0.002745,0.724495,-0.689225,1.511213,0.256278,0.716326,-0.008546,0.019512,-0.914564,0.403880,1.300466,0.282021,0.710887,0.019987,0.018746,-0.795433,0.605422,1.417465,0.258920,1.627251
31,0.258333,-0.008450,0.002994,0.724967,-0.688726,1.511305,0.256272,0.716298,-0.008588,0.019341,-0.914567,0.403881,1.300472,0.282018,0.710886,0.017234,0.021565,-0.794792,0.606254,1.417812,0.258668,1.625761
32,0.266667,-0.008163,0.003064,0.724652,-0.689060,1.511230,0.256284,0.716300,-0.008606,0.019704,-0.914535,0.403934,1.300450,0.282041,0.710913,0.020386,0.019912,-0.794919,0.606047,1.417793,0.258881,1.626540
33,0.275000,-0.008384,0.002915,0.724519,-0.689198,1.511199,0.256301,0.716326,-0.008562,0.019476,-0.914558,0.403895,1.300449,0.282045,0.710894,0.020316,0.020636,-0.794830,0.606141,1.417933,0.258955,1.626388
34,0.283333,-0.008499,0.002785,0.724385,-0.689338,1.511171,0.256308,0.716348,-0.008596,0.019410,-0.914542,0.403933,1.300448,0.282038,0.710901,0.019625,0.021335,-0.794766,0.606223,1.418025,0.259024,1.626152
35,0.291667,-0.008510,0.002668,0.724320,-0.689406,1.511159,0.256311,0.716358,-0.008596,0.019350,-0.914552,0.403914,1.300440,0.282042,0.710899,0.018237,0.022006,-0.794658,0.606384,1.418098,0.259102,1.625839
36,0.300000,-0.008659,0.002735,0.724321,-0.689403,1.511139,0.256328,0.716352,-0.008552,0.019554,-0.914553,0.403903,1.300422,0.282057,0.710909,0.018083,0.022897,-0.796527,0.603899,1.418199,0.260044,1.626074
37,0.308333,-0.008571,0.003304,0.725029,-0.688657,1.511269,0.256304,0.716284,-0.008594,0.019186,-0.914572,0.403877,1.300436,0.282046,0.710873,0.017473,0.023458,-0.796797,0.603539,1.418219,0.260122,1.625980
38,0.316667,-0.009358,0.003670,0.725571,-0.688074,1.511350,0.256289,0.716315,-0.008611,0.019110,-0.914587,0.403846,1.300438,0.282056,0.710864,0.016782,0.024035,-0.797128,0.603099,1.418245,0.260284,1.625893
39,0.325000,-0.010403,0.004282,0.726395,-0.687185,1.511497,0.256259,0.716371,-0.008611,0.019304,-0.914598,0.403812,1.300416,0.282065,0.710879,0.016277,0.024742,-0.797525,0.602559,1.418278,0.260657,1.625854
40,0.333333,-0.012184,0.004721,0.727315,-0.686180,1.511683,0.256248,0.716463,-0.008663,0.019598,-0.914569,0.403862,1.300418,0.282059,0.710881,0.014928,0.027715,-0.795418,0.605243,1.418553,0.261600,1.625077
41,0.341667,-0.013679,0.005398,0.728141,-0.685270,1.511859,0.256226,0.716522,-0.008600,0.019414,-0.914582,0.403843,1.300425,0.282043,0.710869,0.014410,0.028351,-0.795302,0.605379,1.418581,0.261817,1.624863
42,0.350000,-0.014987,0.005856,0.728750,-0.684591,1.511992,0.256225,0.716589,-0.008624,0.019208,-0.914593,0.403826,1.300425,0.282034,0.710852,0.014099,0.028840,-0.795139,0.605577,1.418570,0.261929,1.624680
43,0.358333,-0.016002,0.005890,0.729127,-0.684166,1.512076,0.256244,0.716664,-0.008630,0.019243,-0.914612,0.403782,1.300420,0.282037,0.710861,0.013760,0.029155,-0.795002,0.605750,1.418564,0.262142,1.624645
44,0.366667,-0.016599,0.006304,0.729482,-0.683769,1.512157,0.256257,0.716671,-0.008661,0.019405,-0.914616,0.403764,1.300418,0.282041,0.710853,0.013467,0.029235,-0.794783,0.606039,1.418544,0.262415,1.624673
45,0.375000,-0.016598,0.006331,0.729574,-0.683671,1.512200,0.256251,0.716685,-0.008622,0.019202,-0.914644,0.403712,1.300436,0.282035,0.710832,0.013233,0.029253,-0.794394,0.606554,1.418509,0.262605,1.624701
46,0.383333,-0.016478,0.006534,0.729567,-0.683679,1.512209,0.256254,0.716666,-0.008691,0.019629,-0.914623,0.403737,1.300422,0.282049,0.710853,0.013142,0.029152,-0.794055,0.607004,1.418451,0.262772,1.624774
