Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
0,0.000000,0.002054,0.018771,0.967110,-0.253656,1.579382,1.101123,0.055238,-0.016855,-0.097085,0.940665,0.324716,1.568516,1.424671,0.056237,-0.020178,-0.000519,0.999644,-0.017433,1.566646,1.198669,0.964474
1,0.008333,0.002094,0.018706,0.967115,-0.253641,1.579385,1.101115,0.055248,-0.016889,-0.097310,0.940580,0.324893,1.568517,1.424673,0.056200,-0.020582,-0.000430,0.999631,-0.017727,1.566751,1.198204,0.964494
2,0.016667,0.002036,0.018657,0.967120,-0.253627,1.579387,1.101108,0.055258,-0.016894,-0.097546,0.940498,0.325060,1.568507,1.424699,0.056189,-0.020906,-0.000562,0.999616,-0.018204,1.566765,1.197652,0.964578
3,0.025000,0.002024,0.018469,0.967117,-0.253652,1.579403,1.101101,0.055253,-0.016973,-0.097632,0.940432,0.325218,1.568494,1.424707,0.056182,-0.020961,-0.000552,0.999603,-0.018798,1.566826,1.197130,0.964621
4,0.033333,0.002102,0.018329,0.967147,-0.253549,1.579406,1.101096,0.055267,-0.017022,-0.097825,0.940386,0.325293,1.568475,1.424725,0.056181,-0.021005,-0.000646,0.999592,-0.019347,1.566959,1.196519,0.964694
5,0.041667,0.002106,0.018203,0.967149,-0.253551,1.579415,1.101086,0.055260,-0.017002,-0.097901,0.940331,0.325430,1.568463,1.424723,0.056147,-0.021166,-0.000577,0.999572,-0.020201,1.566986,1.195913,0.964710
6,0.050000,0.002093,0.018166,0.967165,-0.253491,1.579418,1.101072,0.055274,-0.017111,-0.098279,0.940279,0.325461,1.568438,1.424740,0.056140,-0.021263,-0.000535,0.999553,-0.021030,1.567042,1.195292,0.964719
7,0.058333,0.002093,0.018040,0.967182,-0.253435,1.579432,1.101059,0.055277,-0.017122,-0.098362,0.940214,0.325622,1.568420,1.424729,0.056110,-0.021423,-0.000573,0.999530,-0.021925,1.567154,1.194548,0.964789
8,0.066667,0.002135,0.017899,0.967189,-0.253419,1.579441,1.101039,0.055280,-0.017209,-0.098572,0.940152,0.325734,1.568400,1.424721,0.056086,-0.021652,-0.000378,0.999501,-0.023012,1.567308,1.193759,0.964846
9,0.075000,0.002144,0.017735,0.967198,-0.253396,1.579448,1.101019,0.055294,-0.017296,-0.098876,0.940083,0.325834,1.568386,1.424721,0.056065,-0.022680,0.001429,0.999499,-0.022055,1.567553,1.193661,0.964363
10,0.083333,0.002137,0.017474,0.967191,-0.253439,1.579457,1.101000,0.055302,-0.017524,-0.099093,0.940021,0.325936,1.568359,1.424727,0.056053,-0.022746,0.002144,0.999486,-0.022505,1.567687,1.192879,0.964159
11,0.091667,0.002217,0.017234,0.967171,-0.253531,1.579460,1.100997,0.055319,-0.017621,-0.099224,0.939969,0.326042,1.568316,1.424733,0.056046,-0.022219,0.002746,0.999492,-0.022677,1.567980,1.192105,0.963940
12,0.100000,0.002296,0.016766,0.967157,-0.253618,1.579458,1.100988,0.055327,-0.018037,-0.099694,0.939932,0.325982,1.568279,1.424759,0.056047,-0.022304,0.002706,0.999433,-0.025081,1.567523,1.191069,0.963911
13,0.108333,0.002485,0.016509,0.967120,-0.253771,1.579437,1.100980,0.055309,-0.018214,-0.099920,0.939874,0.326069,1.568249,1.424771,0.056044,-0.022372,0.003120,0.999383,-0.026892,1.567465,1.189920,0.963866
14,0.116667,0.002863,0.016178,0.967039,-0.254099,1.579387,1.100990,0.055256,-0.018369,-0.100008,0.939798,0.326252,1.568216,1.424777,0.056016,-0.021859,0.003296,0.999372,-0.027687,1.567662,1.188866,0.963786
15,0.125000,0.003044,0.015837,0.966992,-0.254295,1.579353,1.100983,0.055249,-0.018576,-0.100219,0.939752,0.326308,1.568174,1.424794,0.056011,-0.021433,0.003536,0.999357,-0.028513,1.567768,1.187838,0.963676
16,0.133333,0.003076,0.015364,0.966991,-0.254329,1.579323,1.100968,0.055306,-0.018867,-0.100523,0.939681,0.326402,1.568137,1.424807,0.055998,-0.021201,0.003813,0.999338,-0.029333,1.567941,1.186713,0.963597
17,0.141667,0.003161,0.014686,0.966965,-0.254466,1.579332,1.100968,0.055321,-0.019319,-0.100834,0.939582,0.326566,1.568088,1.424827,0.056010,-0.021125,0.003996,0.999297,-0.030714,1.568087,1.185442,0.963573
18,0.150000,0.003448,0.013899,0.966952,-0.254556,1.579370,1.100958,0.055315,-0.019845,-0.101164,0.939492,0.326690,1.568036,1.424834,0.056021,-0.020444,0.003637,0.999251,-0.032661,1.567846,1.184175,0.963565
19,0.158333,0.003182,0.012547,0.967150,-0.253875,1.579466,1.100852,0.055477,-0.020500,-0.102004,0.939379,0.326715,1.567934,1.424868,0.056064,-0.020480,0.003567,0.999206,-0.034000,1.567851,1.182871,0.963548
20,0.166667,0.003234,0.012161,0.967179,-0.253785,1.579532,1.100836,0.055448,-0.021038,-0.102592,0.939272,0.326805,1.567846,1.424888,0.056109,-0.020228,0.003348,0.999177,-0.034999,1.568032,1.181558,0.963597
21,0.175000,0.003111,0.011938,0.967256,-0.253502,1.579651,1.100796,0.055432,-0.021675,-0.103247,0.939154,0.326896,1.567765,1.424924,0.056167,-0.020709,0.003625,0.999143,-0.035653,1.568108,1.180429,0.963482
22,0.183333,0.003384,0.011552,0.967257,-0.253514,1.579658,1.100802,0.055392,-0.022424,-0.103953,0.939018,0.327011,1.567655,1.424950,0.056230,-0.020495,0.004096,0.999116,-0.036465,1.568242,1.179280,0.963258
23,0.191667,0.003140,0.011901,0.967409,-0.252919,1.579773,1.100673,0.055425,-0.023341,-0.104571,0.938891,0.327114,1.567530,1.424970,0.056312,-0.020232,0.004431,0.999089,-0.037325,1.568468,1.177952,0.963156
24,0.200000,0.003416,0.011550,0.967479,-0.252663,1.579880,1.100601,0.055380,-0.024463,-0.105213,0.938717,0.327327,1.567404,1.425001,0.056429,-0.020402,0.004863,0.999052,-0.038159,1.568738,1.176507,0.963071
25,0.208333,0.003767,0.011070,0.967483,-0.252664,1.579872,1.100653,0.055341,-0.025841,-0.105880,0.938467,0.327721,1.567276,1.425035,0.056557,-0.019448,0.004843,0.999025,-0.039350,1.568796,1.174993,0.962912
26,0.216667,0.003755,0.010910,0.967568,-0.252346,1.579962,1.100590,0.055330,-0.027427,-0.107246,0.938099,0.328202,1.567198,1.425100,0.056692,-0.019136,0.005021,0.998989,-0.040377,1.569049,1.173400,0.962763
27,0.225000,0.003877,0.010741,0.967677,-0.251935,1.580066,1.100489,0.055302,-0.029248,-0.107793,0.937901,0.328432,1.567064,1.425129,0.056928,-0.017833,0.005312,0.998960,-0.041629,1.569053,1.171926,0.962548
28,0.233333,0.003985,0.010137,0.967771,-0.251596,1.580163,1.100429,0.055268,-0.031796,-0.108524,0.937820,0.328184,1.566953,1.425253,0.057253,-0.017108,0.005179,0.998940,-0.042429,1.569458,1.170225,0.962379
29,0.241667,0.004700,0.009468,0.967621,-0.252185,1.580168,1.100479,0.055150,-0.034143,-0.112539,0.938712,0.324019,1.566983,1.425839,0.057744,-0.015770,0.005442,0.998914,-0.043515,1.569541,1.168699,0.962170
30,0.250000,0.005190,0.009272,0.967602,-0.252257,1.580160,1.100454,0.055076,-0.037169,-0.112923,0.938850,0.323151,1.566999,1.426074,0.058222,-0.015003,0.005351,0.998880,-0.044545,1.569782,1.166953,0.962006
31,0.258333,0.005680,0.009641,0.967581,-0.252315,1.580164,1.100393,0.054995,-0.041076,-0.112582,0.939203,0.321770,1.566970,1.426393,0.058840,-0.013056,0.004015,0.998908,-0.044687,1.570435,1.164868,0.962083
