Frame,Time (Seconds),RFoot:Rotation:X,RFoot:Rotation:Y,RFoot:Rotation:Z,RFoot:Rotation:W,RFoot:Position:X,RFoot:Position:Y,RFoot:Position:Z,LFoot:Rotation:X,LFoot:Rotation:Y,LFoot:Rotation:Z,LFoot:Rotation:W,LFoot:Position:X,LFoot:Position:Y,LFoot:Position:Z,Waist:Rotation:X,Waist:Rotation:Y,Waist:Rotation:Z,Waist:Rotation:W,Waist:Position:X,Waist:Position:Y,Waist:Position:Z
0,0.000000,-0.026218,-0.001333,-0.795357,-0.605573,1.206211,-0.864472,0.022893,0.018388,0.018596,-0.541144,-0.840523,1.503709,-0.842857,0.021413,0.012949,0.012126,-0.675804,-0.736868,1.289318,-0.906037,0.925576
1,0.008333,-0.026167,-0.001336,-0.795373,-0.605554,1.206213,-0.864483,0.022892,0.018082,0.018416,-0.541140,-0.840536,1.503744,-0.842880,0.021409,0.012383,0.012255,-0.675543,-0.737115,1.288819,-0.905942,0.925483
2,0.016667,-0.026097,-0.001264,-0.795352,-0.605584,1.206209,-0.864487,0.022894,0.017961,0.018479,-0.541181,-0.840511,1.503774,-0.842889,0.021411,0.013143,0.012021,-0.675099,-0.737512,1.288315,-0.905908,0.925622
3,0.025000,-0.026003,-0.001212,-0.795333,-0.605613,1.206211,-0.864484,0.022905,0.017788,0.018279,-0.541138,-0.840547,1.503803,-0.842901,0.021400,0.013206,0.012397,-0.674727,-0.737845,1.287865,-0.905797,0.925605
4,0.033333,-0.025982,-0.001050,-0.795286,-0.605676,1.206202,-0.864487,0.022905,0.017427,0.018193,-0.541108,-0.840576,1.503821,-0.842918,0.021382,0.013395,0.013237,-0.674385,-0.738140,1.287374,-0.905832,0.925719
5,0.041667,-0.026199,-0.001542,-0.795288,-0.605663,1.206183,-0.864484,0.022940,0.017300,0.018196,-0.541052,-0.840614,1.503824,-0.842925,0.021378,0.014170,0.012955,-0.674215,-0.738286,1.286853,-0.905603,0.925804
6,0.050000,-0.025814,-0.000807,-0.795268,-0.605708,1.206193,-0.864502,0.022911,0.017080,0.018226,-0.541035,-0.840629,1.503821,-0.842933,0.021361,0.013946,0.013112,-0.673851,-0.738619,1.286370,-0.905549,0.925785
7,0.058333,-0.025936,-0.001191,-0.795203,-0.605787,1.206181,-0.864502,0.022957,0.016998,0.018019,-0.540952,-0.840689,1.503821,-0.842952,0.021362,0.014035,0.012760,-0.673331,-0.739098,1.285661,-0.905435,0.925816
8,0.066667,-0.025906,-0.001056,-0.795176,-0.605824,1.206171,-0.864508,0.022956,0.016965,0.018102,-0.540894,-0.840725,1.503825,-0.842965,0.021350,0.014469,0.012982,-0.672632,-0.739721,1.285183,-0.905411,0.925788
9,0.075000,-0.025750,-0.001009,-0.795156,-0.605858,1.206163,-0.864518,0.022973,0.017104,0.018239,-0.540833,-0.840758,1.503815,-0.842981,0.021340,0.014170,0.012838,-0.672310,-0.740023,1.284412,-0.905464,0.925790
10,0.083333,-0.025437,-0.000312,-0.795139,-0.605893,1.206167,-0.864529,0.022926,0.017027,0.018167,-0.540742,-0.840820,1.503800,-0.842980,0.021332,0.014517,0.012936,-0.672158,-0.740152,1.283840,-0.905329,0.925830
11,0.091667,-0.025535,-0.000585,-0.795052,-0.606003,1.206143,-0.864531,0.022989,0.017040,0.018327,-0.540716,-0.840833,1.503798,-0.842991,0.021339,0.014202,0.013076,-0.671773,-0.740505,1.283075,-0.905237,0.925715
12,0.100000,-0.025376,-0.000197,-0.795025,-0.606045,1.206125,-0.864541,0.022974,0.016911,0.018225,-0.540711,-0.840841,1.503796,-0.842990,0.021340,0.013737,0.012785,-0.671180,-0.741057,1.282161,-0.905317,0.925709
13,0.108333,-0.025334,-0.000217,-0.794998,-0.606083,1.206122,-0.864548,0.022990,0.016919,0.018269,-0.540589,-0.840918,1.503793,-0.842993,0.021343,0.013126,0.012678,-0.670968,-0.741262,1.281505,-0.905187,0.925829
