frame_id,timestamp,gait_type,root_linear_velocity_x,root_linear_velocity_y,root_linear_velocity_z,root_angular_velocity_x,root_angular_velocity_y,root_angular_velocity_z,left_linear_velocity_x,left_linear_velocity_y,left_linear_velocity_z,right_linear_velocity_x,right_linear_velocity_y,right_linear_velocity_z,root_acceleration_x,root_acceleration_y,root_acceleration_z,left_acceleration_x,left_acceleration_y,left_acceleration_z,right_acceleration_x,right_acceleration_y,right_acceleration_z,left_pos_rel_x,left_pos_rel_y,left_pos_rel_z,right_pos_rel_x,right_pos_rel_y,right_pos_rel_z,step_length,step_width,step_height,left_contact_prob,right_contact_prob,support_type,max_foot_height
1,0.008333,jog,0.012360494419772498,0.1108844353774194,-0.025921036841472934,-0.10665759923994467,0.010420455884385447,-0.15225606151355128,0.0007200288011461046,0.0015600624025009907,0.0002400096003842554,-0.006000240009613046,0.006240249609977317,-0.01956078243129683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01112599999999997,0.06948500000000002,-1.05921,-0.03997899999999999,0.1090589999999999,-0.9081589999999999,0.028853000000000018,0.03957399999999989,0.15105100000000005,0.9971085178817518,0.4643486090074893,single,-0.9081589999999999
2,0.016667,jog,-0.019078473722104656,0.11915046796256558,-0.00011999040077138896,0.20091417755501847,0.2096926272428491,-0.09406510023441783,-0.00011999040075806734,0.0033597312215056393,0.0,-0.007559395248371036,0.007079433645312124,-0.027837772978162107,-3.772374387074292,0.9918445626525285,3.095877902651973,-0.10079424068924547,0.21594298284193045,-0.028798848138259583,-0.1870836619580022,0.10069402871787939,-0.9931594128708034,-0.010967999999999867,0.06852000000000003,-1.059209,-0.03988299999999989,0.10812499999999992,-0.9083899999999999,0.028915000000000024,0.03960499999999989,0.15081900000000015,0.9943968779593095,0.4504967890591607,single,-0.9083899999999999
3,0.025,jog,-0.01632065282610272,0.12432497299892438,-0.00924036961478384,0.06613353454084465,0.421292226472076,-0.14934658336649706,0.0014400576022922092,0.001080043201719157,-0.0036001440057605,-0.010200408016334185,0.00732029281172312,-0.027481099243969763,0.330951745590056,0.6209654429807753,-1.0944892852529042,0.187213248895989,-0.27357350531459046,-0.43203456207374297,-0.3169342095239588,0.02890425613956516,0.04280256020548952,-0.010820000000000052,0.06749299999999991,-1.059162,-0.03983200000000009,0.10714999999999997,-0.908542,0.029012000000000038,0.03965700000000005,0.15061999999999998,0.9932915277286205,0.44964443575361157,single,-0.908542
4,0.033333,jog,-0.02304092163686187,0.13116524660986567,-0.0007200288011461046,0.024284941506097637,0.1853698497336805,-0.1354964033389335,0.0007200288011461046,0.004680187207489649,0.0006000240009606385,-0.012240489619563717,0.009600384015370216,-0.029161166446657887,-0.8064645158717332,0.8208656679396725,1.0224817969084046,-0.0864069124140291,0.43203456207494206,0.5040403224194333,-0.24481958517095062,0.27362188931322395,-0.20161612896773354,-0.010622000000000131,0.06643899999999991,-1.059151,-0.039741999999999944,0.10613700000000004,-0.908779,0.029119999999999813,0.03969800000000012,0.15037199999999995,0.9920448090718215,0.4449149499032302,single,-0.908779
5,0.041667,jog,-0.009359251259901906,0.13102951763858672,-0.01055915526757583,0.02102208942457953,0.061926490896860996,-0.1691712007373913,0.0,0.0037197024238064848,0.002279817614591447,-0.014038876889866181,0.0010799136069025357,-0.012958963282937002,1.6416691117062592,-0.016286173659580967,-1.1806007279133337,-0.08639654441397943,-0.11524895412564967,0.20155910890698445,-0.21578920929955178,-1.022374659043398,1.9441088509384306,-0.010544000000000109,0.06537799999999994,-1.059044,-0.039781000000000066,0.10505399999999998,-0.908799,0.029236999999999957,0.039676000000000045,0.15024500000000007,0.9927287181174704,0.4681064702183577,single,-0.908799
6,0.05,jog,-0.008760350414015329,0.12816512660505913,-0.00216008640346496,0.045803071404294335,0.010856357515445149,-0.22906612742488824,0.0020400816032828248,0.005280211208453619,-0.00036001440057638307,-0.011640465618626394,0.00012000480018213529,-0.0049201968078722395,0.07187097634544308,-0.34374067365025696,1.007928580836538,0.24481958517734606,0.18726854489945208,-0.31679251352068044,0.2878208653833898,-0.11519366455303016,0.9646905646303567,-0.010453999999999963,0.06435400000000002,-1.059029,-0.03980500000000009,0.10398699999999994,-0.9088219999999999,0.029351000000000127,0.03963299999999992,0.1502070000000001,0.9905465800247044,0.4789363941042925,single,-0.9088219999999999
7,0.058333,jog,0.012960518420736467,0.13428537141485433,-0.006960278411136745,0.024623685292022073,0.06844423920037329,-0.21210541797019666,0.00012000480018213529,0.005880235209404265,0.0049201968078722395,-0.005520220808831212,0.00432017280692992,-0.008760350414016994,2.606608524511196,0.734458755525645,-0.5760460827639248,-0.2304184331094071,0.0720057603444913,0.6336506910414764,0.7344587555256429,0.5040403224226311,-0.4608368662120191,-0.010561000000000043,0.063284,-1.05893,-0.03995900000000008,0.1029040000000001,-0.908837,0.029398000000000035,0.0396200000000001,0.15009299999999992,0.9872198174354263,0.48130058896973565,single,-0.908837
8,0.066667,jog,0.01067914566834722,0.13174946004320173,-0.014158867290610926,-0.04039983490473016,0.02827760718196161,-0.24233231967877447,-0.0029997600191914724,0.0074394048476129696,-0.0002399808015361171,-0.0045596352291795645,0.0010799136069025357,-0.0016798656107511545,-0.27374283086024076,-0.30428502179656813,-0.8637615646117327,-0.3743418309783546,0.1870853897538642,-0.6191717793866518,0.11526104867430377,-0.38880000000328585,0.8495902091751667,-0.01067499999999999,0.06224799999999997,-1.058814,-0.040086000000000066,0.10181499999999999,-0.908733,0.029411000000000076,0.03956700000000002,0.1500809999999999,0.986624971916485,0.49170367630082573,single,-0.908733
9,0.075,jog,0.018480739229567694,0.1278051122044862,-0.014160566422651094,-0.014934766718107255,0.07900995049678897,-0.24367557087138023,0.00048001920075518796,0.006000240009599728,0.0018000720028802516,-0.00012000480018213538,0.011760470418808538,-0.0009600384015353569,0.9362286764935174,-0.4733406742728347,-0.00020390400098017938,0.4175902100019997,-0.17270668882914234,0.24481612917513146,0.5327769625581942,1.2817180861521675,0.08638272041471237,-0.010825000000000085,0.06123299999999998,-1.058681,-0.04024099999999997,0.10084799999999994,-0.9086230000000001,0.029415999999999887,0.039614999999999956,0.1500579999999999,0.9895286690565981,0.4803329986358876,single,-0.9086230000000001
10,0.083333,jog,0.029041161646474894,0.1308052322092925,-0.010680427217089363,-0.07130620087598857,-0.13866304373101765,-0.24408252404538228,-0.0007200288011461039,0.006720268810759145,-0.0015600624024959932,0.002760110404402281,0.006960278411150062,-0.0007200288011527656,1.2673013820841463,0.36002880172882357,0.4176334100038075,-0.14401152068898246,0.08640691241562666,-0.4032322579354664,0.3456276496561159,-0.5760460827623272,0.028802304138076457,-0.01107300000000011,0.060199,-1.058605,-0.04046000000000016,0.09981600000000002,-0.90854,0.029387000000000052,0.03961700000000001,0.150065,0.9884392607571257,0.48746315137067037,single,-0.90854
